FUNCTION_ONE,FUNCTION_TWO,LABEL,PREDICT
"    public static double[][] transpose(final double[][] m) {
        final double[][] mt = new double[m[0].length][m.length];
        for (int i = 0; i < mt.length; i++) {
            for (int j = 0; j < mt[i].length; j++) {
                mt[i][j] = m[j][i];
            }
        }
        return mt;
    }","    static boolean clean(File dir) {
        boolean ok = true;
        for (File f : dir.listFiles()) {
            if (f.isDirectory()) ok &= clean(f);
            ok &= f.delete();
        }
        return ok;
    }",0,0
"    public static void main(String[] args) {
        System.out.println(""Chapter 13: example VPPageLayout"");
        System.out.println(""-> Creates a PDF file with multiple pages"");
        System.out.println(""   but different layout preferences."");
        System.out.println(""-> jars needed: iText.jar"");
        System.out.println(""-> files generated in /results subdirectory:"");
        System.out.println(""   single_page.pdf"");
        System.out.println(""   one_column.pdf"");
        System.out.println(""   two_column_left.pdf"");
        System.out.println(""   two_column_right.pdf"");
        System.out.println(""   two_page_left.pdf"");
        System.out.println(""   two_page_right.pdf"");
        Document document = new Document();
        try {
            PdfWriter writer1 = PdfWriter.getInstance(document, new FileOutputStream(""results/in_action/chapter13/single_page.pdf""));
            writer1.setViewerPreferences(PdfWriter.PageLayoutSinglePage);
            PdfWriter writer2 = PdfWriter.getInstance(document, new FileOutputStream(""results/in_action/chapter13/one_column.pdf""));
            writer2.setViewerPreferences(PdfWriter.PageLayoutOneColumn);
            PdfWriter writer3 = PdfWriter.getInstance(document, new FileOutputStream(""results/in_action/chapter13/two_column_left.pdf""));
            writer3.setViewerPreferences(PdfWriter.PageLayoutTwoColumnLeft);
            PdfWriter writer4 = PdfWriter.getInstance(document, new FileOutputStream(""results/in_action/chapter13/two_column_right.pdf""));
            writer4.setViewerPreferences(PdfWriter.PageLayoutTwoColumnRight);
            PdfWriter writer5 = PdfWriter.getInstance(document, new FileOutputStream(""results/in_action/chapter13/two_page_left.pdf""));
            writer5.setPdfVersion(PdfWriter.VERSION_1_5);
            writer5.setViewerPreferences(PdfWriter.PageLayoutTwoPageLeft);
            PdfWriter writer6 = PdfWriter.getInstance(document, new FileOutputStream(""results/in_action/chapter13/two_page_right.pdf""));
            writer6.setPdfVersion(PdfWriter.VERSION_1_5);
            writer6.setViewerPreferences(PdfWriter.PageLayoutTwoPageRight);
            document.open();
            Paragraph hello = new Paragraph(""(English:) hello, "" + ""(Esperanto:) he, alo, saluton, (Latin:) heu, ave, "" + ""(French:) allô, (Italian:) ciao, (German:) hallo, he, heda, holla, "" + ""(Portuguese:) alô, olá, hei, psiu, bom día, (Dutch:) hallo, dag, "" + ""(Spanish:) ola, eh, (Catalan:) au, bah, eh, ep, "" + ""(Swedish:) hej, hejsan(Danish:) hallo, dav, davs, goddag, hej, "" + ""(Norwegian:) hei; morn, (Papiamento:) halo; hallo; kí tal, "" + ""(Faeroese:) halló, hoyr, (Turkish:) alo, merhaba, (Albanian:) tungjatjeta"");
            document.add(new Paragraph(""1. To the Universe:""));
            document.add(hello);
            document.add(new Paragraph(""2. to the World:""));
            document.add(hello);
            document.add(new Paragraph(""3. to the Sun:""));
            document.add(hello);
            document.add(new Paragraph(""4. to the Moon:""));
            document.add(hello);
            document.add(new Paragraph(""5. to the Stars:""));
            document.add(hello);
            document.newPage();
            document.add(new Paragraph(""6. To the People:""));
            document.add(hello);
            document.add(new Paragraph(""7. to mothers and fathers:""));
            document.add(hello);
            document.add(new Paragraph(""8. to brothers and sisters:""));
            document.add(hello);
            document.add(new Paragraph(""9. to wives and husbands:""));
            document.add(hello);
            document.add(new Paragraph(""10. to sons and daughters:""));
            document.add(hello);
            document.add(new Paragraph(""11. to complete strangers:""));
            document.add(hello);
            document.newPage();
            document.add(new Paragraph(""12. To the Animals:""));
            document.add(hello);
            document.add(new Paragraph(""13. o cats and dogs:""));
            document.add(hello);
            document.add(new Paragraph(""14. to birds and bees:""));
            document.add(hello);
            document.add(new Paragraph(""15. to farm animals and wild animals:""));
            document.add(hello);
            document.add(new Paragraph(""16. to bugs and beatles:""));
            document.add(hello);
            document.add(new Paragraph(""17. to fish and shellfish:""));
            document.add(hello);
        } catch (DocumentException de) {
            System.err.println(de.getMessage());
        } catch (IOException ioe) {
            System.err.println(ioe.getMessage());
        }
        document.close();
    }","    private static boolean deleteFile(File resource) throws IOException {
        if (resource.isDirectory()) {
            File[] childFiles = resource.listFiles();
            for (File child : childFiles) {
                deleteFile(child);
            }
        }
        return resource.delete();
    }",0,0
"    public void transpose() {
        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < i; j++) {
                double t = flmat[i][j];
                flmat[i][j] = flmat[j][i];
                flmat[j][i] = t;
            }
        }
    }","    public static int binarySearch(byte[] a, byte key) {
        int low = 0;
        int high = a.length - 1;
        while (low <= high) {
            int mid = (low + high) / 2;
            byte midVal = a[mid];
            if (midVal < key) low = mid + 1; else if (midVal > key) high = mid - 1; else return mid;
        }
        return -(low + 1);
    }",0,0
"    private int fib(int x) {
        if (x == 0) return 0;
        if (x == 1) return 1;
        return fib(x - 1) + fib(x - 2);
    }","    public float[][] transposeMatrix(float[][] mat) {
        float[][] transmat = createNullMatrix(mat[0].length, mat.length);
        for (int i = 0; i < mat.length; i++) {
            for (int j = 0; j < mat[i].length; j++) {
                transmat[j][i] = mat[i][j];
            }
        }
        return transmat;
    }",0,0
"    public static void main(String[] args) {
        System.out.println(""Chapter 2 example 4: Negative leading"");
        Document document = new Document();
        try {
            PdfWriter.getInstance(document, new FileOutputStream(""Chap0204.pdf""));
            document.open();
            document.add(new Phrase(16, ""\n\n\n""));
            document.add(new Phrase(-16, ""Hello, this is a very long phrase to show you the somewhat odd effect of a negative leading. You can write from bottom to top. This is not fully supported. It's something between a feature and a bug.""));
        } catch (DocumentException de) {
            System.err.println(de.getMessage());
        } catch (IOException ioe) {
            System.err.println(ioe.getMessage());
        }
        document.close();
    }","    private static boolean delete(File resource) throws IOException {
        if (resource.isDirectory()) {
            File[] childFiles = resource.listFiles();
            for (File child : childFiles) {
                delete(child);
            }
        }
        return resource.delete();
    }",0,0
"    public void elimina(Pedido pe) throws errorSQL, errorConexionBD {
        System.out.println(""GestorPedido.elimina()"");
        int id = pe.getId();
        String sql;
        Statement stmt = null;
        try {
            gd.begin();
            sql = ""DELETE FROM pedido WHERE id="" + id;
            System.out.println(""Ejecutando: "" + sql);
            stmt = gd.getConexion().createStatement();
            stmt.executeUpdate(sql);
            System.out.println(""executeUpdate"");
            gd.commit();
            System.out.println(""commit"");
            stmt.close();
        } catch (SQLException e) {
            gd.rollback();
            throw new errorSQL(e.toString());
        } catch (errorConexionBD e) {
            System.err.println(""Error en GestorPedido.elimina(): "" + e);
        } catch (errorSQL e) {
            System.err.println(""Error en GestorPedido.elimina(): "" + e);
        }
    }","    @Override
    public void mouseClicked(MouseEvent e) {
        if (Desktop.isDesktopSupported()) {
            try {
                Desktop.getDesktop().browse(new URI(this.url));
            } catch (Exception e1) {
                JOptionPane.showMessageDialog(this, ""Can not open website because "" + e1.getMessage(), ""iGoSyncDocs"", JOptionPane.ERROR_MESSAGE);
            }
        }
    }",0,0
"    public static void main(String[] argv) {
        String to, subject = null, from = null, cc = null, bcc = null, url = null;
        String mailhost = null;
        String mailer = ""msgsend"";
        String file = null;
        String protocol = null, host = null, user = null, password = null;
        String record = null;
        boolean debug = false;
        BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
        int optind;
        for (optind = 0; optind < argv.length; optind++) {
            if (argv[optind].equals(""-T"")) {
                protocol = argv[++optind];
            } else if (argv[optind].equals(""-H"")) {
                host = argv[++optind];
            } else if (argv[optind].equals(""-U"")) {
                user = argv[++optind];
            } else if (argv[optind].equals(""-P"")) {
                password = argv[++optind];
            } else if (argv[optind].equals(""-M"")) {
                mailhost = argv[++optind];
            } else if (argv[optind].equals(""-f"")) {
                record = argv[++optind];
            } else if (argv[optind].equals(""-a"")) {
                file = argv[++optind];
            } else if (argv[optind].equals(""-s"")) {
                subject = argv[++optind];
            } else if (argv[optind].equals(""-o"")) {
                from = argv[++optind];
            } else if (argv[optind].equals(""-c"")) {
                cc = argv[++optind];
            } else if (argv[optind].equals(""-b"")) {
                bcc = argv[++optind];
            } else if (argv[optind].equals(""-L"")) {
                url = argv[++optind];
            } else if (argv[optind].equals(""-d"")) {
                debug = true;
            } else if (argv[optind].equals(""--"")) {
                optind++;
                break;
            } else if (argv[optind].startsWith(""-"")) {
                System.out.println(""Usage: msgsend [[-L store-url] | [-T prot] [-H host] [-U user] [-P passwd]]"");
                System.out.println(""\t[-s subject] [-o from-address] [-c cc-addresses] [-b bcc-addresses]"");
                System.out.println(""\t[-f record-mailbox] [-M transport-host] [-a attach-file] [-d] [address]"");
                System.exit(1);
            } else {
                break;
            }
        }
        try {
            if (optind < argv.length) {
                to = argv[optind];
                System.out.println(""To: "" + to);
            } else {
                System.out.print(""To: "");
                System.out.flush();
                to = in.readLine();
            }
            if (subject == null) {
                System.out.print(""Subject: "");
                System.out.flush();
                subject = in.readLine();
            } else {
                System.out.println(""Subject: "" + subject);
            }
            Properties props = System.getProperties();
            if (mailhost != null) props.put(""mail.smtp.host"", mailhost);
            Session session = Session.getInstance(props, null);
            if (debug) session.setDebug(true);
            Message msg = new MimeMessage(session);
            if (from != null) msg.setFrom(new InternetAddress(from)); else msg.setFrom();
            msg.setRecipients(Message.RecipientType.TO, InternetAddress.parse(to, false));
            if (cc != null) msg.setRecipients(Message.RecipientType.CC, InternetAddress.parse(cc, false));
            if (bcc != null) msg.setRecipients(Message.RecipientType.BCC, InternetAddress.parse(bcc, false));
            msg.setSubject(subject);
            String text = collect(in);
            if (file != null) {
                MimeBodyPart mbp1 = new MimeBodyPart();
                mbp1.setText(text);
                MimeBodyPart mbp2 = new MimeBodyPart();
                mbp2.attachFile(file);
                MimeMultipart mp = new MimeMultipart();
                mp.addBodyPart(mbp1);
                mp.addBodyPart(mbp2);
                msg.setContent(mp);
            } else {
                msg.setText(text);
            }
            msg.setHeader(""X-Mailer"", mailer);
            msg.setSentDate(new Date());
            Transport.send(msg);
            System.out.println(""\nMail was sent successfully."");
            if (record != null) {
                Store store = null;
                if (url != null) {
                    URLName urln = new URLName(url);
                    store = session.getStore(urln);
                    store.connect();
                } else {
                    if (protocol != null) store = session.getStore(protocol); else store = session.getStore();
                    if (host != null || user != null || password != null) store.connect(host, user, password); else store.connect();
                }
                Folder folder = store.getFolder(record);
                if (folder == null) {
                    System.err.println(""Can't get record folder."");
                    System.exit(1);
                }
                if (!folder.exists()) folder.create(Folder.HOLDS_MESSAGES);
                Message[] msgs = new Message[1];
                msgs[0] = msg;
                folder.appendMessages(msgs);
                System.out.println(""Mail was recorded successfully."");
            }
        } catch (Exception e) {
            e.printStackTrace();
        }
    }","    private int fib(int x) {
        if (x == 0) return 0;
        if (x == 1) return 1;
        return fib(x - 1) + fib(x - 2);
    }",0,0
"    public void guiViewGroup(ApplicationType app, GroupType group) {
        try {
            File outputHtml = this.applyViewGroupXsl(app, group);
            if (Desktop.isDesktopSupported()) {
                Desktop desktop = Desktop.getDesktop();
                URI uri = outputHtml.toURI();
                logger.debug(""Displaying via browser: "" + uri.toASCIIString());
                desktop.browse(uri);
            } else {
                logger.debug(""Displaying via dialog"");
                String title = ""View Group: "" + group.getTitle();
                ViewHtmlDialog recDialog = new ViewHtmlDialog(MetaManager.getMainWindow(), true, title, outputHtml);
                recDialog.setVisible(true);
            }
        } catch (Exception ex) {
            logger.warn(ex);
        }
    }","    public MathRealMatrix transpose() {
        int m = this.M;
        int n = this.N;
        double[][] mData = this.Data;
        double[][] newData = new double[n][m];
        for (int ni = 0; ni < n; ni++) {
            for (int mi = 0; mi < m; mi++) {
                newData[ni][mi] = mData[mi][ni];
            }
        }
        return new MathRealMatrix(newData);
    }",0,0
"    public void open() {
        if (!java.awt.Desktop.isDesktopSupported()) {
            System.err.println(""Desktop is not supported (fatal)"");
            return;
        }
        java.awt.Desktop desktop = java.awt.Desktop.getDesktop();
        if (!desktop.isSupported(java.awt.Desktop.Action.BROWSE)) {
            System.err.println(""Desktop doesn't support the browse action (fatal)"");
            return;
        }
        try {
            java.net.URI uri = new java.net.URI(this.url);
            desktop.browse(uri);
        } catch (Exception e) {
            System.err.println(e.getMessage());
        }
    }","    public RobotList<Float> sort_incr_Float(RobotList<Float> list, String field) {
        int length = list.size();
        Index_value[] distri = new Index_value[length];
        for (int i = 0; i < length; i++) {
            distri[i] = new Index_value(i, list.get(i));
        }
        boolean permut;
        do {
            permut = false;
            for (int i = 0; i < length - 1; i++) {
                if (distri[i].value > distri[i + 1].value) {
                    Index_value a = distri[i];
                    distri[i] = distri[i + 1];
                    distri[i + 1] = a;
                    permut = true;
                }
            }
        } while (permut);
        RobotList<Float> sol = new RobotList<Float>(Float.class);
        for (int i = 0; i < length; i++) {
            sol.addLast(new Float(distri[i].value));
        }
        return sol;
    }",0,0
"    private static boolean deleteFile(File resource) throws IOException {
        if (resource.isDirectory()) {
            File[] childFiles = resource.listFiles();
            for (File child : childFiles) {
                deleteFile(child);
            }
        }
        return resource.delete();
    }","    public static void main(String[] args) {
        System.out.println(""Chapter 6 example 6: Absolute Positioning of an Image"");
        Document document = new Document();
        try {
            PdfWriter.getInstance(document, new FileOutputStream(""Chap0606.pdf""));
            document.open();
            Image png = Image.getInstance(""hitchcock.png"");
            png.setAbsolutePosition(171, 250);
            document.add(png);
            png.setAbsolutePosition(342, 500);
            document.add(png);
        } catch (DocumentException de) {
            System.err.println(de.getMessage());
        } catch (IOException ioe) {
            System.err.println(ioe.getMessage());
        }
        document.close();
    }",0,0
"    boolean clean(File dir) {
        boolean ok = true;
        for (File f : dir.listFiles()) {
            if (f.isDirectory()) ok &= clean(f);
            ok &= f.delete();
        }
        return ok;
    }","    public void transpose() {
        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < i; j++) {
                double t = flmat[i][j];
                flmat[i][j] = flmat[j][i];
                flmat[j][i] = t;
            }
        }
    }",0,0
"    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }","    public static void main(String[] args) {
        final String dbdriver = ""org.postgresql.Driver"";
        final String dbconnect = ""jdbc:postgresql://localhost:5432/wdb"";
        final String dbuser = ""wcitest"";
        final String dbpasswd = """";
        Connection con = null;
        Statement statement = null;
        try {
            Class.forName(dbdriver);
            con = DriverManager.getConnection(dbconnect, dbuser, dbpasswd);
            statement = con.createStatement();
        } catch (Exception e) {
            System.out.println(""FATAL: cant load the database driver <"" + dbdriver + "">!"");
            System.exit(1);
        }
        String wdbInit = ""SELECT wci.begin('"" + dbuser + ""')"";
        String sql = "" SELECT * "" + "" FROM wci.read( array['test wci 5'], NULL, "" + ""                '2009-11-13 00:00:00+00', "" + ""                NULL, "" + ""                array['air temperature', "" + ""                      'air pressure'], "" + ""                NULL, "" + ""                array[-1], "" + ""                NULL::wci.returngid )"";
        final String colNames[] = { ""valueParameterName"", ""validTimeFrom"" };
        ResultSet rs = null;
        try {
            statement.execute(wdbInit);
            rs = statement.executeQuery(sql);
            ResultSetMetaData rsMetaData = rs.getMetaData();
            String data;
            boolean first;
            while (rs.next()) {
                Statement getGridStatement = con.createStatement();
                first = true;
                long gridId = rs.getLong(""value"");
                ResultSet blobResult = getGridStatement.executeQuery(""SELECT * FROM wci.fetch("" + gridId + "", NULL::wci.grid)"");
                while (blobResult.next()) {
                    int size = blobResult.getInt(""numberX"") + blobResult.getInt(""numberX"");
                    InputStream blob = blobResult.getBinaryStream(""grid"");
                    DataInputStream blobReader = new DataInputStream(blob);
                    int floatToRead = 42;
                    blobReader.skip(floatToRead * 4);
                    float value = blobReader.readFloat();
                    System.out.print(value + ""\t"");
                    for (String name : colNames) {
                        data = rs.getString(name);
                        if (first) {
                            first = false;
                        } else {
                            System.out.print("", "");
                        }
                        if (data != null) System.out.print(data); else System.out.print(""\\N"");
                    }
                    System.out.print(""  (BLOB size: "" + size + "")"");
                    System.out.println();
                }
                blobResult.close();
            }
        } catch (Exception ex) {
            System.out.println(""SELECT error: "" + ex);
        } finally {
            try {
                if (rs != null) rs.close();
            } catch (SQLException ex) {
                System.out.println(""EXCEPTION: rs.close: "" + ex);
            }
        }
    }",0,0
"    public DoubleThresholdGenerator randomize() {
        for (int i = values.length - 1; i > 0; i--) {
            int j = random.nextInt(i + 1);
            double tmp = values[i];
            values[i] = values[j];
            values[j] = tmp;
        }
        return this;
    }","    public static void main(String[] args) {
        final String dbdriver = ""org.postgresql.Driver"";
        final String dbconnect = ""jdbc:postgresql://localhost:5432/wdb"";
        final String dbuser = ""wcitest"";
        final String dbpasswd = """";
        Connection con = null;
        Statement statement = null;
        try {
            Class.forName(dbdriver);
            con = DriverManager.getConnection(dbconnect, dbuser, dbpasswd);
            statement = con.createStatement();
        } catch (Exception e) {
            System.out.println(""FATAL: cant load the database driver <"" + dbdriver + "">!"");
            System.exit(1);
        }
        String wdbInit = ""SELECT wci.begin('"" + dbuser + ""')"";
        String sql = "" SELECT * "" + "" FROM wci.read( array['test wci 5'], NULL, "" + ""                '2009-11-13 00:00:00+00', "" + ""                NULL, "" + ""                array['air temperature', "" + ""                      'air pressure'], "" + ""                NULL, "" + ""                array[-1], "" + ""                NULL::wci.returngid )"";
        final String colNames[] = { ""valueParameterName"", ""validTimeFrom"" };
        ResultSet rs = null;
        try {
            statement.execute(wdbInit);
            rs = statement.executeQuery(sql);
            ResultSetMetaData rsMetaData = rs.getMetaData();
            String data;
            boolean first;
            while (rs.next()) {
                Statement getGridStatement = con.createStatement();
                first = true;
                long gridId = rs.getLong(""value"");
                ResultSet blobResult = getGridStatement.executeQuery(""SELECT * FROM wci.fetch("" + gridId + "", NULL::wci.grid)"");
                while (blobResult.next()) {
                    int size = blobResult.getInt(""numberX"") + blobResult.getInt(""numberX"");
                    InputStream blob = blobResult.getBinaryStream(""grid"");
                    DataInputStream blobReader = new DataInputStream(blob);
                    int floatToRead = 42;
                    blobReader.skip(floatToRead * 4);
                    float value = blobReader.readFloat();
                    System.out.print(value + ""\t"");
                    for (String name : colNames) {
                        data = rs.getString(name);
                        if (first) {
                            first = false;
                        } else {
                            System.out.print("", "");
                        }
                        if (data != null) System.out.print(data); else System.out.print(""\\N"");
                    }
                    System.out.print(""  (BLOB size: "" + size + "")"");
                    System.out.println();
                }
                blobResult.close();
            }
        } catch (Exception ex) {
            System.out.println(""SELECT error: "" + ex);
        } finally {
            try {
                if (rs != null) rs.close();
            } catch (SQLException ex) {
                System.out.println(""EXCEPTION: rs.close: "" + ex);
            }
        }
    }",0,0
"    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }","    private int fib(int x) {
        if (x == 0) return 0;
        if (x == 1) return 1;
        return fib(x - 1) + fib(x - 2);
    }",0,0
