FUNCTION_ONE,FUNCTION_TWO,LABEL,PREDICT
"    private void buildMenu() {
        JMenuBar menuBar;
        JMenu file;
        JMenuItem newItem, open, save, close, quit;
        menuBar = new JMenuBar();
        file = new JMenu(""File..."");
        file.setMnemonic(KeyEvent.VK_F);
        menuBar.add(file);
        newItem = new JMenuItem(""New"", KeyEvent.VK_N);
        newItem.setAccelerator(KeyStroke.getKeyStroke(KeyEvent.VK_N, ActionEvent.META_MASK));
        newItem.addActionListener(new ActionListener() {

            public void actionPerformed(ActionEvent e) {
                new Training();
            }
        });
        open = new JMenuItem(""Open"", KeyEvent.VK_O);
        open.setAccelerator(KeyStroke.getKeyStroke(KeyEvent.VK_O, ActionEvent.META_MASK));
        open.addActionListener(new ActionListener() {

            public void actionPerformed(ActionEvent e) {
                JFileChooser chooser = new JFileChooser();
                try {
                    chooser.setCurrentDirectory(new File(new File(""."").getCanonicalPath()));
                } catch (IOException ioe) {
                }
                int returnVal = chooser.showOpenDialog(frame);
                if (returnVal == JFileChooser.APPROVE_OPTION) {
                    openFile(chooser.getSelectedFile());
                }
            }
        });
        save = new JMenuItem(""Save"", KeyEvent.VK_S);
        save.setAccelerator(KeyStroke.getKeyStroke(KeyEvent.VK_S, ActionEvent.META_MASK));
        save.addActionListener(new ActionListener() {

            public void actionPerformed(ActionEvent e) {
                saveClassifier();
            }
        });
        close = new JMenuItem(""Close"", KeyEvent.VK_W);
        close.setAccelerator(KeyStroke.getKeyStroke(KeyEvent.VK_W, ActionEvent.META_MASK));
        close.addActionListener(new ActionListener() {

            public void actionPerformed(ActionEvent e) {
                frame.setVisible(false);
                recognitionInfoFrame.setVisible(false);
            }
        });
        quit = new JMenuItem(""Quit"", KeyEvent.VK_Q);
        quit.setAccelerator(KeyStroke.getKeyStroke(KeyEvent.VK_Q, ActionEvent.META_MASK));
        quit.addActionListener(new ActionListener() {

            public void actionPerformed(ActionEvent e) {
                System.exit(0);
            }
        });
        file.add(newItem);
        file.add(open);
        file.add(save);
        file.addSeparator();
        file.add(close);
        file.add(quit);
        menuBar.add(file);
        frame.setJMenuBar(menuBar);
    }","    public static ArrayDataSet append(ArrayDataSet ths, ArrayDataSet ds) {
        if (ds.rank() != ths.rank) throw new IllegalArgumentException(""rank mismatch"");
        if (ds.len1 != ths.len1) throw new IllegalArgumentException(""len1 mismatch"");
        if (ds.len2 != ths.len2) throw new IllegalArgumentException(""len2 mismatch"");
        if (ds.len3 != ths.len3) throw new IllegalArgumentException(""len3 mismatch"");
        if (ths.getBack().getClass() != ds.getBack().getClass()) throw new IllegalArgumentException(""backing type mismatch"");
        int myLength = ths.len0 * ths.len1 * ths.len2 * ths.len3;
        int dsLength = ds.len0 * ds.len1 * ds.len2 * ds.len3;
        Object newback = Array.newInstance(ths.getBack().getClass().getComponentType(), myLength + dsLength);
        System.arraycopy(ths.getBack(), 0, newback, 0, myLength);
        System.arraycopy(ds.getBack(), 0, newback, myLength, dsLength);
        Units u1 = SemanticOps.getUnits(ths);
        Units u2 = SemanticOps.getUnits(ds);
        if (u1 != u2) {
            UnitsConverter uc = UnitsConverter.getConverter(u2, u1);
            Class backClass = ths.getBack().getClass().getComponentType();
            for (int i = myLength; i < myLength + dsLength; i++) {
                Number nv = uc.convert(Array.getDouble(newback, i));
                if (backClass == double.class) {
                    Array.set(newback, i, nv.doubleValue());
                } else if (backClass == float.class) {
                    Array.set(newback, i, nv.floatValue());
                } else if (backClass == long.class) {
                    Array.set(newback, i, nv.longValue());
                } else if (backClass == int.class) {
                    Array.set(newback, i, nv.intValue());
                } else if (backClass == short.class) {
                    Array.set(newback, i, nv.shortValue());
                } else if (backClass == byte.class) {
                    Array.set(newback, i, nv.byteValue());
                } else {
                    throw new IllegalArgumentException(""unsupported type: "" + backClass);
                }
            }
        }
        int len0 = ths.len0 + ds.len0;
        ArrayDataSet result = create(ths.rank, len0, ths.len1, ths.len2, ths.len3, newback);
        result.properties.putAll(joinProperties(ths, ds));
        result.properties.put(QDataSet.UNITS, u1);
        return result;
    }",0,0
"    public static String replaceWithGroup(String a_src, String a_findPattern, String a_replace) {
        StringBuffer retour = new StringBuffer();
        Pattern l_pattern = Pattern.compile(a_findPattern);
        String l_src = a_src;
        Matcher l_matcher = l_pattern.matcher(l_src);
        int l_groupCount = l_matcher.groupCount();
        while (l_matcher.find()) {
            String[] l_groups = new String[l_groupCount + 1];
            for (int i = 0; i < l_groupCount + 1; i++) {
                l_groups[i] = l_matcher.group(i);
            }
            String l_replace = replaceGroupIntoExpression(a_replace, l_groups);
            retour.append(l_src.substring(0, l_matcher.start(0)));
            retour.append(l_replace);
            l_src = l_src.substring(l_matcher.end(0));
            l_matcher = l_pattern.matcher(l_src);
        }
        retour.append(l_src);
        return retour.toString();
    }","    public void actionPerformed(ActionEvent e) {
        if (e.getSource() == this.close) this.dispose(); else if (e.getSource() == this.openFile) {
            JFileChooser open = new JFileChooser();
            int option = open.showOpenDialog(this);
            if (option == JFileChooser.APPROVE_OPTION) {
                this.textArea.setText("""");
                try {
                    Scanner scan = new Scanner(new FileReader(open.getSelectedFile().getPath()));
                    while (scan.hasNext()) this.textArea.append(scan.nextLine() + ""\n"");
                } catch (Exception ex) {
                    System.out.println(ex.getMessage());
                }
            }
        } else if (e.getSource() == this.saveFile) {
            JFileChooser save = new JFileChooser();
            int option = save.showSaveDialog(this);
            if (option == JFileChooser.APPROVE_OPTION) {
                try {
                    BufferedWriter out = new BufferedWriter(new FileWriter(save.getSelectedFile().getPath()));
                    out.write(this.textArea.getText());
                    out.close();
                } catch (Exception ex) {
                    System.out.println(ex.getMessage());
                }
            }
        }
    }",0,0
"    public float[][] transposeMatrix(float[][] a) {
        int n = a.length;
        int m = a[0].length;
        float[][] b = new float[m][n];
        for (int i = 0; i < n; i++) {
            for (int j = 0; j < m; j++) {
                b[j][i] = a[i][j];
            }
        }
        return (b);
    }","    @SuppressWarnings(""unchecked"")
    public static <T, U> T[] copyOf(U[] original, int newLength, Class<? extends T[]> newType) {
        T[] copy = ((Object) newType == (Object) Object[].class) ? (T[]) new Object[newLength] : (T[]) Array.newInstance(newType.getComponentType(), newLength);
        System.arraycopy(original, 0, copy, 0, Math.min(original.length, newLength));
        return copy;
    }",0,0
"    public static String convertLocationRun(String sequence, String symbol) {
        String regex = symbol + ""+"";
        Pattern pattern = Pattern.compile(regex);
        Matcher matcher = pattern.matcher(sequence);
        List<String> ranges = new ArrayList<String>();
        while (matcher.find()) {
            int start = matcher.start() + 1;
            int end = matcher.end();
            ranges.add(start + DELIMITER + end);
        }
        return CStringHelper.join(ranges, "","");
    }","    public static ArrayDataSet append(ArrayDataSet ths, ArrayDataSet ds) {
        if (ds.rank() != ths.rank) throw new IllegalArgumentException(""rank mismatch"");
        if (ds.len1 != ths.len1) throw new IllegalArgumentException(""len1 mismatch"");
        if (ds.len2 != ths.len2) throw new IllegalArgumentException(""len2 mismatch"");
        if (ds.len3 != ths.len3) throw new IllegalArgumentException(""len3 mismatch"");
        if (ths.getBack().getClass() != ds.getBack().getClass()) throw new IllegalArgumentException(""backing type mismatch"");
        int myLength = ths.len0 * ths.len1 * ths.len2 * ths.len3;
        int dsLength = ds.len0 * ds.len1 * ds.len2 * ds.len3;
        Object newback = Array.newInstance(ths.getBack().getClass().getComponentType(), myLength + dsLength);
        System.arraycopy(ths.getBack(), 0, newback, 0, myLength);
        System.arraycopy(ds.getBack(), 0, newback, myLength, dsLength);
        Units u1 = SemanticOps.getUnits(ths);
        Units u2 = SemanticOps.getUnits(ds);
        if (u1 != u2) {
            UnitsConverter uc = UnitsConverter.getConverter(u2, u1);
            Class backClass = ths.getBack().getClass().getComponentType();
            for (int i = myLength; i < myLength + dsLength; i++) {
                Number nv = uc.convert(Array.getDouble(newback, i));
                if (backClass == double.class) {
                    Array.set(newback, i, nv.doubleValue());
                } else if (backClass == float.class) {
                    Array.set(newback, i, nv.floatValue());
                } else if (backClass == long.class) {
                    Array.set(newback, i, nv.longValue());
                } else if (backClass == int.class) {
                    Array.set(newback, i, nv.intValue());
                } else if (backClass == short.class) {
                    Array.set(newback, i, nv.shortValue());
                } else if (backClass == byte.class) {
                    Array.set(newback, i, nv.byteValue());
                } else {
                    throw new IllegalArgumentException(""unsupported type: "" + backClass);
                }
            }
        }
        int len0 = ths.len0 + ds.len0;
        ArrayDataSet result = create(ths.rank, len0, ths.len1, ths.len2, ths.len3, newback);
        result.properties.putAll(joinProperties(ths, ds));
        result.properties.put(QDataSet.UNITS, u1);
        return result;
    }",0,0
"    private FileInfo inspectFile(String filePath, boolean compress) throws XPIException {
        long length = 0;
        long crc = 0;
        byte[] md5 = new byte[0];
        byte[] sha1 = new byte[0];
        File tmp = new File(baseDir, filePath);
        try {
            tmp = tmp.getCanonicalFile();
        } catch (IOException e) {
            e.printStackTrace();
        }
        if (!tmp.exists()) throw new XPIException(""  File \'"" + tmp.getAbsolutePath() + ""\' does not exist."", Main.ERR_FILE_NOT_FOUND);
        try {
            length = tmp.length();
            BufferedInputStream bis = null;
            try {
                bis = new BufferedInputStream(new FileInputStream(tmp));
            } catch (FileNotFoundException e1) {
            }
            digestMD5.reset();
            digestSHA.reset();
            DigestInputStream md5Stream = new DigestInputStream(bis, digestMD5);
            DigestInputStream shaStream = new DigestInputStream(md5Stream, digestSHA);
            CRC32 crc32 = new CRC32();
            byte[] data = new byte[1024 * 2];
            int byteCount;
            while ((byteCount = shaStream.read(data)) > -1) {
                crc32.update(data, 0, byteCount);
            }
            crc = crc32.getValue();
            crc32.reset();
            md5 = md5Stream.getMessageDigest().digest();
            sha1 = shaStream.getMessageDigest().digest();
            bis.close();
        } catch (IOException e1) {
            throw new XPIException(""Error reading from \'"" + tmp + ""\'"", Main.ERR_ERROR_READING_FILE);
        }
        return new FileInfo(filePath, length, crc, md5, sha1, compress);
    }","    public void captureSystemScreenshot() throws IOException, InterruptedException, ExecutionException, TimeoutException {
        final BufferedImage bufferedImage;
        final Rectangle captureSize;
        final Robot robot;
        robot = RobotRetriever.getRobot();
        captureSize = new Rectangle(Toolkit.getDefaultToolkit().getScreenSize());
        bufferedImage = robot.createScreenCapture(captureSize);
        createNecessaryDirectories();
        ImageIO.write(bufferedImage, ""png"", this.file);
    }",0,0
"    public void close() {
        boolean goodExit = false;
        if (!pending()) commit();
        try {
            DriverManager.getConnection(""jdbc:derby:"" + dbName + "";shutdown=true"");
        } catch (SQLException e) {
            if (e.getSQLState().equals(""XJ015"")) {
                goodExit = true;
            }
        }
        if (!goodExit) {
            System.err.println(""Database "" + dbName + "" did not shut down correctly."");
        }
    }","    @SuppressWarnings(""unchecked"")
    public static <T> T[] add(T[] array, T element) {
        final T[] result;
        if (array != null) {
            result = Arrays.createArray((Class<? extends T>) array.getClass().getComponentType(), array.length + 1);
            System.arraycopy(array, 0, result, 0, array.length);
        } else {
            Validations.isTrue(element != null, ""Both array and element are null"");
            assert element != null;
            result = Arrays.createArray((Class<? extends T>) element.getClass(), 1);
        }
        result[result.length - 1] = element;
        return result;
    }",0,0
"                @Override
                public void hyperlinkUpdate(HyperlinkEvent evt) {
                    if (evt.getEventType() == EventType.ACTIVATED) {
                        try {
                            if (Desktop.isDesktopSupported()) {
                                Desktop desktop = Desktop.getDesktop();
                                if (evt.getURL() != null) {
                                    desktop.browse(new URI(evt.getURL().toString()));
                                } else {
                                }
                            }
                        } catch (Exception e) {
                            log.log(Level.WARNING, ""Error"", e);
                        }
                    }
                }","    private void find() {
        this.expressions = null;
        Pattern p = Pattern.compile(regExpr);
        Matcher m = p.matcher(text);
        while (m.find()) {
            if (this.stopped) {
                System.out.println(""Finder was stopped."");
                this.expressions = null;
                return;
            }
            int start = m.start();
            int end = m.end();
            if (expressions == null) {
                expressions = new FoundExpressions();
            }
            Selection selection = new Selection();
            selection.setStart(start);
            selection.setEnd(end);
            expressions.add(selection);
        }
    }",0,0
"    public static String executeProgram(String programName) {
        Runtime rt = Runtime.getRuntime();
        long l1 = System.currentTimeMillis();
        Process p = null;
        int retStatus = 0;
        long millis = 0;
        long secs = 0;
        long min = 0;
        long hours = 0;
        LinkedList output = new LinkedList();
        LinkedList error = new LinkedList();
        String ls = System.getProperty(""line.separator"");
        try {
            p = rt.exec(programName);
        } catch (IOException e) {
            return ""Caught IOException while running "" + programName + ls + "" Message = "" + e.getMessage() + ls;
        }
        InputStream is = p.getInputStream();
        BufferedReader bf = new BufferedReader(new InputStreamReader(is));
        String line = null;
        try {
            while ((line = bf.readLine()) != null) {
                output.addLast(line);
            }
        } catch (IOException e) {
            return ""Caught IOException. "" + ls + ""Message = "" + e.getMessage() + ls;
        }
        InputStream es = p.getErrorStream();
        BufferedReader ebf = new BufferedReader(new InputStreamReader(es));
        try {
            while ((line = ebf.readLine()) != null) {
                error.addLast(line);
            }
        } catch (IOException e) {
            return ""Caught IOException. "" + ls + ""Message = "" + e.getMessage() + ls;
        }
        try {
            retStatus = p.waitFor();
        } catch (InterruptedException e) {
        }
        StringBuffer message = new StringBuffer();
        if (output.size() != 0) {
            message.append(ls + ""OUTPUT:"" + ls);
            for (Iterator iter = output.iterator(); iter.hasNext(); ) {
                message.append((String) iter.next() + ls);
            }
        }
        if (error.size() != 0) {
            message.append(""ERRORS:"" + ls);
            for (Iterator iter = error.iterator(); iter.hasNext(); ) {
                message.append((String) iter.next() + ls);
            }
        }
        try {
            is.close();
            bf.close();
            es.close();
            ebf.close();
        } catch (IOException e) {
            return ""Caught IOException while closing resources...."" + ls + ""Message: "" + e.getMessage() + ls;
        }
        long l2 = System.currentTimeMillis();
        millis = l2 - l1;
        hours = millis / 3600000;
        millis = millis % 3600000;
        min = millis / 60000;
        millis = millis % 60000;
        secs = millis / 1000;
        millis = millis % 1000;
        message.append(ls + ""TIME TO EXECUTE: "");
        if (hours < 10) {
            message.append(""0"");
        }
        message.append(hours + "":"");
        if (min < 10) {
            message.append(""0"");
        }
        message.append(min + "":"");
        if (secs < 10) {
            message.append(""0"");
        }
        message.append(secs + "":"");
        if (millis < 10) {
            message.append(""0"");
        }
        if (millis < 100) {
            message.append(""0"");
        }
        message.append(millis + ""(HH:MM:SS:MS)"" + ls);
        return message.toString();
    }","    public static void postMail(String hostAddr, String recipients[], String subject, String message, String from) throws MessagingException {
        boolean debug = false;
        Properties props = new Properties();
        props.put(""mail.host"", hostAddr);
        Session session = Session.getDefaultInstance(props, null);
        session.setDebug(debug);
        Message msg = new MimeMessage(session);
        InternetAddress addressFrom = new InternetAddress(from);
        msg.setFrom(addressFrom);
        InternetAddress[] addressTo = new InternetAddress[recipients.length];
        for (int i = 0; i < recipients.length; i++) {
            addressTo[i] = new InternetAddress(recipients[i]);
        }
        msg.setRecipients(Message.RecipientType.TO, addressTo);
        msg.setSubject(subject);
        msg.setContent(message, ""text/plain"");
        Transport.send(msg);
    }",0,0
"    protected final void showMsg(final String msg, final boolean quit) {
        final JPanel p = new JPanel();
        p.setLayout(new GridBagLayout());
        final GridBagConstraints c = new GridBagConstraints();
        c.insets = new Insets(10, 10, 10, 10);
        c.gridx = 0;
        c.gridy = 0;
        c.fill = GridBagConstraints.BOTH;
        final JImage im = new JImage(new ImageIcon(this.getClass().getResource(""error.png"")));
        final JLabel l = new JLabel(""Une erreur est survenue"");
        l.setFont(l.getFont().deriveFont(Font.BOLD));
        final JLabel lError = new JLabel(msg);
        final JTextArea textArea = new JTextArea();
        textArea.setFont(textArea.getFont().deriveFont(11f));
        c.gridheight = 3;
        p.add(im, c);
        c.insets = new Insets(2, 4, 2, 4);
        c.gridheight = 1;
        c.gridx++;
        c.weightx = 1;
        c.gridwidth = 2;
        p.add(l, c);
        c.gridy++;
        p.add(lError, c);
        c.gridy++;
        p.add(new JLabel(""Il s'agit probablement d'une mauvaise configuration ou installation du logiciel.""), c);
        c.gridx = 0;
        c.gridwidth = 3;
        c.gridy++;
        c.weighty = 0;
        c.gridwidth = 1;
        c.gridx = 1;
        c.gridy++;
        c.fill = GridBagConstraints.NONE;
        c.anchor = GridBagConstraints.EAST;
        final Desktop desktop = Desktop.isDesktopSupported() ? Desktop.getDesktop() : null;
        final boolean browseSupported = desktop != null && desktop.isSupported(Action.BROWSE);
        if (ForumURL != null) {
            final javax.swing.Action communityAction;
            if (browseSupported) {
                communityAction = new AbstractAction(""Consulter le forum"") {

                    @Override
                    public void actionPerformed(ActionEvent e) {
                        try {
                            desktop.browse(new URI(ForumURL));
                        } catch (Exception e1) {
                            e1.printStackTrace();
                        }
                    }
                };
            } else {
                communityAction = new AbstractAction(""Copier l'adresse du forum"") {

                    @Override
                    public void actionPerformed(ActionEvent e) {
                        copyToClipboard(ForumURL);
                    }
                };
            }
            p.add(new JButton(communityAction), c);
        }
        c.weightx = 0;
        c.gridx++;
        final javax.swing.Action supportAction;
        if (browseSupported) supportAction = new AbstractAction(""Contacter l'assistance"") {

            @Override
            public void actionPerformed(ActionEvent e) {
                try {
                    desktop.browse(URI.create(ILM_CONTACT));
                } catch (Exception e1) {
                    e1.printStackTrace();
                }
            }
        }; else supportAction = new AbstractAction(""Copier l'adresse de l'assistance"") {

            @Override
            public void actionPerformed(ActionEvent e) {
                copyToClipboard(ILM_CONTACT);
            }
        };
        p.add(new JButton(supportAction), c);
        c.gridy++;
        c.gridx = 0;
        c.gridwidth = 3;
        c.fill = GridBagConstraints.BOTH;
        c.insets = new Insets(0, 0, 0, 0);
        p.add(new JSeparator(), c);
        c.gridx = 0;
        c.gridwidth = 3;
        c.gridy++;
        c.insets = new Insets(2, 4, 2, 4);
        p.add(new JLabel(""Détails de l'erreur:""), c);
        c.insets = new Insets(0, 0, 0, 0);
        c.gridy++;
        String message = this.getCause() == null ? null : this.getCause().getMessage();
        if (message == null) {
            message = msg;
        } else {
            message = msg + ""\n\n"" + message;
        }
        message += ""\n"";
        message += getTrace();
        textArea.setText(message);
        textArea.setEditable(false);
        JScrollPane scroll = new JScrollPane(textArea);
        scroll.setHorizontalScrollBarPolicy(ScrollPaneConstants.HORIZONTAL_SCROLLBAR_ALWAYS);
        scroll.setVerticalScrollBarPolicy(ScrollPaneConstants.VERTICAL_SCROLLBAR_ALWAYS);
        scroll.getViewport().setMinimumSize(new Dimension(200, 300));
        c.weighty = 1;
        c.gridwidth = 3;
        c.gridx = 0;
        c.gridy++;
        p.add(scroll, c);
        c.gridy++;
        c.fill = GridBagConstraints.NONE;
        c.weighty = 0;
        c.insets = new Insets(2, 4, 2, 4);
        final JButton buttonClose = new JButton(""Fermer"");
        p.add(buttonClose, c);
        final Window window = this.comp == null ? null : SwingUtilities.getWindowAncestor(this.comp);
        final JDialog f;
        if (window instanceof Frame) {
            f = new JDialog((Frame) window, ""Erreur"", true);
        } else {
            f = new JDialog((Dialog) window, ""Erreur"", true);
        }
        f.setContentPane(p);
        f.pack();
        f.setSize(580, 680);
        f.setMinimumSize(new Dimension(380, 380));
        f.setLocationRelativeTo(this.comp);
        final ActionListener al = new ActionListener() {

            @Override
            public void actionPerformed(ActionEvent e) {
                if (quit) {
                    System.exit(1);
                } else {
                    f.dispose();
                }
            }
        };
        buttonClose.addActionListener(al);
        f.addWindowListener(new WindowAdapter() {

            @Override
            public void windowClosing(WindowEvent e) {
                al.actionPerformed(null);
            }
        });
        f.setVisible(true);
    }","    public String foreach(String s, String regexp, String replacement) {
        Pattern rp = Pattern.compile(""\\$(\\d)"");
        Matcher rm = rp.matcher(replacement);
        StringBuffer res = new StringBuffer();
        Pattern p = Pattern.compile(regexp);
        Matcher m = p.matcher(s);
        int groupCount = m.groupCount();
        int end = 0;
        while (m.find()) {
            while (rm.find(end)) {
                res.append(replacement.substring(end, rm.start()));
                int g = Integer.parseInt(rm.group(1));
                if (0 <= g && g <= groupCount) {
                    res.append(m.group(g));
                }
                end = rm.end();
            }
            res.append(replacement.substring(end));
            end = 0;
        }
        return res.toString();
    }",0,0
"    public void startFileConversion() {
        FileManagement.startTime = System.currentTimeMillis();
        FileManagement.fetchAllFiles(new File(sourceDir), javaFileList);
        Collections.sort(javaFileList);
        for (JavaFileBean javaFile : javaFileList) {
            performConversion(javaFile);
        }
        htmlManagementIndex = new HTMLManagementIndexFile();
        htmlManagementIndex.createIndexHtmlFile(javaFileList, destinationDir);
        Desktop desktop = null;
        if (Desktop.isDesktopSupported()) {
            desktop = Desktop.getDesktop();
            URI uri = null;
            try {
                uri = new URI(""file://"" + destinationDir.replace('\\', '/') + ""/index.html"");
                desktop.browse(uri);
            } catch (URISyntaxException e) {
                e.printStackTrace();
            } catch (IOException e) {
                e.printStackTrace();
            }
        }
    }","    public void cutOff() {
        double[][] sim = new double[numSeqs][numSeqs];
        for (int i = 0; i < numSeqs; i++) {
            for (int j = i + 0; j < numSeqs; j++) {
                if (this.getDistance(i, j) > kAvg) {
                    sim[i][j] = this.getDistance(i, j);
                } else {
                    sim[i][j] = kAvg;
                }
                sim[j][i] = sim[i][j];
            }
        }
        kMin = kAvg;
        setDistances(sim);
    }",0,0
"    public static int fibonacci(int broj) {
        if (broj <= 1) return broj; else return fibonacci(broj - 1) + fibonacci(broj - 2);
    }","    public static void main(String[] args) {
        if (args.length != 4) {
            usage();
            System.exit(1);
        }
        System.out.println();
        String to = args[0];
        String from = args[1];
        String host = args[2];
        boolean debug = Boolean.valueOf(args[3]).booleanValue();
        Properties props = new Properties();
        props.put(""mail.smtp.host"", host);
        if (debug) props.put(""mail.debug"", args[3]);
        Session session = Session.getInstance(props, null);
        session.setDebug(debug);
        try {
            Message msg = new MimeMessage(session);
            msg.setFrom(new InternetAddress(from));
            InternetAddress[] address = { new InternetAddress(args[0]) };
            msg.setRecipients(Message.RecipientType.TO, address);
            msg.setSubject(""JavaMail APIs Test"");
            msg.setSentDate(new Date());
            msg.setText(msgText);
            Transport.send(msg);
        } catch (MessagingException mex) {
            System.out.println(""\n--Exception handling in msgsendsample.java"");
            mex.printStackTrace();
            System.out.println();
            Exception ex = mex;
            do {
                if (ex instanceof SendFailedException) {
                    SendFailedException sfex = (SendFailedException) ex;
                    Address[] invalid = sfex.getInvalidAddresses();
                    if (invalid != null) {
                        System.out.println(""    ** Invalid Addresses"");
                        if (invalid != null) {
                            for (int i = 0; i < invalid.length; i++) System.out.println(""         "" + invalid[i]);
                        }
                    }
                    Address[] validUnsent = sfex.getValidUnsentAddresses();
                    if (validUnsent != null) {
                        System.out.println(""    ** ValidUnsent Addresses"");
                        if (validUnsent != null) {
                            for (int i = 0; i < validUnsent.length; i++) System.out.println(""         "" + validUnsent[i]);
                        }
                    }
                    Address[] validSent = sfex.getValidSentAddresses();
                    if (validSent != null) {
                        System.out.println(""    ** ValidSent Addresses"");
                        if (validSent != null) {
                            for (int i = 0; i < validSent.length; i++) System.out.println(""         "" + validSent[i]);
                        }
                    }
                }
                System.out.println();
                if (ex instanceof MessagingException) ex = ((MessagingException) ex).getNextException(); else ex = null;
            } while (ex != null);
        }
    }",0,0
"    public static void main(String[] args) {
        Connection con = null;
        String url = ""jdbc:mysql://192.168.15.110:3306/"";
        String dbName = ""os"";
        String driver = ""com.mysql.jdbc.Driver"";
        String userName = ""root"";
        String password = ""vkmohan123"";
        try {
            Class.forName(driver).newInstance();
            con = DriverManager.getConnection(url + dbName, userName, password);
            Statement st = con.createStatement();
            String sql123 = ""update os.LoadRequestResponse set processId="" + args[0] + "" where requestId="" + args[1];
            int update = st.executeUpdate(sql123);
            System.out.println(""after update"" + args[0] + "" req:"" + args[1]);
            st.close();
        } catch (Exception e) {
            System.out.println(e.getMessage());
            e.printStackTrace();
        }
    }","    public static String convertLocationRun(String sequence, String symbol) {
        String regex = symbol + ""+"";
        Pattern pattern = Pattern.compile(regex);
        Matcher matcher = pattern.matcher(sequence);
        List<String> ranges = new ArrayList<String>();
        while (matcher.find()) {
            int start = matcher.start() + 1;
            int end = matcher.end();
            ranges.add(start + DELIMITER + end);
        }
        return CStringHelper.join(ranges, "","");
    }",0,0
"        public static void transpose4(double[][] in, double[][] out) {
            if (D.isIdentityMatrix(in)) {
                if (in != out) D.identityMatrix(out);
                return;
            }
            double[][] copyIn;
            if (in == out) {
                D.copyMatrix(in, _dummyMatrix);
                copyIn = _dummyMatrix;
            } else {
                copyIn = in;
            }
            for (int rowI = 0; rowI < 4; rowI++) {
                for (int colI = 0; colI < 4; colI++) {
                    out[colI][rowI] = copyIn[rowI][colI];
                }
            }
        }","    protected void highlightText(StyledDocument doc) {
        super.highlightText(doc);
        for (String search : searches) {
            Style searchHighlight = doc.addStyle(""RESULT_"" + search, null);
            StyleConstants.setBold(searchHighlight, true);
            StyleConstants.setBackground(searchHighlight, colourMap.get(search));
            Pattern p = Pattern.compile(""(?s)(?i)"" + search);
            try {
                Matcher matcher = p.matcher(doc.getText(0, doc.getLength()));
                while (matcher.find()) {
                    final int start = matcher.start();
                    final int end = matcher.end();
                    doc.setCharacterAttributes(start, end - start, searchHighlight, false);
                }
            } catch (BadLocationException e) {
                throw new RuntimeException(e);
            }
        }
    }",0,0
"    public static void main(String[] args) {
        if (args.length != 4) {
            System.out.println(""usage: java msgmultisend <to> <from> <smtp> true|false"");
            return;
        }
        String to = args[0];
        String from = args[1];
        String host = args[2];
        boolean debug = Boolean.valueOf(args[3]).booleanValue();
        Properties props = new Properties();
        props.put(""mail.smtp.host"", host);
        Session session = Session.getInstance(props, null);
        session.setDebug(debug);
        try {
            MimeMessage msg = new MimeMessage(session);
            msg.setFrom(new InternetAddress(from));
            InternetAddress[] address = { new InternetAddress(to) };
            msg.setRecipients(Message.RecipientType.TO, address);
            msg.setSubject(""JavaMail APIs Multipart Test"");
            msg.setSentDate(new Date());
            MimeBodyPart mbp1 = new MimeBodyPart();
            mbp1.setText(msgText1);
            MimeBodyPart mbp2 = new MimeBodyPart();
            mbp2.setText(msgText2, ""us-ascii"");
            Multipart mp = new MimeMultipart();
            mp.addBodyPart(mbp1);
            mp.addBodyPart(mbp2);
            msg.setContent(mp);
            Transport.send(msg);
        } catch (MessagingException mex) {
            mex.printStackTrace();
            Exception ex = null;
            if ((ex = mex.getNextException()) != null) {
                ex.printStackTrace();
            }
        }
    }","    public static Object[] setLength(Object[] source, int length) {
        Object[] copy = (Object[]) Array.newInstance(source.getClass().getComponentType(), length);
        System.arraycopy(source, 0, copy, 0, Math.min(source.length, length));
        return copy;
    }",0,0
"    private void labelHomepageMouseUp(MouseEvent evt) {
        if (!java.awt.Desktop.isDesktopSupported()) {
            return;
        }
        java.awt.Desktop desktop = java.awt.Desktop.getDesktop();
        if (!desktop.isSupported(java.awt.Desktop.Action.BROWSE)) {
            return;
        }
        try {
            java.net.URI uri = new java.net.URI(this.labelHomepage.getText());
            desktop.browse(uri);
        } catch (Exception e) {
        }
    }","    public SystemWrapper(String commandstring, String path) {
        try {
            String cmdline = stringArrayToString(commandstring.split(""\\[\\]""));
            (Megatron.getLog()).debug(""Trying to invoke: "" + cmdline + ""\n"");
            Process p = (Runtime.getRuntime()).exec(commandstring.split(""\\[\\]""), null, new File(path));
            String line;
            _noutput = new LinkedList<String>();
            BufferedReader r = new BufferedReader(new InputStreamReader(p.getInputStream()));
            while ((line = r.readLine()) != null) _noutput.add(line);
            boolean done = false;
            while (!done) {
                try {
                    _retval = p.waitFor();
                    done = true;
                    (Megatron.getLog()).debug(""Process finished: "" + cmdline + ""\n"");
                } catch (InterruptedException e) {
                    e.printStackTrace();
                }
            }
        } catch (IOException e) {
            e.printStackTrace();
        }
    }",0,0
