FUNCTION_ID_ONE,FUNCTIONALITY_ID_ONE,FUNCTION_ONE_NAME,FUNCTION_ONE_TYPE,FUNCTION_ONE_STARTLINE,FUNCTION_ONE_ENDLINE,FUNCTION_ID_TWO,FUNCTIONALITY_ID_TWO,FUNCTION_TWO_NAME,FUNCTION_TWO_TYPE,FUNCTION_TWO_STARTLINE,FUNCTION_TWO_ENDLINE
653681,39,2549.java,default,8,20,7412290,41,2149595.java,selected,220,228
47561,31,69900.java,default,44,73,4742891,42,2068341.java,selected,27,55
15102194,23,1577262.java,selected,9,18,21273052,7,665194.java,selected,512,535
15162110,41,2286616.java,selected,531,540,1669535,23,1616011.java,selected,99,113
172115,31,22719.java,default,44,73,19214556,41,2315713.java,selected,265,273
10947776,24,1128200.java,selected,86,125,8837901,23,522719.java,selected,88,102
115582,36,30382.java,default,63,112,19044529,6,1103983.java,selected,43,72
166887,34,49316.java,default,48,157,7635628,7,1939092.java,selected,16,27
6881493,24,315000.java,selected,141,180,1760355,10,2375833.java,selected,204,240
13841414,23,612274.java,selected,89,98,164142,31,31193.java,default,44,73
21492113,41,1030949.java,selected,528,537,21128891,33,2430119.java,selected,92,106
13696846,7,2403255.java,selected,32,53,1543361,10,120109.java,selected,65,108
1607807,10,1991936.java,selected,161,201,117095,31,77600.java,default,236,247
12034340,42,2547090.java,selected,48,69,558348,39,106083.java,default,250,262
6480424,7,110869.java,selected,172,186,14499002,41,1689589.java,selected,906,916
12363968,24,127373.java,selected,412,421,15549036,23,2577087.java,selected,41,49
21884747,41,515120.java,selected,764,772,10240263,24,700474.java,selected,28,40
4085696,6,2626685.java,selected,112,126,20609903,41,1527985.java,selected,553,562
16871519,42,1144107.java,selected,27,55,6088697,13,1985930.java,selected,141,166
269877,34,37150.java,default,48,157,2699043,41,2424712.java,selected,109,117
10937054,6,282532.java,selected,9,31,12166051,41,1806836.java,selected,102,197
21273057,7,665194.java,selected,701,724,20609903,41,1527985.java,selected,553,562
891763,25,96001.java,default,99,109,8537851,23,2509245.java,selected,107,121
662161,39,80687.java,default,137,149,14779144,24,1006039.java,selected,165,175
19164864,24,2480556.java,selected,159,168,333457,34,79128.java,default,48,157
13402674,41,2331165.java,selected,118,133,3309468,22,1811847.java,selected,77,144
3038286,24,2316385.java,selected,85,124,11453370,23,931602.java,selected,52,66
5994,34,121997.java,default,48,157,1760353,10,2375833.java,selected,127,163
19894299,18,631271.java,selected,17,26,13841414,23,612274.java,selected,89,98
8786313,7,2406121.java,selected,18,30,14531911,33,802589.java,selected,58,72
3727034,23,321861.java,selected,82,99,13811176,41,1880284.java,selected,382,391
7726629,24,1374036.java,selected,91,110,21273057,7,665194.java,selected,701,724
22713046,41,1385666.java,selected,1195,1237,1760352,10,2375833.java,selected,88,125
10844851,41,292515.java,selected,40,50,223969,10,58395.java,default,57,80
21992102,33,1310255.java,selected,56,70,19048600,42,923002.java,selected,383,407
7707971,41,1321014.java,selected,125,133,14531911,33,802589.java,selected,58,72
280464,34,28484.java,default,148,282,10947776,24,1128200.java,selected,86,125
2874892,24,2543450.java,selected,78,88,136563,31,79057.java,default,44,73
21412295,12,1625179.java,selected,7,18,203505,31,122340.java,default,44,73
16613733,23,1897127.java,selected,60,71,2413963,41,1778122.java,selected,138,147
80830,30,48824.java,default,117,222,20603727,41,16259.java,selected,35,43
19922498,23,497716.java,selected,111,125,223969,10,58395.java,default,57,80
123799,31,114161.java,default,44,73,19549852,41,849450.java,selected,426,435
45844,34,33430.java,default,13,30,11440870,41,2274744.java,selected,413,422
91670,36,88126.java,default,63,112,19922498,23,497716.java,selected,111,125
12879689,23,1616206.java,selected,249,262,223122,34,121029.java,default,43,152
558348,39,106083.java,default,250,262,8138322,12,1344356.java,selected,7,18
42892,36,33357.java,default,63,112,9192762,24,1146689.java,selected,31,46
21655926,41,1322429.java,selected,988,997,13946915,33,1761697.java,selected,202,232
14772409,24,1144523.java,selected,38,47,4284518,23,1712367.java,selected,97,111
5447536,23,1307940.java,selected,112,129,15664293,24,1548274.java,selected,45,61
4106017,42,1392470.java,selected,71,86,1543362,10,120109.java,selected,110,153
49611,36,29267.java,default,115,137,2746909,23,245886.java,selected,56,70
21273055,7,665194.java,selected,607,652,115582,36,30382.java,default,63,112
269877,34,37150.java,default,48,157,1760351,10,2375833.java,selected,49,86
3518381,24,2734364.java,selected,51,61,653681,39,2549.java,default,8,20
10937054,6,282532.java,selected,9,31,6429432,41,2216293.java,selected,338,388
21777343,41,2543412.java,selected,222,230,1655162,10,1080768.java,selected,117,151
9898549,23,337379.java,selected,67,99,439935,41,100518.java,default,143,217
6719719,42,1648136.java,selected,65,74,5194891,24,2651064.java,selected,18,28
12034341,42,2547090.java,selected,71,86,16492546,33,845539.java,selected,124,189
23677160,14,BinarySearch.java,sample,32,46,2746909,23,245886.java,selected,56,70
16566113,41,687849.java,selected,531,540,92425,34,107391.java,default,48,157
11719427,41,957171.java,selected,583,591,15297120,33,1460580.java,selected,246,276
8786313,7,2406121.java,selected,18,30,16142436,41,127068.java,selected,1897,1906
15664293,24,1548274.java,selected,45,61,206143,31,113089.java,default,44,73
88739,22,119293.java,default,76,146,20780880,41,1297679.java,selected,263,362
11018399,42,1405709.java,selected,146,166,3207328,41,2341814.java,selected,148,185
1666041,41,2296687.java,selected,92,102,12363968,24,127373.java,selected,412,421
5447536,23,1307940.java,selected,112,129,92425,34,107391.java,default,48,157
5701319,23,1782576.java,selected,94,108,1760351,10,2375833.java,selected,49,86
45374,31,30150.java,default,44,73,541185,10,16109.java,default,57,80
1229100,41,849403.java,selected,418,427,1293657,10,2025864.java,selected,114,145
169904,31,126039.java,default,44,73,13841414,23,612274.java,selected,89,98
49607,36,29267.java,default,8,189,12879688,23,1616206.java,selected,236,247
6429432,41,2216293.java,selected,338,388,14949264,23,1982410.java,selected,15,26
4106021,42,1392470.java,selected,163,178,4031802,41,1017245.java,selected,428,437
537382,25,41815.java,default,85,95,15197593,41,15044.java,selected,1235,1277
1672992,39,1192896.java,selected,20,33,12335351,41,240671.java,selected,771,779
541185,10,16109.java,default,57,80,4742891,42,2068341.java,selected,27,55
15297120,33,1460580.java,selected,246,276,271986,34,119334.java,default,14,31
19044529,6,1103983.java,selected,43,72,10240263,24,700474.java,selected,28,40
9927331,41,2344198.java,selected,109,124,16930547,23,2211592.java,selected,285,292
11440870,41,2274744.java,selected,413,422,1658193,11,2621135.java,selected,46,80
86878,36,2890.java,default,63,112,3618819,41,748535.java,selected,426,435
21877022,41,664104.java,selected,370,447,20984238,24,2287112.java,selected,89,138
20578109,41,1702294.java,selected,312,391,3038286,24,2316385.java,selected,85,124
2746909,23,245886.java,selected,56,70,21777343,41,2543412.java,selected,222,230
20830241,41,2049331.java,selected,318,368,159440,31,5385.java,default,41,226
49607,36,29267.java,default,8,189,8887818,41,900584.java,selected,444,453
22677,34,21199.java,default,284,443,2537400,41,2730348.java,selected,266,274
789472,10,42899.java,default,57,80,4031802,41,1017245.java,selected,428,437
15041,31,96497.java,default,44,73,11808635,18,2560264.java,selected,17,26
21273056,7,665194.java,selected,654,699,5224622,41,1213811.java,selected,434,467
269877,34,37150.java,default,48,157,21273052,7,665194.java,selected,512,535
49611,36,29267.java,default,115,137,17883770,41,1578910.java,selected,543,552
20532737,19,768783.java,selected,71,82,21492113,41,1030949.java,selected,528,537
10240263,24,700474.java,selected,28,40,541185,10,16109.java,default,57,80
12267275,24,2042278.java,selected,160,169,7727384,42,2519659.java,selected,135,158
5326918,21,1246248.java,selected,27,41,9898550,23,337379.java,selected,107,139
5200772,41,946843.java,selected,119,217,10421893,6,189178.java,selected,118,133
9192761,24,1146689.java,selected,14,29,1760353,10,2375833.java,selected,127,163
2503193,6,1654038.java,selected,111,126,45374,31,30150.java,default,44,73
10496861,41,316575.java,selected,1214,1256,86573,34,81514.java,default,43,65
6138230,13,1718226.java,selected,76,84,47561,31,69900.java,default,44,73
21273052,7,665194.java,selected,512,535,128331,34,60402.java,default,598,728
206143,31,113089.java,default,44,73,168320,34,12753.java,default,48,157
1658193,11,2621135.java,selected,46,80,18712047,41,844874.java,selected,31,39
42892,36,33357.java,default,63,112,11018399,42,1405709.java,selected,146,166
1936695,41,1109516.java,selected,143,153,6088697,13,1985930.java,selected,141,166
606247,39,37060.java,default,172,187,11154758,6,611689.java,selected,9,30
12499284,6,2594846.java,selected,220,284,14699505,19,1382307.java,selected,61,73
8138322,12,1344356.java,selected,7,18,49611,36,29267.java,default,115,137
8539991,23,2501958.java,selected,107,121,14009710,13,2702525.java,selected,70,78
79779,31,55028.java,default,44,73,280465,34,28484.java,default,284,443
14304659,23,285457.java,selected,112,129,269877,34,37150.java,default,48,157
22783647,24,2710081.java,selected,90,100,15115902,41,1321892.java,selected,426,435
120112,36,40028.java,default,8,176,1607810,10,1991936.java,selected,295,333
128331,34,60402.java,default,598,728,12335351,41,240671.java,selected,771,779
223969,10,58395.java,default,57,80,14489368,24,1370230.java,selected,78,88
727437,10,12832.java,default,57,80,3207328,41,2341814.java,selected,148,185
14699505,19,1382307.java,selected,61,73,280464,34,28484.java,default,148,282
9927331,41,2344198.java,selected,109,124,86573,34,81514.java,default,43,65
7707971,41,1321014.java,selected,125,133,1065137,24,2503498.java,selected,109,174
13068087,42,386952.java,selected,150,160,86573,34,81514.java,default,43,65
21273057,7,665194.java,selected,701,724,13946915,33,1761697.java,selected,202,232
61715,31,83133.java,default,44,73,20780880,41,1297679.java,selected,263,362
45844,34,33430.java,default,13,30,14699505,19,1382307.java,selected,61,73
9192761,24,1146689.java,selected,14,29,14837670,41,88800.java,selected,275,330
19260977,7,4649.java,selected,69,89,4133428,41,1090867.java,selected,542,551
537382,25,41815.java,default,85,95,8837901,23,522719.java,selected,88,102
280471,34,28484.java,default,655,795,598483,10,109894.java,default,57,80
280464,34,28484.java,default,148,282,13946915,33,1761697.java,selected,202,232
21128891,33,2430119.java,selected,92,106,558348,39,106083.java,default,250,262
5224622,41,1213811.java,selected,434,467,15102194,23,1577262.java,selected,9,18
120115,36,40028.java,default,82,103,14819978,41,1927162.java,selected,118,133
158889,36,120135.java,default,63,112,128331,34,60402.java,default,598,728
16871519,42,1144107.java,selected,27,55,13002069,41,2098840.java,selected,75,83
13295660,41,2474941.java,selected,486,496,13157313,23,952606.java,selected,107,121
19044531,6,1103983.java,selected,102,122,117095,31,77600.java,default,236,247
9898551,23,337379.java,selected,147,178,1760350,10,2375833.java,selected,10,47
18446897,41,4933.java,selected,18,39,12079426,23,2372569.java,selected,88,102
1760350,10,2375833.java,selected,10,47,21777343,41,2543412.java,selected,222,230
8071084,42,350268.java,selected,637,657,10240263,24,700474.java,selected,28,40
6429432,41,2216293.java,selected,338,388,128325,34,60402.java,default,268,417
1109951,39,589951.java,selected,523,529,147918,36,110486.java,default,63,112
22677,34,21199.java,default,284,443,14779144,24,1006039.java,selected,165,175
1109951,39,589951.java,selected,523,529,11453370,23,931602.java,selected,52,66
88739,22,119293.java,default,76,146,117095,31,77600.java,default,236,247
3207328,41,2341814.java,selected,148,185,17474862,23,1727686.java,selected,162,169
814503,39,86048.java,default,181,196,15911781,41,1372864.java,selected,426,435
3746738,23,284272.java,selected,107,121,22713046,41,1385666.java,selected,1195,1237
5701319,23,1782576.java,selected,94,108,61488,31,30142.java,default,133,145
323592,10,52984.java,default,57,80,329965,34,36962.java,default,48,157
606247,39,37060.java,default,172,187,1293656,10,2025864.java,selected,79,112
21273053,7,665194.java,selected,537,570,2503193,6,1654038.java,selected,111,126
49611,36,29267.java,default,115,137,13811176,41,1880284.java,selected,382,391
158889,36,120135.java,default,63,112,4031802,41,1017245.java,selected,428,437
20680657,7,1912418.java,selected,59,80,6088697,13,1985930.java,selected,141,166
6719718,42,1648136.java,selected,53,63,6803828,41,519949.java,selected,121,136
337754,34,18339.java,default,48,157,1552000,39,801858.java,selected,37,49
2451218,13,662269.java,selected,77,85,45374,31,30150.java,default,44,73
203505,31,122340.java,default,44,73,18516553,42,61722.java,selected,65,84
9637143,24,1594837.java,selected,59,75,329965,34,36962.java,default,48,157
11937399,41,644492.java,selected,375,417,190877,31,9881.java,default,97,116
862524,30,28121.java,default,315,466,2699043,41,2424712.java,selected,109,117
164142,31,31193.java,default,44,73,21273052,7,665194.java,selected,512,535
21884747,41,515120.java,selected,764,772,727437,10,12832.java,default,57,80
159440,31,5385.java,default,41,226,9210368,13,552581.java,selected,79,87
223122,34,121029.java,default,43,152,4542075,23,700852.java,selected,89,103
17630906,7,2705691.java,selected,175,191,86878,36,2890.java,default,63,112
2147151,38,789961.java,selected,60,94,1293657,10,2025864.java,selected,114,145
9210368,13,552581.java,selected,79,87,17175167,33,1950614.java,selected,101,115
384844,10,58326.java,default,18,41,321738,34,29270.java,default,48,157
322116,39,63068.java,default,221,233,86573,34,81514.java,default,43,65
79779,31,55028.java,default,44,73,1760350,10,2375833.java,selected,10,47
11154758,6,611689.java,selected,9,30,19560450,41,395317.java,selected,124,132
21992102,33,1310255.java,selected,56,70,20532737,19,768783.java,selected,71,82
14313423,41,179109.java,selected,336,344,17630910,7,2705691.java,selected,259,275
49608,36,29267.java,default,28,52,178490,39,68539.java,default,33,40
10366826,13,1279376.java,selected,141,166,15197593,41,15044.java,selected,1235,1277
20780880,41,1297679.java,selected,263,362,606247,39,37060.java,default,172,187
52962,34,102852.java,default,48,157,11018399,42,1405709.java,selected,146,166
16566113,41,687849.java,selected,531,540,11242896,42,96719.java,selected,27,55
25974,31,46306.java,default,44,73,19044531,6,1103983.java,selected,102,122
18306143,41,2738010.java,selected,594,602,1543362,10,120109.java,selected,110,153
169210,34,66437.java,default,48,157,537383,25,41815.java,default,99,109
11018399,42,1405709.java,selected,146,166,86573,34,81514.java,default,43,65
68955,31,47744.java,default,44,73,653681,39,2549.java,default,8,20
15041,31,96497.java,default,44,73,9898550,23,337379.java,selected,107,139
5701319,23,1782576.java,selected,94,108,14846,36,127805.java,default,63,112
16929855,6,1577658.java,selected,201,265,107896,39,104165.java,default,181,196
14493110,42,1630982.java,selected,27,55,384844,10,58326.java,default,18,41
1672993,39,1192896.java,selected,41,55,13855790,18,2206939.java,selected,17,26
20603727,41,16259.java,selected,35,43,47558,36,33328.java,default,63,112
11453370,23,931602.java,selected,52,66,6944319,42,1094047.java,selected,70,92
16492546,33,845539.java,selected,124,189,9898551,23,337379.java,selected,147,178
13648325,42,144497.java,selected,308,331,225907,41,3471.java,default,149,224
14516637,23,2053390.java,selected,82,99,86572,34,81514.java,default,19,41
3618819,41,748535.java,selected,426,435,1552000,39,801858.java,selected,37,49
11808635,18,2560264.java,selected,17,26,20409792,42,405978.java,selected,240,263
20603727,41,16259.java,selected,35,43,10240263,24,700474.java,selected,28,40
5994,34,121997.java,default,48,157,19044529,6,1103983.java,selected,43,72
2874892,24,2543450.java,selected,78,88,206478,31,53735.java,default,44,73
4630756,41,932718.java,selected,107,122,151248,34,56025.java,default,48,157
170096,39,21745.java,default,172,187,16871519,42,1144107.java,selected,27,55
15297120,33,1460580.java,selected,246,276,147918,36,110486.java,default,63,112
2353890,41,2705414.java,selected,1209,1251,14304659,23,285457.java,selected,112,129
11453370,23,931602.java,selected,52,66,17295771,41,345293.java,selected,141,208
169904,31,126039.java,default,44,73,864227,10,97964.java,default,57,80
21273058,7,665194.java,selected,726,749,17663965,41,2557108.java,selected,29,37
61488,31,30142.java,default,133,145,1552000,39,801858.java,selected,37,49
47558,36,33328.java,default,63,112,1293657,10,2025864.java,selected,114,145
321738,34,29270.java,default,48,157,14357939,23,2180965.java,selected,87,101
46804,36,54665.java,default,63,112,2413963,41,1778122.java,selected,138,147
5194891,24,2651064.java,selected,18,28,5224622,41,1213811.java,selected,434,467
653681,39,2549.java,default,8,20,103256,31,35551.java,default,571,586
10496861,41,316575.java,selected,1214,1256,112088,34,94873.java,default,1438,1524
21884747,41,515120.java,selected,764,772,537383,25,41815.java,default,99,109
1607807,10,1991936.java,selected,161,201,3746738,23,284272.java,selected,107,121
13696846,7,2403255.java,selected,32,53,1760352,10,2375833.java,selected,88,125
1669535,23,1616011.java,selected,99,113,3618819,41,748535.java,selected,426,435
323592,10,52984.java,default,57,80,8071085,42,350268.java,selected,669,690
477320,7,83085.java,default,292,306,23045984,41,1607454.java,selected,683,748
1543361,10,120109.java,selected,65,108,9210368,13,552581.java,selected,79,87
19894299,18,631271.java,selected,17,26,120115,36,40028.java,default,82,103
18412513,13,1176476.java,selected,141,166,15041,31,96497.java,default,44,73
8071084,42,350268.java,selected,637,657,158889,36,120135.java,default,63,112
49610,36,29267.java,default,87,109,168320,34,12753.java,default,48,157
10366826,13,1279376.java,selected,141,166,5194891,24,2651064.java,selected,18,28
13157313,23,952606.java,selected,107,121,8071084,42,350268.java,selected,637,657
107896,39,104165.java,default,181,196,223122,34,121029.java,default,43,152
1176194,39,1774422.java,selected,164,176,21273057,7,665194.java,selected,701,724
20614174,41,93071.java,selected,1194,1236,2315719,13,1833863.java,selected,95,103
91670,36,88126.java,default,63,112,16601480,38,447540.java,selected,88,126
1293657,10,2025864.java,selected,114,145,13728120,41,2727594.java,selected,375,384
789472,10,42899.java,default,57,80,6088697,13,1985930.java,selected,141,166
19164864,24,2480556.java,selected,159,168,2451218,13,662269.java,selected,77,85
16930547,23,2211592.java,selected,285,292,280465,34,28484.java,default,284,443
6944319,42,1094047.java,selected,70,92,18712047,41,844874.java,selected,31,39
15932545,41,1040058.java,selected,132,169,21128891,33,2430119.java,selected,92,106
20532737,19,768783.java,selected,71,82,166887,34,49316.java,default,48,157
21420091,41,1812318.java,selected,425,434,20984238,24,2287112.java,selected,89,138
606247,39,37060.java,default,172,187,41643,31,7356.java,default,44,73
7289717,41,211182.java,selected,426,435,8138322,12,1344356.java,selected,7,18
537383,25,41815.java,default,99,109,22713046,41,1385666.java,selected,1195,1237
20614174,41,93071.java,selected,1194,1236,19894299,18,631271.java,selected,17,26
2746909,23,245886.java,selected,56,70,20543999,41,2118649.java,selected,40,126
13855790,18,2206939.java,selected,17,26,143136,31,19075.java,default,41,227
16613733,23,1897127.java,selected,60,71,17630907,7,2705691.java,selected,196,212
68955,31,47744.java,default,44,73,20614174,41,93071.java,selected,1194,1236
2488455,14,2514455.java,selected,9,17,16930547,23,2211592.java,selected,285,292
21069074,41,1517899.java,selected,153,220,12499284,6,2594846.java,selected,220,284
21273052,7,665194.java,selected,512,535,7726629,24,1374036.java,selected,91,110
12079426,23,2372569.java,selected,88,102,3038286,24,2316385.java,selected,85,124
1760354,10,2375833.java,selected,165,202,13946915,33,1761697.java,selected,202,232
653681,39,2549.java,default,8,20,779185,10,103760.java,default,57,80
5447536,23,1307940.java,selected,112,129,3038286,24,2316385.java,selected,85,124
21509529,24,415416.java,selected,81,120,15162110,41,2286616.java,selected,531,540
10031370,12,1638888.java,selected,7,18,4183835,41,2592062.java,selected,270,277
19922498,23,497716.java,selected,111,125,271986,34,119334.java,default,14,31
539004,41,13934.java,default,96,104,10937054,6,282532.java,selected,9,31
10366826,13,1279376.java,selected,141,166,203505,31,122340.java,default,44,73
1543361,10,120109.java,selected,65,108,13811176,41,1880284.java,selected,382,391
1760351,10,2375833.java,selected,49,86,20984238,24,2287112.java,selected,89,138
120115,36,40028.java,default,82,103,580527,10,51911.java,default,57,80
21412295,12,1625179.java,selected,7,18,21273051,7,665194.java,selected,487,510
19044529,6,1103983.java,selected,43,72,14699505,19,1382307.java,selected,61,73
15664293,24,1548274.java,selected,45,61,2021569,6,884330.java,selected,142,170
1760355,10,2375833.java,selected,204,240,68955,31,47744.java,default,44,73
1543362,10,120109.java,selected,110,153,19373644,41,2587973.java,selected,426,435
727437,10,12832.java,default,57,80,19560450,41,395317.java,selected,124,132
6803828,41,519949.java,selected,121,136,7423625,24,2114878.java,selected,59,70
9637143,24,1594837.java,selected,59,75,8182890,41,615216.java,selected,378,386
8138322,12,1344356.java,selected,7,18,1658193,11,2621135.java,selected,46,80
5447536,23,1307940.java,selected,112,129,10937054,6,282532.java,selected,9,31
8452131,6,1222008.java,selected,47,76,112088,34,94873.java,default,1438,1524
891763,25,96001.java,default,99,109,17474862,23,1727686.java,selected,162,169
18826512,42,1899486.java,selected,86,106,23045984,41,1607454.java,selected,683,748
4725834,24,468727.java,selected,131,180,13068087,42,386952.java,selected,150,160
206478,31,53735.java,default,44,73,19373644,41,2587973.java,selected,426,435
7542627,41,1012963.java,selected,366,373,6870106,14,220170.java,selected,10,18
1669535,23,1616011.java,selected,99,113,6429432,41,2216293.java,selected,338,388
5770152,41,1344177.java,selected,29,208,18826512,42,1899486.java,selected,86,106
7635628,7,1939092.java,selected,16,27,7707971,41,1321014.java,selected,125,133
10517812,25,2178641.java,selected,33,119,7412290,41,2149595.java,selected,220,228
23045984,41,1607454.java,selected,683,748,75540,31,30877.java,default,44,73
6480424,7,110869.java,selected,172,186,19164864,24,2480556.java,selected,159,168
47558,36,33328.java,default,63,112,86572,34,81514.java,default,19,41
9008146,23,2012585.java,selected,172,193,21238881,42,1708708.java,selected,57,79
789472,10,42899.java,default,57,80,49611,36,29267.java,default,115,137
5515246,18,1383459.java,selected,26,34,11491566,41,852221.java,selected,267,322
86878,36,2890.java,default,63,112,1672992,39,1192896.java,selected,20,33
79779,31,55028.java,default,44,73,14949264,23,1982410.java,selected,15,26
12194043,23,2069719.java,selected,97,111,1552000,39,801858.java,selected,37,49
10547321,41,2596291.java,selected,16,194,4106020,42,1392470.java,selected,141,156
271986,34,119334.java,default,14,31,91670,36,88126.java,default,63,112
128325,34,60402.java,default,268,417,178490,39,68539.java,default,33,40
16871519,42,1144107.java,selected,27,55,11154758,6,611689.java,selected,9,30
12267275,24,2042278.java,selected,160,169,23128,41,55843.java,default,143,217
49608,36,29267.java,default,28,52,7423625,24,2114878.java,selected,59,70
