FUNCTION_ID_ONE,FUNCTIONALITY_ID_ONE,FUNCTION_ONE_NAME,FUNCTION_ONE_TYPE,FUNCTION_ONE_STARTLINE,FUNCTION_ONE_ENDLINE,FUNCTION_ID_TWO,FUNCTIONALITY_ID_TWO,FUNCTION_TWO_NAME,FUNCTION_TWO_TYPE,FUNCTION_TWO_STARTLINE,FUNCTION_TWO_ENDLINE
1065137,24,2503498.java,selected,109,174,20703312,42,2454947.java,selected,76,97
1958798,23,719494.java,selected,139,147,206143,31,113089.java,default,44,73
19318863,42,870797.java,selected,311,342,3870229,24,178883.java,selected,18,26
2519495,23,1499506.java,selected,66,73,13945476,42,2055704.java,selected,257,268
11172745,41,125797.java,selected,126,158,356214,32,71444.java,default,19,135
20282669,6,2245342.java,selected,116,141,169125,31,53513.java,default,223,237
6213,36,29609.java,default,5,71,6409829,41,860471.java,selected,73,83
3303690,42,212006.java,selected,32,61,20318544,23,2330198.java,selected,813,826
848812,42,36821.java,default,77,143,4350586,23,1288219.java,selected,300,310
18416601,42,901335.java,selected,262,317,2425091,41,1710788.java,selected,884,906
15555076,24,191981.java,selected,16,30,1109951,39,589951.java,selected,523,529
10367935,41,1453488.java,selected,288,293,6719724,42,1648136.java,selected,149,160
15004733,24,1278082.java,selected,33,44,13168383,42,1767319.java,selected,137,263
543431,32,6689.java,default,353,383,9609392,42,1055364.java,selected,122,137
22277332,42,2390496.java,selected,176,450,9372262,23,1142331.java,selected,86,181
15555076,24,191981.java,selected,16,30,80386,36,120935.java,default,137,150
27349,31,133142.java,default,139,142,14321944,41,39335.java,selected,349,356
19332616,41,272033.java,selected,43,61,27349,31,133142.java,default,139,142
4350586,23,1288219.java,selected,300,310,8234997,42,2234097.java,selected,260,270
45015,34,107650.java,default,60,82,11829921,24,2710544.java,selected,151,168
19987055,41,183896.java,selected,65,73,10598170,7,13733.java,selected,64,76
640609,20,91928.java,default,13,17,15004733,24,1278082.java,selected,33,44
4471924,42,982218.java,selected,230,280,13400152,41,671154.java,selected,32,118
17619206,41,1219581.java,selected,643,647,8267314,24,2665763.java,selected,33,157
14304659,23,285457.java,selected,112,129,97594,31,100442.java,default,384,390
1534886,39,1850379.java,selected,675,692,19716740,33,1772088.java,selected,14,18
7010440,41,1359332.java,selected,242,256,175700,31,61547.java,default,570,575
21733173,6,1114183.java,selected,109,152,20184158,42,2027474.java,selected,20,32
209090,34,25549.java,default,5,56,17376646,42,691078.java,selected,92,98
19340308,23,2395590.java,selected,86,91,186600,31,84665.java,default,183,344
10380189,41,857233.java,selected,88,102,99598,32,121579.java,default,25,66
19160002,41,2429321.java,selected,141,168,4098751,42,283967.java,selected,109,133
21498404,41,1911150.java,selected,187,196,3554628,42,1929782.java,selected,21,39
23671814,42,611187.java,selected,173,184,14799225,6,1472112.java,selected,32,50
922793,30,10998.java,default,116,130,9008172,23,2012585.java,selected,495,500
7828780,42,350384.java,selected,227,352,22517711,6,2417935.java,selected,324,381
154506,34,135561.java,default,246,258,23505830,25,700931.java,selected,380,469
19157113,42,1294736.java,selected,263,282,5639952,41,639192.java,selected,260,301
15876943,41,483920.java,selected,257,263,123539,34,131686.java,default,1009,1099
10211034,42,2455644.java,selected,137,174,5515246,18,1383459.java,selected,26,34
723727,20,56762.java,default,10,16,22736883,24,2466451.java,selected,264,318
19289148,42,565578.java,selected,230,280,1357747,23,420047.java,selected,148,155
16319456,42,742034.java,selected,26,48,9596310,23,318031.java,selected,277,288
23434493,23,2403113.java,selected,62,76,108122,34,8710.java,default,23,67
19987055,41,183896.java,selected,65,73,7310223,24,487760.java,selected,14,49
17904181,42,2022469.java,selected,115,128,154177,31,75101.java,default,354,360
529986,7,64326.java,default,16,27,88624,31,65062.java,default,252,280
3720508,42,1680180.java,selected,29,45,23302654,24,889064.java,selected,24,33
23414976,23,2339104.java,selected,48,62,45015,34,107650.java,default,60,82
19839484,42,1965321.java,selected,39,138,5178877,18,2297787.java,selected,1335,1359
5027285,41,258736.java,selected,8,24,13021153,23,373792.java,selected,17,36
22567361,23,84634.java,selected,96,111,5150160,33,1407273.java,selected,31,83
21884793,41,515120.java,selected,1754,1762,11018401,42,1405709.java,selected,172,194
3851767,23,1433567.java,selected,203,213,11565696,42,176310.java,selected,31,51
121823,34,12879.java,default,72,102,19663005,23,2096828.java,selected,152,166
7727384,42,2519659.java,selected,135,158,11257,36,100869.java,default,9,28
19349990,33,2523147.java,selected,262,278,13592139,42,1166296.java,selected,57,128
13837392,19,579830.java,selected,537,547,10028166,23,702387.java,selected,964,970
17904181,42,2022469.java,selected,115,128,6275083,41,2094906.java,selected,44,54
13499162,42,737105.java,selected,27,40,99598,32,121579.java,default,25,66
10237584,42,1290297.java,selected,353,375,3207327,41,2341814.java,selected,114,125
689989,32,9437.java,default,25,66,20703312,42,2454947.java,selected,76,97
848812,42,36821.java,default,77,143,11862998,24,1253769.java,selected,235,251
543431,32,6689.java,default,353,383,9008153,23,2012585.java,selected,282,296
23432190,42,1289480.java,selected,20,31,19111176,24,2499659.java,selected,431,449
3402791,42,536045.java,selected,20,56,338852,7,78840.java,default,109,136
41506,31,59397.java,default,424,460,18703321,41,611726.java,selected,264,268
17196902,24,987631.java,selected,269,279,7023771,23,273913.java,selected,28,40
123539,34,131686.java,default,1009,1099,11849267,24,673099.java,selected,99,169
12089441,42,2172430.java,selected,40,141,2474381,23,2560459.java,selected,81,86
29383,31,12530.java,default,290,355,21689528,23,229651.java,selected,424,464
19157113,42,1294736.java,selected,263,282,215413,31,71038.java,default,45,71
4443442,41,2390885.java,selected,285,295,4631853,23,731709.java,selected,238,243
12210424,42,546923.java,selected,137,148,21689528,23,229651.java,selected,424,464
9491129,33,758740.java,selected,216,254,12571451,19,2457523.java,selected,52,61
80386,36,120935.java,default,137,150,20318544,23,2330198.java,selected,813,826
21303923,24,207384.java,selected,101,116,1896084,42,2080586.java,selected,39,59
123539,34,131686.java,default,1009,1099,156329,32,25381.java,default,7,24
22770351,24,946866.java,selected,139,292,17587469,42,1242191.java,selected,59,80
2985988,24,1542559.java,selected,53,75,23077789,41,987848.java,selected,153,167
8766039,20,412096.java,selected,9,11,890509,32,108743.java,default,23,81
11257,36,100869.java,default,9,28,12210424,42,546923.java,selected,137,148
19615168,41,1911451.java,selected,820,837,20896384,42,1370529.java,selected,45,63
412486,32,129988.java,default,26,62,2474390,23,2560459.java,selected,130,134
19236670,24,1118161.java,selected,125,138,86573,34,81514.java,default,43,65
2464986,23,567187.java,selected,132,140,12744961,41,757704.java,selected,204,217
1822330,42,1854044.java,selected,600,612,142549,31,76998.java,default,362,376
187179,31,24897.java,default,343,352,6275083,41,2094906.java,selected,44,54
154178,31,75101.java,default,365,371,11904146,42,1077859.java,selected,14,42
11072880,24,597738.java,selected,396,457,1730523,10,1781609.java,selected,14,47
890509,32,108743.java,default,23,81,21830255,42,2520059.java,selected,139,166
141349,31,37706.java,default,1780,1798,8084334,42,1088977.java,selected,47,65
6543230,42,1515325.java,selected,317,344,6799161,41,986192.java,selected,130,141
24677,31,62885.java,default,139,142,9491129,33,758740.java,selected,216,254
5934239,42,2634567.java,selected,15,48,126342,31,132680.java,default,490,519
6304373,6,1202998.java,selected,434,673,17262659,33,1410536.java,selected,105,117
23077790,41,987848.java,selected,169,181,19772254,25,2458027.java,selected,46,64
175699,31,61547.java,default,563,568,18193745,6,2176806.java,selected,21,42
7310223,24,487760.java,selected,14,49,8071084,42,350268.java,selected,637,657
1666041,41,2296687.java,selected,92,102,4766433,20,2590505.java,selected,151,153
12849785,41,1440276.java,selected,49,63,19440276,42,150429.java,selected,113,144
8452134,6,1222008.java,selected,128,152,187179,31,24897.java,default,343,352
10937054,6,282532.java,selected,9,31,21013174,23,609005.java,selected,512,532
8759819,41,1576913.java,selected,403,415,19716740,33,1772088.java,selected,14,18
18498963,23,424157.java,selected,149,167,21967782,41,1688723.java,selected,31,52
16430364,23,1563542.java,selected,235,246,7727384,42,2519659.java,selected,135,158
14056332,41,1221617.java,selected,30,71,20304713,23,2576194.java,selected,69,75
4766433,20,2590505.java,selected,151,153,8234997,42,2234097.java,selected,260,270
22770351,24,946866.java,selected,139,292,2425091,41,1710788.java,selected,884,906
775735,20,11030.java,default,13,17,209090,34,25549.java,default,5,56
13400152,41,671154.java,selected,32,118,13499162,42,737105.java,selected,27,40
17141253,24,850820.java,selected,15,29,9466324,41,1665475.java,selected,546,558
14272813,42,1279045.java,selected,311,443,19477094,23,1693755.java,selected,251,330
14751190,42,2239148.java,selected,157,173,23505830,25,700931.java,selected,380,469
11188244,42,203227.java,selected,152,181,2965691,41,1099384.java,selected,418,442
77253,31,77842.java,default,265,278,17099752,6,1111640.java,selected,57,74
78414,36,68920.java,default,160,195,5921154,42,1671834.java,selected,280,317
15041,31,96497.java,default,44,73,5062594,42,2654573.java,selected,226,238
17904181,42,2022469.java,selected,115,128,16128429,24,641921.java,selected,55,64
21830255,42,2520059.java,selected,139,166,7685683,41,1457177.java,selected,239,247
23127755,41,830027.java,selected,13,115,6719720,42,1648136.java,selected,76,85
3353836,41,45530.java,selected,107,116,178595,31,78391.java,default,354,365
18498963,23,424157.java,selected,149,167,15357265,41,2254496.java,selected,439,456
6802774,19,2348055.java,selected,61,95,8759819,41,1576913.java,selected,403,415
17029201,24,1057572.java,selected,44,52,16939126,42,814026.java,selected,49,89
18306143,41,2738010.java,selected,594,602,169779,32,78328.java,default,13,32
23677159,14,BinarySearch.java,sample,19,30,20644778,41,2604410.java,selected,463,471
3303690,42,212006.java,selected,32,61,15973624,41,1920645.java,selected,363,371
7615037,41,223814.java,selected,433,440,8515264,23,1709049.java,selected,27,32
8921742,6,2360237.java,selected,32,44,17082610,23,1422595.java,selected,104,118
12879684,23,1616206.java,selected,156,176,23677195,31,FileChooser.java,sample,9,36
10869540,41,1847721.java,selected,40,47,10471630,23,1022912.java,selected,281,301
6982182,41,1706233.java,selected,487,495,6494291,20,1252896.java,selected,73,77
6719724,42,1648136.java,selected,149,160,19943645,41,2391654.java,selected,59,77
17141253,24,850820.java,selected,15,29,14558030,41,1345244.java,selected,356,459
19048600,42,923002.java,selected,383,407,4766433,20,2590505.java,selected,151,153
212783,31,101152.java,default,168,185,5287704,42,2024419.java,selected,22,29
23520660,23,1569213.java,selected,84,92,443880,32,71890.java,default,353,383
20691201,24,1021772.java,selected,14,30,1833576,6,2544306.java,selected,140,162
97436,36,2115.java,default,61,117,3303690,42,212006.java,selected,32,61
6322228,42,843950.java,selected,9,27,79780,31,55028.java,default,54,62
13603745,42,872681.java,selected,85,107,537378,25,41815.java,default,51,123
2580952,42,1658103.java,selected,107,156,19665793,24,336994.java,selected,107,173
9221721,7,2271726.java,selected,206,481,15177811,42,1213612.java,selected,218,233
22424586,41,76896.java,selected,237,272,10052160,24,2166691.java,selected,245,255
338852,7,78840.java,default,109,136,1561445,14,2465371.java,selected,398,407
100058,31,34463.java,default,84,319,723936,30,28340.java,default,83,165
8515264,23,1709049.java,selected,27,32,7363283,42,680797.java,selected,180,257
27349,31,133142.java,default,139,142,19667802,33,1403601.java,selected,170,236
17376646,42,691078.java,selected,92,98,834100,39,120808.java,default,216,223
7552571,41,2475844.java,selected,458,463,335524,34,22822.java,default,28,53
134256,31,94122.java,default,44,73,3597356,6,1104066.java,selected,67,77
18846293,23,879957.java,selected,248,266,1760743,24,272822.java,selected,74,131
758226,32,68663.java,default,353,383,15664293,24,1548274.java,selected,45,61
7685683,41,1457177.java,selected,239,247,16244014,33,2354819.java,selected,102,157
19716740,33,1772088.java,selected,14,18,15277533,23,1490073.java,selected,65,73
20644778,41,2604410.java,selected,463,471,21990620,42,2711351.java,selected,58,145
21128891,33,2430119.java,selected,92,106,11904146,42,1077859.java,selected,14,42
18245,31,45154.java,default,44,73,16743156,23,2557833.java,selected,174,206
139083,42,64575.java,default,49,61,15277533,23,1490073.java,selected,65,73
338353,34,27320.java,default,48,157,227567,31,16677.java,default,285,301
1856896,42,2522000.java,selected,406,485,59329,31,54039.java,default,310,326
9008172,23,2012585.java,selected,495,500,21884793,41,515120.java,selected,1754,1762
3353836,41,45530.java,selected,107,116,88295,34,54028.java,default,16,58
63853,31,105999.java,default,208,217,145333,34,1279.java,default,165,762
141343,31,37706.java,default,1565,1615,15443409,41,1843806.java,selected,136,176
97594,31,100442.java,default,384,390,18837683,24,311385.java,selected,38,79
9905081,6,2422816.java,selected,58,79,14837670,41,88800.java,selected,275,330
17276053,23,2233951.java,selected,58,71,19047757,42,2433669.java,selected,73,127
23405538,41,1221422.java,selected,86,114,12210424,42,546923.java,selected,137,148
846496,24,53088.java,default,33,64,91760,36,84051.java,default,61,122
120983,7,91167.java,default,14,33,1199351,23,1280280.java,selected,1767,1796
1561442,14,2465371.java,selected,287,296,8742008,41,913417.java,selected,284,288
10621466,41,1043771.java,selected,35,62,23161666,6,2032756.java,selected,62,82
17638698,19,720851.java,selected,980,1015,13324079,24,940559.java,selected,892,899
2593267,14,1703600.java,selected,258,282,11259739,33,2391775.java,selected,331,341
16193686,25,2338556.java,selected,54,62,1730523,10,1781609.java,selected,14,47
2062668,23,2094874.java,selected,71,77,11257,36,100869.java,default,9,28
11093216,42,356344.java,selected,46,62,2458,36,48479.java,default,10,24
9906601,24,2042710.java,selected,31,44,8686161,42,2587794.java,selected,429,446
18245,31,45154.java,default,44,73,2593267,14,1703600.java,selected,258,282
22062161,41,935488.java,selected,287,301,169126,31,53513.java,default,239,255
21137353,24,2676504.java,selected,56,73,20620200,23,108508.java,selected,161,180
5543907,42,1575419.java,selected,36,69,19340308,23,2395590.java,selected,86,91
7685683,41,1457177.java,selected,239,247,1617556,42,561744.java,selected,175,197
13592139,42,1166296.java,selected,57,128,97593,31,100442.java,default,373,379
15277533,23,1490073.java,selected,65,73,45015,34,107650.java,default,60,82
23302654,24,889064.java,selected,24,33,12849786,41,1440276.java,selected,65,79
631362,20,23336.java,default,13,17,17082610,23,1422595.java,selected,104,118
922793,30,10998.java,default,116,130,11405185,42,1785806.java,selected,40,63
631362,20,23336.java,default,13,17,9119483,41,1230189.java,selected,95,103
19772254,25,2458027.java,selected,46,64,1958798,23,719494.java,selected,139,147
2863405,23,559816.java,selected,137,144,324724,34,57700.java,default,42,66
145913,31,110890.java,default,259,279,12021017,24,2448525.java,selected,82,96
164132,31,32390.java,default,45,71,20762045,41,868705.java,selected,425,434
2040667,42,491681.java,selected,179,196,1229100,41,849403.java,selected,418,427
3353836,41,45530.java,selected,107,116,79830,31,22322.java,default,325,692
3837844,41,271253.java,selected,146,153,22129664,25,922313.java,selected,1481,1544
13400152,41,671154.java,selected,32,118,18717810,19,1383868.java,selected,58,64
23414974,23,2339104.java,selected,22,27,6494291,20,1252896.java,selected,73,77
9221721,7,2271726.java,selected,206,481,6982182,41,1706233.java,selected,487,495
18306140,41,2738010.java,selected,551,558,169126,31,53513.java,default,239,255
17276053,23,2233951.java,selected,58,71,259623,34,67569.java,default,11,40
121823,34,12879.java,default,72,102,19685462,41,1317195.java,selected,52,63
16536091,41,1734265.java,selected,85,95,18516556,42,61722.java,selected,106,118
6608170,41,1689043.java,selected,107,205,3208678,19,2006264.java,selected,53,79
15041,31,96497.java,default,44,73,837155,32,87617.java,default,19,135
203357,31,55615.java,default,246,493,21374916,42,639925.java,selected,399,478
19943645,41,2391654.java,selected,59,77,1870114,42,2722404.java,selected,120,151
16430364,23,1563542.java,selected,235,246,1658193,11,2621135.java,selected,46,80
165907,20,97910.java,default,13,17,2474390,23,2560459.java,selected,130,134
13837392,19,579830.java,selected,537,547,21885823,25,827122.java,selected,174,560
10471630,23,1022912.java,selected,281,301,126343,31,132680.java,default,521,583
12394769,24,1995145.java,selected,35,58,21990620,42,2711351.java,selected,58,145
10802083,23,1407785.java,selected,715,1026,164132,31,32390.java,default,45,71
19047757,42,2433669.java,selected,73,127,659091,10,35518.java,default,5,63
154506,34,135561.java,default,246,258,9221721,7,2271726.java,selected,206,481
10409346,24,1402188.java,selected,207,238,11719427,41,957171.java,selected,583,591
323284,20,58010.java,default,22,24,18334480,25,1740244.java,selected,22,44
14398631,41,610541.java,selected,25,101,21635675,24,211364.java,selected,45,68
6802774,19,2348055.java,selected,61,95,23520660,23,1569213.java,selected,84,92
5178821,24,2297787.java,selected,340,358,18516553,42,61722.java,selected,65,84
13950626,42,429926.java,selected,617,634,10903468,41,1794506.java,selected,179,191
50918,39,39413.java,default,290,297,7010440,41,1359332.java,selected,242,256
128324,34,60402.java,default,142,266,7412290,41,2149595.java,selected,220,228
13562972,23,119230.java,selected,433,455,19128747,42,2641007.java,selected,264,295
22807706,42,1149422.java,selected,219,408,15337225,19,1621949.java,selected,13,22
203506,31,122340.java,default,54,62,12575940,42,1873346.java,selected,166,178
338353,34,27320.java,default,48,157,14598564,41,1542784.java,selected,98,108
13699650,42,1896840.java,selected,59,85,1561442,14,2465371.java,selected,287,296
280465,34,28484.java,default,284,443,17661336,23,487692.java,selected,40,45
1737879,39,2182891.java,selected,90,100,14819979,41,1927162.java,selected,135,176
382086,32,88509.java,default,23,81,216509,41,89783.java,default,16,22
279855,20,120185.java,default,13,17,521113,7,126707.java,default,51,64
13078351,41,1754249.java,selected,186,191,67546,31,114208.java,default,193,203
12020790,19,2223376.java,selected,19,38,5639952,41,639192.java,selected,260,301
2519495,23,1499506.java,selected,66,73,21128891,33,2430119.java,selected,92,106
10841569,41,709128.java,selected,24,34,2985988,24,1542559.java,selected,53,75
3870210,43,1134236.java,selected,405,427,212783,31,101152.java,default,168,185
63853,31,105999.java,default,208,217,23520660,23,1569213.java,selected,84,92
1707982,42,39890.java,selected,22,32,211051,31,29342.java,default,208,217
106585,31,37949.java,default,208,217,15605126,42,1027616.java,selected,20,56
45374,31,30150.java,default,44,73,1169633,10,1601964.java,selected,12,36
640609,20,91928.java,default,13,17,22424586,41,76896.java,selected,237,272
13400152,41,671154.java,selected,32,118,4339853,42,1913155.java,selected,269,285
149842,39,46472.java,default,216,223,150392,36,89044.java,default,49,150
9491129,33,758740.java,selected,216,254,3220779,42,2018963.java,selected,55,71
16385622,41,1675335.java,selected,5,16,19289148,42,565578.java,selected,230,280
21830255,42,2520059.java,selected,139,166,1730524,10,1781609.java,selected,49,83
775735,20,11030.java,default,13,17,6842292,41,994733.java,selected,242,250
121823,34,12879.java,default,72,102,309497,32,109562.java,default,13,44
21055910,6,708096.java,selected,735,764,11719427,41,957171.java,selected,583,591
253280,34,22967.java,default,246,258,1896084,42,2080586.java,selected,39,59
22129664,25,922313.java,selected,1481,1544,19436379,42,2191221.java,selected,181,232
112054,30,94873.java,default,391,568,10963226,19,223996.java,selected,402,489
21884793,41,515120.java,selected,1754,1762,7023771,23,273913.java,selected,28,40
15177811,42,1213612.java,selected,218,233,9111330,24,2714563.java,selected,93,119
14819979,41,1927162.java,selected,135,176,13499162,42,737105.java,selected,27,40
1605515,30,233787.java,selected,25,51,6719719,42,1648136.java,selected,65,74
7228953,6,951510.java,selected,406,448,61851,36,118395.java,default,35,60
100058,31,34463.java,default,84,319,6543230,42,1515325.java,selected,317,344
2970637,24,1311667.java,selected,175,219,723936,30,28340.java,default,83,165
12575940,42,1873346.java,selected,166,178,22770351,24,946866.java,selected,139,292
51854,36,12980.java,default,7,11,2474391,23,2560459.java,selected,136,141
3720508,42,1680180.java,selected,29,45,86004,34,22797.java,default,331,342
11646825,42,1360732.java,selected,53,70,20394966,41,346661.java,selected,126,167
16244014,33,2354819.java,selected,102,157,8766039,20,412096.java,selected,9,11
126343,31,132680.java,default,521,583,133097,36,70229.java,default,20,57
9477286,42,62653.java,selected,131,144,10409346,24,1402188.java,selected,207,238
6600715,42,1670244.java,selected,27,54,10903468,41,1794506.java,selected,179,191
150392,36,89044.java,default,49,150,23414976,23,2339104.java,selected,48,62
14819979,41,1927162.java,selected,135,176,1202104,39,1211155.java,selected,134,146
14799225,6,1472112.java,selected,32,50,8234997,42,2234097.java,selected,260,270
6393825,23,1921974.java,selected,381,386,21273059,7,665194.java,selected,751,775
211051,31,29342.java,default,208,217,8704581,23,366521.java,selected,61,67
159440,31,5385.java,default,41,226,17985016,7,1802661.java,selected,34,65
6608170,41,1689043.java,selected,107,205,1199351,23,1280280.java,selected,1767,1796
938692,41,60023.java,default,143,217,121823,34,12879.java,default,72,102
14598564,41,1542784.java,selected,98,108,9596310,23,318031.java,selected,277,288
9221721,7,2271726.java,selected,206,481,16128429,24,641921.java,selected,55,64
14631177,24,2494793.java,selected,140,151,22277332,42,2390496.java,selected,176,450
18324701,42,1154623.java,selected,42,119,13837392,19,579830.java,selected,537,547
15876943,41,483920.java,selected,257,263,17196902,24,987631.java,selected,269,279
169779,32,78328.java,default,13,32,22326008,7,307350.java,selected,22,36
97593,31,100442.java,default,373,379,16128429,24,641921.java,selected,55,64
3666586,14,704115.java,selected,99,120,12404493,41,1107261.java,selected,33,45
22345625,23,903738.java,selected,48,62,2260442,24,1469228.java,selected,75,112
13837392,19,579830.java,selected,537,547,14398631,41,610541.java,selected,25,101
6803828,41,519949.java,selected,121,136,15255558,42,1855064.java,selected,12,27
11257,36,100869.java,default,9,28,22758240,42,849937.java,selected,20,45
15998749,23,1885362.java,selected,15,22,9550213,41,2677148.java,selected,139,150
10781751,41,1733369.java,selected,27,35,20037816,24,155389.java,selected,975,1001
9019939,41,1062090.java,selected,127,137,59329,31,54039.java,default,310,326
1824959,30,1929059.java,selected,865,896,15443409,41,1843806.java,selected,136,176
16088202,24,1030966.java,selected,280,293,20309620,23,1421775.java,selected,209,222
16192325,24,2340383.java,selected,38,50,14801161,42,933742.java,selected,36,62
723936,30,28340.java,default,83,165,13755944,41,2359673.java,selected,169,171
793386,7,132376.java,default,127,163,12404493,41,1107261.java,selected,33,45
16295313,23,1284525.java,selected,250,260,7363283,42,680797.java,selected,180,257
11165666,23,2320177.java,selected,92,97,18703321,41,611726.java,selected,264,268
16657855,42,2083984.java,selected,47,65,465616,7,52108.java,default,127,163
1494471,23,2372304.java,selected,36,41,14985249,42,2342885.java,selected,48,65
4727937,33,1664737.java,selected,157,181,50918,39,39413.java,default,290,297
19083029,33,935264.java,selected,67,108,19440276,42,150429.java,selected,113,144
19047757,42,2433669.java,selected,73,127,136564,31,79057.java,default,54,62
1672992,39,1192896.java,selected,20,33,6977631,23,2490913.java,selected,402,408
20644778,41,2604410.java,selected,463,471,134256,31,94122.java,default,44,73
689989,32,9437.java,default,25,66,13592139,42,1166296.java,selected,57,128
13174717,23,940945.java,selected,31,60,12955544,41,1446073.java,selected,31,58
11849267,24,673099.java,selected,99,169,775735,20,11030.java,default,13,17
2240927,6,1571490.java,selected,119,142,20780880,41,1297679.java,selected,263,362
17146389,42,308867.java,selected,618,630,126343,31,132680.java,default,521,583
19839484,42,1965321.java,selected,39,138,23445996,23,788182.java,selected,39,96
6382436,41,284891.java,selected,95,105,1293656,10,2025864.java,selected,79,112
18306140,41,2738010.java,selected,551,558,3550489,24,5589.java,selected,142,222
13755943,41,2359673.java,selected,158,163,2410264,24,303448.java,selected,421,449
154506,34,135561.java,default,246,258,921626,32,45706.java,default,25,66
22770351,24,946866.java,selected,139,292,22424586,41,76896.java,selected,237,272
2474390,23,2560459.java,selected,130,134,6642728,14,1714046.java,selected,35,51
11172745,41,125797.java,selected,126,158,1730524,10,1781609.java,selected,49,83
3891116,42,1770622.java,selected,18,34,11777313,23,618844.java,selected,61,72
18257888,41,2278603.java,selected,185,192,147987,36,98131.java,default,469,491
22424586,41,76896.java,selected,237,272,846496,24,53088.java,default,33,64
2985988,24,1542559.java,selected,53,75,5392594,23,2656678.java,selected,243,298
15255558,42,1855064.java,selected,12,27,23677175,20,Fibonacci.java,sample,3,10
15041,31,96497.java,default,44,73,12575940,42,1873346.java,selected,166,178
6016343,41,1237357.java,selected,385,389,21948862,42,266915.java,selected,113,132
21282797,24,1904462.java,selected,112,120,2271651,42,962278.java,selected,49,72
12021017,24,2448525.java,selected,82,96,4087089,23,804146.java,selected,214,222
890509,32,108743.java,default,23,81,11165666,23,2320177.java,selected,92,97
11565696,42,176310.java,selected,31,51,161939,39,100072.java,default,46,54
1593527,42,1508109.java,selected,191,407,22424586,41,76896.java,selected,237,272
1833576,6,2544306.java,selected,140,162,141349,31,37706.java,default,1780,1798
20554087,23,1052130.java,selected,33,38,61823,31,121010.java,default,72,287
1441158,42,2041094.java,selected,14,24,9466324,41,1665475.java,selected,546,558
22410369,42,376524.java,selected,102,118,20282676,6,2245342.java,selected,250,294
2863405,23,559816.java,selected,137,144,10621466,41,1043771.java,selected,35,62
8164688,24,2305043.java,selected,55,172,3666586,14,704115.java,selected,99,120
50918,39,39413.java,default,290,297,20304713,23,2576194.java,selected,69,75
418058,39,51983.java,default,124,131,4133428,41,1090867.java,selected,542,551
12210424,42,546923.java,selected,137,148,21967782,41,1688723.java,selected,31,52
15277533,23,1490073.java,selected,65,73,21967782,41,1688723.java,selected,31,52
16192325,24,2340383.java,selected,38,50,1707982,42,39890.java,selected,22,32
13755943,41,2359673.java,selected,158,163,15635859,42,1892379.java,selected,32,61
13844313,42,93586.java,selected,506,515,1605515,30,233787.java,selected,25,51
2062668,23,2094874.java,selected,71,77,23279790,42,1009828.java,selected,202,247
15177811,42,1213612.java,selected,218,233,21183100,23,1437552.java,selected,473,500
3011458,6,484814.java,selected,37,74,8759819,41,1576913.java,selected,403,415
8090506,41,821557.java,selected,241,255,11072880,24,597738.java,selected,396,457
11862998,24,1253769.java,selected,235,251,14272813,42,1279045.java,selected,311,443
8452134,6,1222008.java,selected,128,152,6275083,41,2094906.java,selected,44,54
