FUNCTION_ID_ONE,FUNCTIONALITY_ID_ONE,FUNCTION_ONE_NAME,FUNCTION_ONE_TYPE,FUNCTION_ONE_STARTLINE,FUNCTION_ONE_ENDLINE,FUNCTION_ID_TWO,FUNCTIONALITY_ID_TWO,FUNCTION_TWO_NAME,FUNCTION_TWO_TYPE,FUNCTION_TWO_STARTLINE,FUNCTION_TWO_ENDLINE
19214556,41,2315713.java,selected,265,273,891390,20,109133.java,default,13,17
75540,31,30877.java,default,44,73,92425,34,107391.java,default,48,157
120778,20,70893.java,default,13,17,662161,39,80687.java,default,137,149
193053,20,40097.java,default,13,17,16142436,41,127068.java,selected,1897,1906
739814,20,115412.java,default,13,17,6151193,41,2308223.java,selected,418,427
694024,20,62476.java,default,13,17,14357939,23,2180965.java,selected,87,101
224200,34,14511.java,default,48,157,241851,20,40123.java,default,13,17
552002,30,25449.java,default,35,50,695351,20,58525.java,default,13,17
206143,31,113089.java,default,44,73,241851,20,40123.java,default,13,17
234583,20,121654.java,default,13,17,471760,39,25080.java,default,46,54
14357939,23,2180965.java,selected,87,101,745911,20,104630.java,default,13,17
646740,20,103574.java,default,13,17,10968095,12,2269578.java,selected,7,18
4272110,23,2701118.java,selected,88,102,45375,31,30150.java,default,54,62
111978,20,78674.java,default,13,17,92425,34,107391.java,default,48,157
223122,34,121029.java,default,43,152,202151,20,57783.java,default,13,17
47562,31,69900.java,default,54,62,17883770,41,1578910.java,selected,543,552
14489368,24,1370230.java,selected,78,88,863588,20,51387.java,default,13,17
53656,20,57055.java,default,13,17,739561,30,74042.java,default,45,60
4825983,41,100172.java,selected,1171,1180,296922,20,66600.java,default,13,17
863588,20,51387.java,default,13,17,161939,39,100072.java,default,46,54
307528,20,48270.java,default,22,24,10031370,12,1638888.java,selected,7,18
168320,34,12753.java,default,48,157,5236784,41,1202455.java,selected,7,15
337754,34,18339.java,default,48,157,689532,20,57424.java,default,13,17
8537851,23,2509245.java,selected,107,121,345908,20,80759.java,default,13,17
656000,32,98554.java,default,24,125,298517,20,120094.java,default,13,17
271833,32,14340.java,default,19,135,552002,30,25449.java,default,35,50
801169,20,36610.java,default,13,17,10031370,12,1638888.java,selected,7,18
910689,20,39986.java,default,13,17,526734,32,81983.java,default,18,134
5447536,23,1307940.java,selected,112,129,80861,20,62142.java,default,13,17
605829,20,78023.java,default,13,17,552002,30,25449.java,default,35,50
286789,20,45353.java,default,13,17,418058,39,51983.java,default,124,131
34806,32,8091.java,default,25,66,694024,20,62476.java,default,13,17
487413,20,7413.java,default,13,17,937056,32,118413.java,default,25,66
1109090,41,2262123.java,selected,24,40,10968095,12,2269578.java,selected,7,18
169905,31,126039.java,default,54,62,776780,20,116591.java,default,13,17
519360,32,38977.java,default,26,62,193560,20,95950.java,default,13,17
14313421,41,179109.java,selected,311,318,307528,20,48270.java,default,22,24
19160002,41,2429321.java,selected,141,168,43996,31,88421.java,default,321,329
21192,36,74770.java,default,61,122,842876,20,122409.java,default,22,24
189497,31,118045.java,default,54,62,682346,20,115646.java,default,13,17
418058,39,51983.java,default,124,131,230246,20,59570.java,default,13,17
4284518,23,1712367.java,selected,97,111,134257,31,94122.java,default,54,62
128736,20,44891.java,default,13,17,1109090,41,2262123.java,selected,24,40
4272110,23,2701118.java,selected,88,102,640609,20,91928.java,default,13,17
361551,20,128157.java,default,13,17,14313421,41,179109.java,selected,311,318
487413,20,7413.java,default,13,17,243985,32,86305.java,default,25,66
13157313,23,952606.java,selected,107,121,351290,20,100859.java,default,13,17
605659,32,125426.java,default,24,125,296922,20,66600.java,default,13,17
19549852,41,849450.java,selected,426,435,881839,20,125703.java,default,13,17
741289,20,123634.java,default,13,17,18246,31,45154.java,default,54,62
169210,34,66437.java,default,48,157,518706,20,21403.java,default,13,17
541801,20,17076.java,default,13,17,75540,31,30877.java,default,44,73
34806,32,8091.java,default,25,66,843064,20,72306.java,default,13,17
757635,32,89049.java,default,26,62,8887818,41,900584.java,selected,444,453
68955,31,47744.java,default,44,73,2746,20,85301.java,default,13,17
469061,20,56146.java,default,13,17,4825983,41,100172.java,selected,1171,1180
745911,20,104630.java,default,13,17,330656,34,125676.java,default,246,258
757635,32,89049.java,default,26,62,497856,20,81085.java,default,13,17
168320,34,12753.java,default,48,157,245913,32,1396.java,default,25,66
293190,32,69335.java,default,353,383,2402,20,28707.java,default,13,17
172115,31,22719.java,default,44,73,314561,20,46902.java,default,13,17
546906,20,10736.java,default,13,17,161939,39,100072.java,default,46,54
105882,36,64999.java,default,61,122,512227,20,31722.java,default,13,17
207292,20,135130.java,default,22,24,13728120,41,2727594.java,selected,375,384
102963,31,35695.java,default,325,333,513246,20,128215.java,default,13,17
881801,39,26064.java,default,46,54,80861,20,62142.java,default,13,17
12079426,23,2372569.java,selected,88,102,15730395,41,1268821.java,selected,193,201
37840,34,88856.java,default,246,258,14357939,23,2180965.java,selected,87,101
323592,10,52984.java,default,57,80,681079,20,70515.java,default,13,17
16142436,41,127068.java,selected,1897,1906,858382,20,29950.java,default,13,17
293190,32,69335.java,default,353,383,473026,20,117763.java,default,13,17
6151193,41,2308223.java,selected,418,427,897906,32,16839.java,default,25,66
245913,32,1396.java,default,25,66,8182890,41,615216.java,selected,378,386
428050,20,122700.java,default,13,17,18688917,33,729493.java,selected,14,18
21420091,41,1812318.java,selected,425,434,520193,20,101144.java,default,13,17
189497,31,118045.java,default,54,62,202151,20,57783.java,default,13,17
135138,20,24290.java,default,22,24,453142,39,106458.java,default,8,20
853457,20,65107.java,default,13,17,134256,31,94122.java,default,44,73
244233,20,68789.java,default,13,17,937056,32,118413.java,default,25,66
206479,31,53735.java,default,54,62,177743,20,123760.java,default,13,17
473026,20,117763.java,default,13,17,128983,34,84877.java,default,48,157
206479,31,53735.java,default,54,62,757635,32,89049.java,default,26,62
110286,31,123100.java,default,54,62,520193,20,101144.java,default,13,17
162020,32,85997.java,default,18,134,161939,39,100072.java,default,46,54
356214,32,71444.java,default,19,135,203505,31,122340.java,default,44,73
61633,41,68153.java,default,166,241,235426,20,30172.java,default,13,17
681079,20,70515.java,default,13,17,4825983,41,100172.java,selected,1171,1180
242005,20,47340.java,default,13,17,164143,31,31193.java,default,54,62
652690,20,45886.java,default,13,17,45374,31,30150.java,default,44,73
403116,20,13406.java,default,13,17,61716,31,83133.java,default,54,62
922793,30,10998.java,default,116,130,946511,20,91574.java,default,13,17
102963,31,35695.java,default,325,333,2874892,24,2543450.java,selected,78,88
935809,20,56904.java,default,13,17,4088561,23,2081236.java,selected,281,287
413480,20,50039.java,default,22,24,224200,34,14511.java,default,48,157
134256,31,94122.java,default,44,73,8182890,41,615216.java,selected,378,386
13476,20,84326.java,default,13,17,418058,39,51983.java,default,124,131
359836,20,86457.java,default,13,17,20609903,41,1527985.java,selected,553,562
307528,20,48270.java,default,22,24,356214,32,71444.java,default,19,135
323592,10,52984.java,default,57,80,75540,31,30877.java,default,44,73
223122,34,121029.java,default,43,152,11719425,41,957171.java,selected,554,561
14489368,24,1370230.java,selected,78,88,189497,31,118045.java,default,54,62
116119,20,41408.java,default,13,17,323592,10,52984.java,default,57,80
946511,20,91574.java,default,13,17,12079426,23,2372569.java,selected,88,102
168320,34,12753.java,default,48,157,298517,20,120094.java,default,13,17
935624,39,71042.java,default,46,54,20609903,41,1527985.java,selected,553,562
5236784,41,1202455.java,selected,7,15,345908,20,80759.java,default,13,17
739814,20,115412.java,default,13,17,14489368,24,1370230.java,selected,78,88
203113,20,96830.java,default,13,17,15730395,41,1268821.java,selected,193,201
243985,32,86305.java,default,25,66,469061,20,56146.java,default,13,17
68955,31,47744.java,default,44,73,356214,32,71444.java,default,19,135
134256,31,94122.java,default,44,73,937056,32,118413.java,default,25,66
203505,31,122340.java,default,44,73,8924049,23,2593456.java,selected,89,103
454281,20,12172.java,default,13,17,8887818,41,900584.java,selected,444,453
319419,30,49591.java,default,117,131,65493,20,49650.java,default,13,17
113681,10,15247.java,default,57,80,223122,34,121029.java,default,43,152
128026,20,121888.java,default,13,17,43996,31,88421.java,default,321,329
356214,32,71444.java,default,19,135,5447536,23,1307940.java,selected,112,129
4088561,23,2081236.java,selected,281,287,12935,20,102156.java,default,13,17
15042,31,96497.java,default,54,62,775735,20,11030.java,default,13,17
912097,20,96501.java,default,13,17,25974,31,46306.java,default,44,73
518706,20,21403.java,default,13,17,41643,31,7356.java,default,44,73
164142,31,31193.java,default,44,73,15162110,41,2286616.java,selected,531,540
661980,20,41976.java,default,13,17,22421984,23,939613.java,selected,120,134
128026,20,121888.java,default,13,17,126365,31,75543.java,default,44,73
111978,20,78674.java,default,13,17,161939,39,100072.java,default,46,54
15162110,41,2286616.java,selected,531,540,812840,20,16496.java,default,13,17
15168114,41,161743.java,selected,25,41,567927,20,130655.java,default,22,24
757635,32,89049.java,default,26,62,847423,20,100171.java,default,13,17
281237,20,39836.java,default,13,17,128983,34,84877.java,default,48,157
652690,20,45886.java,default,13,17,537782,32,132654.java,default,24,125
124388,20,114338.java,default,13,17,333457,34,79128.java,default,48,157
913383,20,73829.java,default,13,17,225907,41,3471.java,default,149,224
134257,31,94122.java,default,54,62,662161,39,80687.java,default,137,149
4825983,41,100172.java,selected,1171,1180,187828,20,82373.java,default,13,17
338353,34,27320.java,default,48,157,801665,32,6854.java,default,24,125
15162110,41,2286616.java,selected,531,540,689532,20,57424.java,default,13,17
640609,20,91928.java,default,13,17,21192,36,74770.java,default,61,122
10031370,12,1638888.java,selected,7,18,454857,20,44659.java,default,13,17
147668,20,80028.java,default,13,17,25974,31,46306.java,default,44,73
245665,20,46050.java,default,13,17,605659,32,125426.java,default,24,125
801887,20,32955.java,default,13,17,552002,30,25449.java,default,35,50
19971357,41,2636968.java,selected,424,433,8924049,23,2593456.java,selected,89,103
453142,39,106458.java,default,8,20,86513,31,31615.java,default,54,62
454857,20,44659.java,default,13,17,5236784,41,1202455.java,selected,7,15
63417,20,20017.java,default,13,17,8182890,41,615216.java,selected,378,386
937056,32,118413.java,default,25,66,453142,39,106458.java,default,8,20
453142,39,106458.java,default,8,20,165907,20,97910.java,default,13,17
946511,20,91574.java,default,13,17,110286,31,123100.java,default,54,62
3618819,41,748535.java,selected,426,435,334118,20,57755.java,default,13,17
19663005,23,2096828.java,selected,152,166,202242,20,132125.java,default,13,17
19971357,41,2636968.java,selected,424,433,45591,20,859.java,default,13,17
244233,20,68789.java,default,13,17,937056,32,118413.java,default,25,66
2290016,41,1564632.java,selected,141,168,537782,32,132654.java,default,24,125
230246,20,59570.java,default,13,17,245913,32,1396.java,default,25,66
13476,20,84326.java,default,13,17,897906,32,16839.java,default,25,66
168666,32,27177.java,default,353,383,21420091,41,1812318.java,selected,425,434
330656,34,125676.java,default,246,258,206078,31,80774.java,default,54,62
113681,10,15247.java,default,57,80,224087,20,59549.java,default,13,17
518706,20,21403.java,default,13,17,19549852,41,849450.java,selected,426,435
206478,31,53735.java,default,44,73,279855,20,120185.java,default,13,17
20609903,41,1527985.java,selected,553,562,68955,31,47744.java,default,44,73
21433001,41,1316903.java,selected,435,444,10031370,12,1638888.java,selected,7,18
19549852,41,849450.java,selected,426,435,605829,20,78023.java,default,13,17
19971357,41,2636968.java,selected,424,433,745911,20,104630.java,default,13,17
47562,31,69900.java,default,54,62,910689,20,39986.java,default,13,17
789019,20,15826.java,default,13,17,169905,31,126039.java,default,54,62
245913,32,1396.java,default,25,66,242005,20,47340.java,default,13,17
211685,20,112296.java,default,13,17,136576,31,134657.java,default,54,62
16142436,41,127068.java,selected,1897,1906,299389,20,113986.java,default,13,17
189496,31,118045.java,default,44,73,891390,20,109133.java,default,13,17
241851,20,40123.java,default,13,17,79779,31,55028.java,default,44,73
935624,39,71042.java,default,46,54,19971357,41,2636968.java,selected,424,433
172115,31,22719.java,default,44,73,512227,20,31722.java,default,13,17
6151193,41,2308223.java,selected,418,427,10968095,12,2269578.java,selected,7,18
5236784,41,1202455.java,selected,7,15,2746,20,85301.java,default,13,17
552002,30,25449.java,default,35,50,513246,20,128215.java,default,13,17
8887818,41,900584.java,selected,444,453,136068,20,10993.java,default,13,17
4272110,23,2701118.java,selected,88,102,741289,20,123634.java,default,13,17
134257,31,94122.java,default,54,62,6151193,41,2308223.java,selected,418,427
2746,20,85301.java,default,13,17,206479,31,53735.java,default,54,62
8924049,23,2593456.java,selected,89,103,19549852,41,849450.java,selected,426,435
469061,20,56146.java,default,13,17,323592,10,52984.java,default,57,80
801665,32,6854.java,default,24,125,120778,20,70893.java,default,13,17
169905,31,126039.java,default,54,62,654166,39,130166.java,default,290,297
135138,20,24290.java,default,22,24,21420091,41,1812318.java,selected,425,434
223122,34,121029.java,default,43,152,206478,31,53735.java,default,44,73
881801,39,26064.java,default,46,54,7761,20,55192.java,default,13,17
271833,32,14340.java,default,19,135,203506,31,122340.java,default,54,62
13614426,41,526365.java,selected,543,552,92772,34,61132.java,default,48,157
897906,32,16839.java,default,25,66,136576,31,134657.java,default,54,62
225907,41,3471.java,default,149,224,631362,20,23336.java,default,13,17
41643,31,7356.java,default,44,73,174087,20,93572.java,default,13,17
842876,20,122409.java,default,22,24,4133428,41,1090867.java,selected,542,551
910689,20,39986.java,default,13,17,662161,39,80687.java,default,137,149
454857,20,44659.java,default,13,17,2290016,41,1564632.java,selected,141,168
86513,31,31615.java,default,54,62,28334,20,96513.java,default,13,17
5447536,23,1307940.java,selected,112,129,739814,20,115412.java,default,13,17
160205,20,14833.java,default,13,17,4825983,41,100172.java,selected,1171,1180
469061,20,56146.java,default,13,17,169904,31,126039.java,default,44,73
8537851,23,2509245.java,selected,107,121,34806,32,8091.java,default,25,66
154062,32,119716.java,default,19,135,47562,31,69900.java,default,54,62
656000,32,98554.java,default,24,125,279855,20,120185.java,default,13,17
293190,32,69335.java,default,353,383,279855,20,120185.java,default,13,17
4088561,23,2081236.java,selected,281,287,235426,20,30172.java,default,13,17
308595,20,37647.java,default,22,24,271833,32,14340.java,default,19,135
789019,20,15826.java,default,13,17,134256,31,94122.java,default,44,73
605829,20,78023.java,default,13,17,526734,32,81983.java,default,18,134
897906,32,16839.java,default,25,66,308595,20,37647.java,default,22,24
13614426,41,526365.java,selected,543,552,812840,20,16496.java,default,13,17
4272110,23,2701118.java,selected,88,102,428050,20,122700.java,default,13,17
45374,31,30150.java,default,44,73,526734,32,81983.java,default,18,134
92425,34,107391.java,default,48,157,662161,39,80687.java,default,137,149
224200,34,14511.java,default,48,157,15730395,41,1268821.java,selected,193,201
3501324,41,361180.java,selected,535,544,552002,30,25449.java,default,35,50
1229100,41,849403.java,selected,418,427,853457,20,65107.java,default,13,17
206078,31,80774.java,default,54,62,892306,20,97118.java,default,22,24
19971357,41,2636968.java,selected,424,433,801665,32,6854.java,default,24,125
748154,20,48890.java,default,13,17,75541,31,30877.java,default,54,62
98022,34,75351.java,default,48,157,68955,31,47744.java,default,44,73
15730395,41,1268821.java,selected,193,201,661980,20,41976.java,default,13,17
55697,34,38355.java,default,246,258,461151,20,98860.java,default,13,17
206078,31,80774.java,default,54,62,161939,39,100072.java,default,46,54
10732,20,102943.java,default,13,17,13614426,41,526365.java,selected,543,552
9514,32,56276.java,default,25,66,714206,20,56541.java,default,13,17
169905,31,126039.java,default,54,62,847423,20,100171.java,default,13,17
147993,20,63132.java,default,13,17,922793,30,10998.java,default,116,130
801665,32,6854.java,default,24,125,928484,20,39843.java,default,13,17
317251,34,97676.java,default,246,258,41643,31,7356.java,default,44,73
473026,20,117763.java,default,13,17,136576,31,134657.java,default,54,62
19549852,41,849450.java,selected,426,435,775735,20,11030.java,default,13,17
351290,20,100859.java,default,13,17,1229100,41,849403.java,selected,418,427
4133428,41,1090867.java,selected,542,551,136576,31,134657.java,default,54,62
454281,20,12172.java,default,13,17,8887818,41,900584.java,selected,444,453
278439,20,10640.java,default,13,17,15042,31,96497.java,default,54,62
217750,20,34939.java,default,13,17,52589,31,72387.java,default,54,62
243985,32,86305.java,default,25,66,14313421,41,179109.java,selected,311,318
92425,34,107391.java,default,48,157,168666,32,27177.java,default,353,383
1229100,41,849403.java,selected,418,427,640609,20,91928.java,default,13,17
123800,31,114161.java,default,54,62,755767,20,76701.java,default,13,17
927501,20,20528.java,default,13,17,92772,34,61132.java,default,48,157
61716,31,83133.java,default,54,62,193560,20,95950.java,default,13,17
927501,20,20528.java,default,13,17,12079426,23,2372569.java,selected,88,102
881839,20,125703.java,default,13,17,13157313,23,952606.java,selected,107,121
739814,20,115412.java,default,13,17,6881493,24,315000.java,selected,141,180
897906,32,16839.java,default,25,66,689532,20,57424.java,default,13,17
775735,20,11030.java,default,13,17,25974,31,46306.java,default,44,73
6881493,24,315000.java,selected,141,180,892627,20,120680.java,default,13,17
15168114,41,161743.java,selected,25,41,718537,20,76337.java,default,13,17
18246,31,45154.java,default,54,62,912097,20,96501.java,default,13,17
164142,31,31193.java,default,44,73,11719425,41,957171.java,selected,554,561
19160002,41,2429321.java,selected,141,168,892306,20,97118.java,default,22,24
20609903,41,1527985.java,selected,553,562,922793,30,10998.java,default,116,130
110285,31,123100.java,default,44,73,681079,20,70515.java,default,13,17
351290,20,100859.java,default,13,17,25974,31,46306.java,default,44,73
695351,20,58525.java,default,13,17,113681,10,15247.java,default,57,80
333457,34,79128.java,default,48,157,922793,30,10998.java,default,116,130
469061,20,56146.java,default,13,17,739561,30,74042.java,default,45,60
526734,32,81983.java,default,18,134,20609903,41,1527985.java,selected,553,562
356214,32,71444.java,default,19,135,224087,20,59549.java,default,13,17
453142,39,106458.java,default,8,20,858382,20,29950.java,default,13,17
4272110,23,2701118.java,selected,88,102,513246,20,128215.java,default,13,17
157746,20,59849.java,default,13,17,98022,34,75351.java,default,48,157
111978,20,78674.java,default,13,17,19922498,23,497716.java,selected,111,125
111978,20,78674.java,default,13,17,319419,30,49591.java,default,117,131
169210,34,66437.java,default,48,157,177743,20,123760.java,default,13,17
537782,32,132654.java,default,24,125,863588,20,51387.java,default,13,17
689532,20,57424.java,default,13,17,13614426,41,526365.java,selected,543,552
487413,20,7413.java,default,13,17,134257,31,94122.java,default,54,62
134256,31,94122.java,default,44,73,136068,20,10993.java,default,13,17
4825983,41,100172.java,selected,1171,1180,493860,20,40946.java,default,22,24
53656,20,57055.java,default,13,17,356214,32,71444.java,default,19,135
842876,20,122409.java,default,22,24,1243879,24,722394.java,selected,207,221
9514,32,56276.java,default,25,66,518706,20,21403.java,default,13,17
739814,20,115412.java,default,13,17,5236784,41,1202455.java,selected,7,15
10947776,24,1128200.java,selected,86,125,206143,31,113089.java,default,44,73
61633,41,68153.java,default,166,241,10028166,23,702387.java,selected,964,970
469341,20,135777.java,default,13,17,14489368,24,1370230.java,selected,78,88
22421984,23,939613.java,selected,120,134,801665,32,6854.java,default,24,125
34806,32,8091.java,default,25,66,19373644,41,2587973.java,selected,426,435
47561,31,69900.java,default,44,73,10031370,12,1638888.java,selected,7,18
242005,20,47340.java,default,13,17,126365,31,75543.java,default,44,73
241851,20,40123.java,default,13,17,37840,34,88856.java,default,246,258
157778,20,24133.java,default,13,17,206478,31,53735.java,default,44,73
225907,41,3471.java,default,149,224,12935,20,102156.java,default,13,17
922793,30,10998.java,default,116,130,75541,31,30877.java,default,54,62
8182890,41,615216.java,selected,378,386,842876,20,122409.java,default,22,24
739814,20,115412.java,default,13,17,10031370,12,1638888.java,selected,7,18
745911,20,104630.java,default,13,17,113681,10,15247.java,default,57,80
12079426,23,2372569.java,selected,88,102,15168114,41,161743.java,selected,25,41
224200,34,14511.java,default,48,157,897906,32,16839.java,default,25,66
863588,20,51387.java,default,13,17,453142,39,106458.java,default,8,20
128983,34,84877.java,default,48,157,13157313,23,952606.java,selected,107,121
193560,20,95950.java,default,13,17,935624,39,71042.java,default,46,54
120778,20,70893.java,default,13,17,605659,32,125426.java,default,24,125
681079,20,70515.java,default,13,17,19373644,41,2587973.java,selected,426,435
113681,10,15247.java,default,57,80,134256,31,94122.java,default,44,73
243985,32,86305.java,default,25,66,21420091,41,1812318.java,selected,425,434
68955,31,47744.java,default,44,73,454281,20,12172.java,default,13,17
801887,20,32955.java,default,13,17,19549852,41,849450.java,selected,426,435
134257,31,94122.java,default,54,62,695351,20,58525.java,default,13,17
13728120,41,2727594.java,selected,375,384,241851,20,40123.java,default,13,17
193560,20,95950.java,default,13,17,224200,34,14511.java,default,48,157
126365,31,75543.java,default,44,73,4284518,23,1712367.java,selected,97,111
134257,31,94122.java,default,54,62,935624,39,71042.java,default,46,54
2290016,41,1564632.java,selected,141,168,6881493,24,315000.java,selected,141,180
41644,31,7356.java,default,54,62,739561,30,74042.java,default,45,60
41643,31,7356.java,default,44,73,124388,20,114338.java,default,13,17
10031370,12,1638888.java,selected,7,18,3618819,41,748535.java,selected,426,435
92772,34,61132.java,default,48,157,843064,20,72306.java,default,13,17
396828,20,81946.java,default,13,17,293190,32,69335.java,default,353,383
801665,32,6854.java,default,24,125,567927,20,130655.java,default,22,24
21420091,41,1812318.java,selected,425,434,55697,34,38355.java,default,246,258
177743,20,123760.java,default,13,17,8924049,23,2593456.java,selected,89,103
230246,20,59570.java,default,13,17,330656,34,125676.java,default,246,258
842876,20,122409.java,default,22,24,356214,32,71444.java,default,19,135
12079426,23,2372569.java,selected,88,102,820622,20,113166.java,default,13,17
801169,20,36610.java,default,13,17,14357939,23,2180965.java,selected,87,101
234583,20,121654.java,default,13,17,189496,31,118045.java,default,44,73
75540,31,30877.java,default,44,73,493860,20,40946.java,default,22,24
47561,31,69900.java,default,44,73,640609,20,91928.java,default,13,17
206078,31,80774.java,default,54,62,5236784,41,1202455.java,selected,7,15
314561,20,46902.java,default,13,17,453142,39,106458.java,default,8,20
13728120,41,2727594.java,selected,375,384,10028166,23,702387.java,selected,964,970
110285,31,123100.java,default,44,73,681079,20,70515.java,default,13,17
922793,30,10998.java,default,116,130,403116,20,13406.java,default,13,17
916274,20,100919.java,default,13,17,801665,32,6854.java,default,24,125
14357939,23,2180965.java,selected,87,101,202242,20,132125.java,default,13,17
4272110,23,2701118.java,selected,88,102,244233,20,68789.java,default,13,17
110286,31,123100.java,default,54,62,487413,20,7413.java,default,13,17
34806,32,8091.java,default,25,66,947101,20,75612.java,default,13,17
820539,20,2976.java,default,13,17,319419,30,49591.java,default,117,131
546906,20,10736.java,default,13,17,10968095,12,2269578.java,selected,7,18
453142,39,106458.java,default,8,20,652690,20,45886.java,default,13,17
546906,20,10736.java,default,13,17,110285,31,123100.java,default,44,73
454281,20,12172.java,default,13,17,45374,31,30150.java,default,44,73
469061,20,56146.java,default,13,17,134256,31,94122.java,default,44,73
694024,20,62476.java,default,13,17,5447536,23,1307940.java,selected,112,129
801169,20,36610.java,default,13,17,21433001,41,1316903.java,selected,435,444
15168114,41,161743.java,selected,25,41,319419,30,49591.java,default,117,131
123800,31,114161.java,default,54,62,338353,34,27320.java,default,48,157
337754,34,18339.java,default,48,157,694024,20,62476.java,default,13,17
487413,20,7413.java,default,13,17,1229100,41,849403.java,selected,418,427
206143,31,113089.java,default,44,73,207292,20,135130.java,default,22,24
14313421,41,179109.java,selected,311,318,13157313,23,952606.java,selected,107,121
17883770,41,1578910.java,selected,543,552,281237,20,39836.java,default,13,17
203505,31,122340.java,default,44,73,203113,20,96830.java,default,13,17
812840,20,16496.java,default,13,17,123800,31,114161.java,default,54,62
15042,31,96497.java,default,54,62,10968095,12,2269578.java,selected,7,18
