FUNCTION_ID_ONE,FUNCTIONALITY_ID_ONE,FUNCTION_ONE_NAME,FUNCTION_ONE_TYPE,FUNCTION_ONE_STARTLINE,FUNCTION_ONE_ENDLINE,FUNCTION_ID_TWO,FUNCTIONALITY_ID_TWO,FUNCTION_TWO_NAME,FUNCTION_TWO_TYPE,FUNCTION_TWO_STARTLINE,FUNCTION_TWO_ENDLINE
19654780,13,918764.java,selected,7,15,9514,32,56276.java,default,25,66
928484,20,39843.java,default,13,17,13620416,24,2645497.java,selected,239,250
9225969,7,1695775.java,selected,96,110,160205,20,14833.java,default,13,17
781484,39,74079.java,default,216,223,536035,32,127894.java,default,25,66
2168607,10,180318.java,selected,55,91,374149,32,77072.java,default,25,66
130683,31,15356.java,default,208,245,10031370,12,1638888.java,selected,7,18
801887,20,32955.java,default,13,17,1313371,13,2454556.java,selected,20,30
15064,13,42085.java,default,58,69,308595,20,37647.java,default,22,24
60311,39,80413.java,default,101,109,16536090,41,1734265.java,selected,73,83
7635628,7,1939092.java,selected,16,27,1357747,23,420047.java,selected,148,155
22683,34,21199.java,default,655,795,2746,20,85301.java,default,13,17
4106018,42,1392470.java,selected,93,110,20691201,24,1021772.java,selected,14,30
23677134,7,BubbleSort.java,sample,21,37,15910370,20,1798809.java,selected,44,46
13983500,41,93785.java,selected,150,158,815304,39,131301.java,default,90,98
19389536,41,1896417.java,selected,27,35,729334,32,64310.java,default,26,62
20603726,41,16259.java,selected,18,26,6719729,42,1648136.java,selected,222,235
891550,7,96188.java,default,185,196,161939,39,100072.java,default,46,54
539004,41,13934.java,default,96,104,689989,32,9437.java,default,25,66
49531,20,95453.java,default,22,24,3210208,41,2309478.java,selected,51,59
13811176,41,1880284.java,selected,382,391,14560249,24,709779.java,selected,81,90
776780,20,116591.java,default,13,17,15194387,23,644987.java,selected,23,32
2177123,24,1442549.java,selected,73,107,42892,36,33357.java,default,63,112
1906880,24,1320806.java,selected,187,227,15998749,23,1885362.java,selected,15,22
42892,36,33357.java,default,63,112,2850082,45,2237182.java,selected,22,38
11892804,7,2467194.java,selected,201,216,10844851,41,292515.java,selected,40,50
461151,20,98860.java,default,13,17,120114,36,40028.java,default,54,76
51282,36,106959.java,default,61,122,222638,31,104740.java,default,305,315
6589981,23,2221389.java,selected,202,212,766640,32,76347.java,default,26,62
117149,36,38786.java,default,61,117,910479,20,53413.java,default,13,17
646740,20,103574.java,default,13,17,9639113,23,1525190.java,selected,125,138
301956,45,73701.java,default,9,28,6328532,41,2742293.java,selected,166,176
6409829,41,860471.java,selected,73,83,519360,32,38977.java,default,26,62
18670726,24,2164331.java,selected,347,356,820539,20,2976.java,default,13,17
15595627,41,2520773.java,selected,179,186,9477765,23,2530570.java,selected,137,142
16743155,23,2557833.java,selected,167,172,21777343,41,2543412.java,selected,222,230
17663965,41,2557108.java,selected,29,37,308595,20,37647.java,default,22,24
217750,20,34939.java,default,13,17,16743155,23,2557833.java,selected,167,172
776780,20,116591.java,default,13,17,10228159,41,2710516.java,selected,215,223
307528,20,48270.java,default,22,24,13841414,23,612274.java,selected,89,98
374432,39,106331.java,default,83,91,939305,20,76273.java,default,13,17
4825983,41,100172.java,selected,1171,1180,801169,20,36610.java,default,13,17
1494474,23,2372304.java,selected,98,111,781484,39,74079.java,default,216,223
847423,20,100171.java,default,13,17,6938966,13,1999677.java,selected,7,15
1954654,19,2364940.java,selected,20,26,1968388,41,1514846.java,selected,23,31
473026,20,117763.java,default,13,17,14313423,41,179109.java,selected,336,344
519360,32,38977.java,default,26,62,1906880,24,1320806.java,selected,187,227
801169,20,36610.java,default,13,17,937056,32,118413.java,default,25,66
689699,39,2138.java,default,83,91,14731799,41,1921563.java,selected,134,144
413525,39,22340.java,default,173,178,3989355,20,1544827.java,selected,32,36
4645945,24,2105296.java,selected,81,90,670345,20,549.java,default,13,17
23672254,20,2599757.java,selected,27,36,859991,39,44433.java,default,90,98
2168607,10,180318.java,selected,55,91,662293,39,126833.java,default,90,98
10972333,23,93041.java,selected,639,644,206984,45,6489.java,default,733,843
776780,20,116591.java,default,13,17,2725289,41,2158829.java,selected,31,40
2204402,24,555015.java,selected,687,697,16677102,13,273852.java,selected,891,898
4106017,42,1392470.java,selected,71,86,48482,36,127497.java,default,61,117
9477765,23,2530570.java,selected,137,142,11892804,7,2467194.java,selected,201,216
16882119,33,2060290.java,selected,275,279,6719725,42,1648136.java,selected,162,173
458548,20,10482.java,default,22,24,9762195,41,1848473.java,selected,66,74
4031802,41,1017245.java,selected,428,437,17621069,13,1791798.java,selected,24,32
820539,20,2976.java,default,13,17,2159455,23,92861.java,selected,191,198
13618611,24,2703818.java,selected,838,855,266571,10,64671.java,default,18,44
14489368,24,1370230.java,selected,78,88,719299,45,106485.java,default,8,23
17621071,13,1791798.java,selected,44,52,117149,36,38786.java,default,61,117
222638,31,104740.java,default,305,315,34806,32,8091.java,default,25,66
23677137,7,BubbleSort.java,sample,75,91,18712047,41,844874.java,selected,31,39
939305,20,76273.java,default,13,17,16775310,24,298374.java,selected,269,278
580527,10,51911.java,default,57,80,18257888,41,2278603.java,selected,185,192
10303828,23,1666727.java,selected,206,211,9019939,41,1062090.java,selected,127,137
526734,32,81983.java,default,18,134,161939,39,100072.java,default,46,54
203113,20,96830.java,default,13,17,3616770,24,980861.java,selected,114,123
8766039,20,412096.java,selected,9,11,20660203,7,1728095.java,selected,5,20
12267275,24,2042278.java,selected,160,169,11440870,41,2274744.java,selected,413,422
1874752,23,2140448.java,selected,70,79,311166,20,12148.java,default,13,17
8359774,7,1962096.java,selected,51,69,927501,20,20528.java,default,13,17
6719729,42,1648136.java,selected,222,235,8359774,7,1962096.java,selected,51,69
23675955,24,2475895.java,selected,228,243,21273053,7,665194.java,selected,537,570
15549036,23,2577087.java,selected,41,49,9210368,13,552581.java,selected,79,87
8952244,24,2337186.java,selected,162,178,21433001,41,1316903.java,selected,435,444
23677122,6,FTP_ApacheCommonsNet_Samples.java,sample,11,16,763710,7,102270.java,default,58,74
187828,20,82373.java,default,13,17,6689657,41,551360.java,selected,627,637
147525,45,66111.java,default,8,26,154062,32,119716.java,default,19,135
6631513,24,1667191.java,selected,373,380,845967,32,127473.java,default,19,135
11719424,41,957171.java,selected,540,547,666046,39,86093.java,default,169,177
21548455,23,2439312.java,selected,28,33,3353836,41,45530.java,selected,107,116
396828,20,81946.java,default,13,17,7839341,13,1132772.java,selected,63,70
110360,20,58352.java,default,22,24,3291256,43,566061.java,selected,143,163
3365958,7,12404.java,selected,62,76,946511,20,91574.java,default,13,17
51282,36,106959.java,default,61,122,383960,30,44688.java,default,160,251
580527,10,51911.java,default,57,80,10641420,23,2057480.java,selected,80,87
6589981,23,2221389.java,selected,202,212,7707971,41,1321014.java,selected,125,133
2332,31,102602.java,default,235,243,49610,36,29267.java,default,87,109
858382,20,29950.java,default,13,17,19373644,41,2587973.java,selected,426,435
216274,31,112293.java,default,384,390,15845539,24,2114402.java,selected,119,128
710361,45,103630.java,default,8,22,2332,31,102602.java,default,235,243
921626,32,45706.java,default,25,66,51282,36,106959.java,default,61,122
512227,20,31722.java,default,13,17,34806,32,8091.java,default,25,66
23677138,7,BubbleSort.java,sample,93,109,6328532,41,2742293.java,selected,166,176
130683,31,15356.java,default,208,245,161939,39,100072.java,default,46,54
21939507,23,1919406.java,selected,56,61,834100,39,120808.java,default,216,223
23677142,7,BubbleSort.java,sample,165,181,6719725,42,1648136.java,selected,162,173
847423,20,100171.java,default,13,17,1936695,41,1109516.java,selected,143,153
19164864,24,2480556.java,selected,159,168,11400348,41,515081.java,selected,30,34
6409829,41,860471.java,selected,73,83,6977631,23,2490913.java,selected,402,408
2474379,23,2560459.java,selected,67,72,23677122,6,FTP_ApacheCommonsNet_Samples.java,sample,11,16
1366219,39,892047.java,selected,45,52,16775310,24,298374.java,selected,269,278
15821142,41,1760795.java,selected,40,95,6589981,23,2221389.java,selected,202,212
666046,39,86093.java,default,169,177,842876,20,122409.java,default,22,24
6719725,42,1648136.java,selected,162,173,12679523,24,2583640.java,selected,33,42
110360,20,58352.java,default,22,24,10079208,23,1366996.java,selected,174,181
7962427,18,1334850.java,selected,31,45,244233,20,68789.java,default,13,17
14504867,41,963841.java,selected,58,68,23677195,31,FileChooser.java,sample,9,36
742572,10,106460.java,default,18,49,338304,39,91894.java,default,290,297
5406874,41,2732883.java,selected,106,114,99598,32,121579.java,default,25,66
149842,39,46472.java,default,216,223,12335351,41,240671.java,selected,771,779
7582861,23,1818389.java,selected,284,294,5079997,41,1814816.java,selected,463,471
113681,10,15247.java,default,57,80,3353836,41,45530.java,selected,107,116
9466324,41,1665475.java,selected,546,558,9639113,23,1525190.java,selected,125,138
21273060,7,665194.java,selected,777,814,652690,20,45886.java,default,13,17
21433001,41,1316903.java,selected,435,444,598483,10,109894.java,default,57,80
519360,32,38977.java,default,26,62,216509,41,89783.java,default,16,22
473026,20,117763.java,default,13,17,15131771,41,115180.java,selected,377,386
53204,20,15603.java,default,24,26,19045549,24,2470676.java,selected,124,133
689989,32,9437.java,default,25,66,59328,31,54039.java,default,294,308
20006825,23,1563059.java,selected,7,16,21433001,41,1316903.java,selected,435,444
10637999,41,1051350.java,selected,86,96,437273,20,65335.java,default,24,26
10598170,7,13733.java,selected,64,76,395956,45,69501.java,default,9,26
1789233,14,2379660.java,selected,140,156,103277,20,86434.java,default,10,16
512227,20,31722.java,default,13,17,15730395,41,1268821.java,selected,193,201
12267275,24,2042278.java,selected,160,169,21273060,7,665194.java,selected,777,814
18515107,23,1140734.java,selected,433,455,670847,20,114036.java,default,22,24
4630754,41,932718.java,selected,85,95,801665,32,6854.java,default,24,125
59328,31,54039.java,default,294,308,16536090,41,1734265.java,selected,73,83
834100,39,120808.java,default,216,223,3618819,41,748535.java,selected,426,435
1668091,7,410657.java,selected,38,49,13002069,41,2098840.java,selected,75,83
10637999,41,1051350.java,selected,86,96,224087,20,59549.java,default,13,17
2413963,41,1778122.java,selected,138,147,23677196,31,FileChooser.java,sample,38,65
1906880,24,1320806.java,selected,187,227,413480,20,50039.java,default,22,24
149672,45,128330.java,default,8,25,21655926,41,1322429.java,selected,988,997
222638,31,104740.java,default,305,315,935624,39,71042.java,default,46,54
1494474,23,2372304.java,selected,98,111,6409830,41,860471.java,selected,85,95
14009710,13,2702525.java,selected,70,78,11270029,42,2617041.java,selected,46,65
434758,39,127161.java,default,132,140,12335351,41,240671.java,selected,771,779
673502,20,69534.java,default,13,17,1668091,7,410657.java,selected,38,49
15910370,20,1798809.java,selected,44,46,5540460,42,1032182.java,selected,73,91
154179,31,75101.java,default,376,382,434758,39,127161.java,default,132,140
911774,20,99468.java,default,13,17,5236784,41,1202455.java,selected,7,15
19389536,41,1896417.java,selected,27,35,513246,20,128215.java,default,13,17
818830,32,62004.java,default,24,125,8794510,7,1373509.java,selected,7,20
719299,45,106485.java,default,8,23,265214,10,49637.java,default,18,44
398939,29,89288.java,default,101,211,859991,39,44433.java,default,90,98
4825983,41,100172.java,selected,1171,1180,298517,20,120094.java,default,13,17
21433001,41,1316903.java,selected,435,444,23672254,20,2599757.java,selected,27,36
24381,32,136233.java,default,24,125,9019939,41,1062090.java,selected,127,137
936424,20,53567.java,default,13,17,161939,39,100072.java,default,46,54
21273060,7,665194.java,selected,777,814,14598564,41,1542784.java,selected,98,108
4825983,41,100172.java,selected,1171,1180,21273053,7,665194.java,selected,537,570
