FUNCTION_ID_ONE,FUNCTIONALITY_ID_ONE,FUNCTION_ONE_NAME,FUNCTION_ONE_TYPE,FUNCTION_ONE_STARTLINE,FUNCTION_ONE_ENDLINE,FUNCTION_ID_TWO,FUNCTIONALITY_ID_TWO,FUNCTION_TWO_NAME,FUNCTION_TWO_TYPE,FUNCTION_TWO_STARTLINE,FUNCTION_TWO_ENDLINE
12451215,24,1064857.java,selected,23,33,11306668,41,2316374.java,selected,1343,1347
11719424,41,957171.java,selected,540,547,9807279,24,500613.java,selected,154,169
19375222,41,1119061.java,selected,62,70,11099387,23,1068844.java,selected,594,599
20609903,41,1527985.java,selected,553,562,6663397,24,2517513.java,selected,70,80
666046,39,86093.java,default,169,177,14819978,41,1927162.java,selected,118,133
2451218,13,662269.java,selected,77,85,15405473,41,535284.java,selected,170,179
6719730,42,1648136.java,selected,237,250,2413963,41,1778122.java,selected,138,147
6541902,24,1611215.java,selected,83,92,23677156,13,ShuffleArrayInPlace.java,sample,34,48
14598564,41,1542784.java,selected,98,108,12132058,24,1880468.java,selected,211,221
3324262,41,594135.java,selected,210,218,12747342,7,1353006.java,selected,38,53
15195064,7,769075.java,selected,5,22,2863071,24,1731342.java,selected,17,35
15998750,23,1885362.java,selected,28,36,172116,31,22719.java,default,54,62
5236784,41,1202455.java,selected,7,15,1747654,30,785129.java,selected,191,201
8786313,7,2406121.java,selected,18,30,19560450,41,395317.java,selected,124,132
20644778,41,2604410.java,selected,463,471,13587810,24,1757279.java,selected,17,28
1293659,10,2025864.java,selected,172,195,12117054,41,238616.java,selected,603,611
19560450,41,395317.java,selected,124,132,9639110,23,1525190.java,selected,83,88
13160464,13,33767.java,selected,46,55,18257889,41,2278603.java,selected,194,203
19045549,24,2470676.java,selected,124,133,139083,42,64575.java,default,49,61
299389,20,113986.java,default,13,17,8704580,23,366521.java,selected,44,50
3365958,7,12404.java,selected,62,76,21564809,24,349845.java,selected,105,117
21733173,6,1114183.java,selected,109,152,1561443,14,2465371.java,selected,324,334
115129,7,16411.java,default,5,19,1017107,45,2665003.java,selected,29,55
23089693,7,2546650.java,selected,66,78,106585,31,37949.java,default,208,217
11028375,23,2521145.java,selected,301,307,21492113,41,1030949.java,selected,528,537
10479536,7,182175.java,selected,22,38,6260541,41,1170505.java,selected,467,471
22677985,41,46516.java,selected,146,154,18892336,24,421806.java,selected,54,67
15664293,24,1548274.java,selected,45,61,299389,20,113986.java,default,13,17
222604,39,95598.java,default,83,91,15765308,24,737213.java,selected,189,200
19685462,41,1317195.java,selected,52,63,8977082,24,687012.java,selected,198,207
19048601,42,923002.java,selected,413,453,17401582,24,2056737.java,selected,10,21
29385,31,12530.java,default,310,320,6882723,41,1857154.java,selected,199,210
556498,45,121101.java,default,11,32,2451218,13,662269.java,selected,77,85
20994818,41,1743616.java,selected,419,427,15609433,7,2606539.java,selected,49,66
2351946,12,69878.java,selected,14,25,14926036,24,1238694.java,selected,35,50
7615037,41,223814.java,selected,433,440,16930547,23,2211592.java,selected,285,292
1362,7,87418.java,default,5,19,1561441,14,2465371.java,selected,256,265
11862997,24,1253769.java,selected,190,201,23677156,13,ShuffleArrayInPlace.java,sample,34,48
41644,31,7356.java,default,54,62,16855327,23,734588.java,selected,174,183
13618611,24,2703818.java,selected,838,855,12747342,7,1353006.java,selected,38,53
15932544,41,1040058.java,selected,98,109,98835,45,26943.java,default,21,73
23677116,4,CopyFileSamples.java,sample,42,53,17630909,7,2705691.java,selected,238,254
19685463,41,1317195.java,selected,65,78,434758,39,127161.java,default,132,140
4031802,41,1017245.java,selected,428,437,13088021,24,419321.java,selected,1244,1261
8183448,24,1102045.java,selected,224,234,7289717,41,211182.java,selected,426,435
20554085,23,1052130.java,selected,15,21,22162035,42,1564011.java,selected,85,99
299389,20,113986.java,default,13,17,6350176,24,2331779.java,selected,545,554
230246,20,59570.java,default,13,17,15187702,24,2596805.java,selected,39,55
10848006,23,211331.java,selected,591,596,6480424,7,110869.java,selected,172,186
18378776,7,2643652.java,selected,88,108,23672254,20,2599757.java,selected,27,36
1747654,30,785129.java,selected,191,201,19714854,24,1852562.java,selected,303,316
23677128,6,FTP_ApacheCommonsNet_Samples.java,sample,55,60,15405473,41,535284.java,selected,170,179
5027285,41,258736.java,selected,8,24,6631509,24,1667191.java,selected,230,237
20554085,23,1052130.java,selected,15,21,25975,31,46306.java,default,54,62
3501324,41,361180.java,selected,535,544,21733173,6,1114183.java,selected,109,152
413480,20,50039.java,default,22,24,22486940,7,1219912.java,selected,27,37
345995,7,120040.java,default,3,22,1390505,39,2488113.java,selected,416,424
7010440,41,1359332.java,selected,242,256,3626532,43,1817485.java,selected,102,130
12451215,24,1064857.java,selected,23,33,2451218,13,662269.java,selected,77,85
19127985,41,1564662.java,selected,26,33,17630906,7,2705691.java,selected,175,191
5079997,41,1814816.java,selected,463,471,226913,31,122767.java,default,130,141
241891,20,117217.java,default,37,39,23677155,13,ShuffleArrayInPlace.java,sample,16,32
6309525,24,2592168.java,selected,86,99,1760350,10,2375833.java,selected,10,47
5841759,23,1853706.java,selected,612,617,1504416,24,1341145.java,selected,210,218
7635628,7,1939092.java,selected,16,27,2474379,23,2560459.java,selected,67,72
17514789,41,2642550.java,selected,133,144,1607807,10,1991936.java,selected,161,201
1050921,39,1781410.java,selected,121,131,145913,31,110890.java,default,259,279
8842301,24,2419115.java,selected,27,36,477320,7,83085.java,default,292,306
3031195,24,217085.java,selected,17,28,11028375,23,2521145.java,selected,301,307
23677128,6,FTP_ApacheCommonsNet_Samples.java,sample,55,60,477320,7,83085.java,default,292,306
22677985,41,46516.java,selected,146,154,1293659,10,2025864.java,selected,172,195
16385622,41,1675335.java,selected,5,16,4725835,24,468727.java,selected,156,169
172116,31,22719.java,default,54,62,4016536,24,1526490.java,selected,144,158
3246942,23,475575.java,selected,65,70,15609433,7,2606539.java,selected,49,66
29382,31,12530.java,default,277,288,8396790,23,1063077.java,selected,116,121
301956,45,73701.java,default,9,28,18334481,25,1740244.java,selected,29,42
206078,31,80774.java,default,54,62,13510421,41,2223309.java,selected,166,177
18244082,33,784037.java,selected,63,72,18378776,7,2643652.java,selected,88,108
4443442,41,2390885.java,selected,285,295,15609433,7,2606539.java,selected,49,66
14617665,41,1818629.java,selected,297,307,6157433,42,1844745.java,selected,120,129
2863071,24,1731342.java,selected,17,35,6151193,41,2308223.java,selected,418,427
10598170,7,13733.java,selected,64,76,2474387,23,2560459.java,selected,113,118
1123015,39,2100462.java,selected,29,43,1504416,24,1341145.java,selected,210,218
13510421,41,2223309.java,selected,166,177,17630909,7,2705691.java,selected,238,254
21282797,24,1904462.java,selected,112,120,10171979,41,124792.java,selected,350,358
15730395,41,1268821.java,selected,193,201,19283877,24,1065833.java,selected,79,97
12267275,24,2042278.java,selected,160,169,98358,31,27443.java,default,208,217
13776805,24,110471.java,selected,163,173,2351946,12,69878.java,selected,14,25
19560450,41,395317.java,selected,124,132,13203935,24,1758008.java,selected,227,235
22486940,7,1219912.java,selected,27,37,13002069,41,2098840.java,selected,75,83
23677119,4,CopyFileSamples.java,sample,71,79,11028375,23,2521145.java,selected,301,307
5027285,41,258736.java,selected,8,24,881519,24,134106.java,default,947,958
20994818,41,1743616.java,selected,419,427,49609,36,29267.java,default,58,81
13295660,41,2474941.java,selected,486,496,16128429,24,641921.java,selected,55,64
19714854,24,1852562.java,selected,303,316,8452131,6,1222008.java,selected,47,76
3844626,41,2497703.java,selected,387,395,115129,7,16411.java,default,5,19
18897847,20,2439889.java,selected,5,7,539004,41,13934.java,default,96,104
17619206,41,1219581.java,selected,643,647,23677156,13,ShuffleArrayInPlace.java,sample,34,48
18334481,25,1740244.java,selected,29,42,19127985,41,1564662.java,selected,26,33
3501324,41,361180.java,selected,535,544,18670726,24,2164331.java,selected,347,356
7911954,23,1475086.java,selected,21,27,8317735,41,1359462.java,selected,186,194
662293,39,126833.java,default,90,98,13618611,24,2703818.java,selected,838,855
3571697,43,2371472.java,selected,66,93,17196902,24,987631.java,selected,269,279
8182887,41,615216.java,selected,335,342,7483038,24,477581.java,selected,107,118
12747342,7,1353006.java,selected,38,53,6409830,41,860471.java,selected,85,95
6409829,41,860471.java,selected,73,83,537382,25,41815.java,default,85,95
149672,45,128330.java,default,8,25,23677135,7,BubbleSort.java,sample,39,55
21284074,12,949275.java,selected,29,41,149672,45,128330.java,default,8,25
21564809,24,349845.java,selected,105,117,17704409,41,957763.java,selected,913,922
8396790,23,1063077.java,selected,116,121,152578,24,68440.java,default,45,61
4725835,24,468727.java,selected,156,169,751537,7,81170.java,default,3,22
241891,20,117217.java,default,37,39,763710,7,102270.java,default,58,74
10781751,41,1733369.java,selected,27,35,891550,7,96188.java,default,185,196
6719720,42,1648136.java,selected,76,85,18257888,41,2278603.java,selected,185,192
13088707,13,743515.java,selected,1241,1248,3501324,41,361180.java,selected,535,544
2062673,23,2094874.java,selected,153,160,17484945,20,592330.java,selected,365,370
97596,31,100442.java,default,406,412,419934,39,53295.java,default,51,62
8452134,6,1222008.java,selected,128,152,17946906,23,1951002.java,selected,327,334
693636,10,12420.java,default,520,546,12117054,41,238616.java,selected,603,611
2519503,23,1499506.java,selected,262,271,2874892,24,2543450.java,selected,78,88
491382,24,44040.java,default,924,935,12915827,41,1822094.java,selected,36,47
3410963,24,1667210.java,selected,95,111,98835,45,26943.java,default,21,73
230246,20,59570.java,default,13,17,15236778,41,70976.java,selected,71,81
25975,31,46306.java,default,54,62,4016536,24,1526490.java,selected,144,158
145913,31,110890.java,default,259,279,1466801,41,2095498.java,selected,249,261
751537,7,81170.java,default,3,22,23672254,20,2599757.java,selected,27,36
10848006,23,211331.java,selected,591,596,10372914,24,1310949.java,selected,84,96
458548,20,10482.java,default,22,24,21420091,41,1812318.java,selected,425,434
8640120,24,2022414.java,selected,91,101,17474862,23,1727686.java,selected,162,169
22135738,7,136340.java,selected,150,163,21251237,41,1829163.java,selected,162,170
345995,7,120040.java,default,3,22,11862997,24,1253769.java,selected,190,201
10848006,23,211331.java,selected,591,596,477320,7,83085.java,default,292,306
13626740,23,595862.java,selected,22,27,23677140,7,BubbleSort.java,sample,129,145
12451215,24,1064857.java,selected,23,33,106585,31,37949.java,default,208,217
5406874,41,2732883.java,selected,106,114,241891,20,117217.java,default,37,39
1211771,30,2304941.java,selected,257,269,12335352,41,240671.java,selected,787,795
21498404,41,1911150.java,selected,187,196,19164864,24,2480556.java,selected,159,168
17510245,13,2644288.java,selected,12,19,7635628,7,1939092.java,selected,16,27
1612068,41,448380.java,selected,535,544,686456,39,18838.java,default,173,178
18257888,41,2278603.java,selected,185,192,6719720,42,1648136.java,selected,76,85
22331090,25,1045267.java,selected,28,39,166411,31,19250.java,default,208,217
4725835,24,468727.java,selected,156,169,11719427,41,957171.java,selected,583,591
9469148,41,1860085.java,selected,78,94,11025049,23,651095.java,selected,112,118
3365958,7,12404.java,selected,62,76,413480,20,50039.java,default,22,24
9119483,41,1230189.java,selected,95,103,3870229,24,178883.java,selected,18,26
49609,36,29267.java,default,58,81,20609903,41,1527985.java,selected,553,562
18244082,33,784037.java,selected,63,72,8842301,24,2419115.java,selected,27,36
987675,10,467955.java,selected,32,72,23677135,7,BubbleSort.java,sample,39,55
22486940,7,1219912.java,selected,27,37,4630753,41,932718.java,selected,73,83
4272289,7,2064320.java,selected,5,17,16128429,24,641921.java,selected,55,64
23077790,41,987848.java,selected,169,181,2577013,14,1733887.java,selected,74,88
6275083,41,2094906.java,selected,44,54,23677133,7,BubbleSort.java,sample,3,19
521113,7,126707.java,default,51,64,164143,31,31193.java,default,54,62
8977082,24,687012.java,selected,198,207,2176382,45,1462079.java,selected,26,47
1561441,14,2465371.java,selected,256,265,9485402,24,2327701.java,selected,17,27
18244080,33,784037.java,selected,37,43,13088021,24,419321.java,selected,1244,1261
19214556,41,2315713.java,selected,265,273,6925877,23,2096239.java,selected,169,176
6719720,42,1648136.java,selected,76,85,6824302,14,454268.java,selected,292,310
9550213,41,2677148.java,selected,139,150,299389,20,113986.java,default,13,17
11710,31,62213.java,default,81,89,14258226,24,1616147.java,selected,103,113
3837844,41,271253.java,selected,146,153,2863071,24,1731342.java,selected,17,35
5652166,41,2312307.java,selected,325,335,8974950,24,6332.java,selected,185,200
11217653,24,2329403.java,selected,35,46,539004,41,13934.java,default,96,104
8977082,24,687012.java,selected,198,207,8182890,41,615216.java,selected,378,386
22326008,7,307350.java,selected,22,36,19283877,24,1065833.java,selected,79,97
1493666,45,1789172.java,selected,21,41,15032727,24,1797960.java,selected,322,330
22486940,7,1219912.java,selected,27,37,21777343,41,2543412.java,selected,222,230
21433001,41,1316903.java,selected,435,444,19654783,13,918764.java,selected,37,45
19396634,24,2309332.java,selected,93,97,9012444,41,612431.java,selected,342,351
19214553,41,2315713.java,selected,229,236,19654783,13,918764.java,selected,37,45
15998750,23,1885362.java,selected,28,36,12849793,41,1440276.java,selected,162,170
29385,31,12530.java,default,310,320,23677128,6,FTP_ApacheCommonsNet_Samples.java,sample,55,60
166411,31,19250.java,default,208,217,20603727,41,16259.java,selected,35,43
13587810,24,1757279.java,selected,17,28,15006083,23,496129.java,selected,29,34
15998750,23,1885362.java,selected,28,36,1332717,39,623107.java,selected,230,240
1493666,45,1789172.java,selected,21,41,2362300,10,2593900.java,selected,22,48
11217653,24,2329403.java,selected,35,46,97596,31,100442.java,default,406,412
226913,31,122767.java,default,130,141,881519,24,134106.java,default,947,958
8183448,24,1102045.java,selected,224,234,16855327,23,734588.java,selected,174,183
3207327,41,2341814.java,selected,114,125,17946906,23,1951002.java,selected,327,334
4443442,41,2390885.java,selected,285,295,4973099,20,527591.java,selected,10,14
9066291,7,1344815.java,selected,57,71,7483038,24,477581.java,selected,107,118
1216562,45,2359211.java,selected,27,51,7911954,23,1475086.java,selected,21,27
11710,31,62213.java,default,81,89,11862997,24,1253769.java,selected,190,201
359113,7,111534.java,default,5,19,19214556,41,2315713.java,selected,265,273
8183448,24,1102045.java,selected,224,234,17621068,13,1791798.java,selected,14,22
6803828,41,519949.java,selected,121,136,7423625,24,2114878.java,selected,59,70
23677129,6,FTP_ApacheCommonsNet_Samples.java,sample,62,67,881515,24,134106.java,default,918,929
6157433,42,1844745.java,selected,120,129,7707971,41,1321014.java,selected,125,133
17883770,41,1578910.java,selected,543,552,3891116,42,1770622.java,selected,18,34
1561441,14,2465371.java,selected,256,265,4298292,24,794727.java,selected,21,34
7635628,7,1939092.java,selected,16,27,12849785,41,1440276.java,selected,49,63
6925877,23,2096239.java,selected,169,176,115129,7,16411.java,default,5,19
751537,7,81170.java,default,3,22,8452134,6,1222008.java,selected,128,152
13587810,24,1757279.java,selected,17,28,693644,10,12420.java,default,693,711
299389,20,113986.java,default,13,17,10372914,24,1310949.java,selected,84,96
14313420,41,179109.java,selected,300,307,11829921,24,2710544.java,selected,151,168
1747654,30,785129.java,selected,191,201,14499002,41,1689589.java,selected,906,916
17468722,41,2485419.java,selected,233,241,8766039,20,412096.java,selected,9,11
16128429,24,641921.java,selected,55,64,21942878,41,183625.java,selected,553,564
925923,39,63342.java,default,22,28,11719424,41,957171.java,selected,540,547
374432,39,106331.java,default,83,91,17122360,41,1119884.java,selected,577,585
25975,31,46306.java,default,54,62,3198237,7,2395421.java,selected,9,24
4016536,24,1526490.java,selected,144,158,23677137,7,BubbleSort.java,sample,75,91
12267275,24,2042278.java,selected,160,169,49609,36,29267.java,default,58,81
15609433,7,2606539.java,selected,49,66,7615037,41,223814.java,selected,433,440
14356490,24,559622.java,selected,93,104,3618819,41,748535.java,selected,426,435
4272289,7,2064320.java,selected,5,17,15405473,41,535284.java,selected,170,179
2111179,45,773080.java,selected,30,47,15247508,41,1893968.java,selected,48,60
10171979,41,124792.java,selected,350,358,23677155,13,ShuffleArrayInPlace.java,sample,16,32
16930547,23,2211592.java,selected,285,292,345995,7,120040.java,default,3,22
6309525,24,2592168.java,selected,86,99,17946906,23,1951002.java,selected,327,334
4645945,24,2105296.java,selected,81,90,6157433,42,1844745.java,selected,120,129
12171653,41,2674273.java,selected,236,246,6350176,24,2331779.java,selected,545,554
145913,31,110890.java,default,259,279,15730395,41,1268821.java,selected,193,201
9550213,41,2677148.java,selected,139,150,18897847,20,2439889.java,selected,5,7
4645945,24,2105296.java,selected,81,90,19371116,41,1878770.java,selected,153,162
6719730,42,1648136.java,selected,237,250,152578,24,68440.java,default,45,61
14342944,23,1280886.java,selected,553,558,17122360,41,1119884.java,selected,577,585
10869540,41,1847721.java,selected,40,47,2111179,45,773080.java,selected,30,47
23677133,7,BubbleSort.java,sample,3,19,11862998,24,1253769.java,selected,235,251
1176194,39,1774422.java,selected,164,176,881515,24,134106.java,default,918,929
1607807,10,1991936.java,selected,161,201,5399408,25,2056303.java,selected,609,620
1211771,30,2304941.java,selected,257,269,10479536,7,182175.java,selected,22,38
8359774,7,1962096.java,selected,51,69,9469148,41,1860085.java,selected,78,94
662293,39,126833.java,default,90,98,7911954,23,1475086.java,selected,21,27
23677135,7,BubbleSort.java,sample,39,55,6631513,24,1667191.java,selected,373,380
4825983,41,100172.java,selected,1171,1180,4973099,20,527591.java,selected,10,14
1595632,14,936388.java,selected,158,177,1730732,24,2121037.java,selected,53,65
419934,39,53295.java,default,51,62,8704580,23,366521.java,selected,44,50
11719425,41,957171.java,selected,554,561,211051,31,29342.java,default,208,217
11719427,41,957171.java,selected,583,591,8974950,24,6332.java,selected,185,200
7615037,41,223814.java,selected,433,440,2474387,23,2560459.java,selected,113,118
15730395,41,1268821.java,selected,193,201,22486940,7,1219912.java,selected,27,37
12849793,41,1440276.java,selected,162,170,11025049,23,651095.java,selected,112,118
3518381,24,2734364.java,selected,51,61,16440953,41,970915.java,selected,1078,1089
3210208,41,2309478.java,selected,51,59,15297119,33,1460580.java,selected,238,297
17158706,24,1429786.java,selected,51,66,2111179,45,773080.java,selected,30,47
21564809,24,349845.java,selected,105,117,11306668,41,2316374.java,selected,1343,1347
20603727,41,16259.java,selected,35,43,106585,31,37949.java,default,208,217
6328532,41,2742293.java,selected,166,176,14631177,24,2494793.java,selected,140,151
10841569,41,709128.java,selected,24,34,11531231,24,936842.java,selected,256,263
1366219,39,892047.java,selected,45,52,5027285,41,258736.java,selected,8,24
21433001,41,1316903.java,selected,435,444,3410963,24,1667210.java,selected,95,111
11063161,24,2048402.java,selected,65,73,14313423,41,179109.java,selected,336,344
12363968,24,127373.java,selected,412,421,19462844,41,1384958.java,selected,538,547
16440953,41,970915.java,selected,1078,1089,21564809,24,349845.java,selected,105,117
11099387,23,1068844.java,selected,594,599,22331090,25,1045267.java,selected,28,39
5652166,41,2312307.java,selected,325,335,8396790,23,1063077.java,selected,116,121
14009710,13,2702525.java,selected,70,78,145913,31,110890.java,default,259,279
7412290,41,2149595.java,selected,220,228,1533478,39,1740323.java,selected,79,86
9477765,23,2530570.java,selected,137,142,1366219,39,892047.java,selected,45,52
3338750,7,280291.java,selected,402,421,1760350,10,2375833.java,selected,10,47
1237333,45,1290221.java,selected,27,81,1229100,41,849403.java,selected,418,427
996585,39,435037.java,selected,26,34,301956,45,73701.java,default,9,28
106585,31,37949.java,default,208,217,20994818,41,1743616.java,selected,419,427
13088707,13,743515.java,selected,1241,1248,18244080,33,784037.java,selected,37,43
12915827,41,1822094.java,selected,36,47,49609,36,29267.java,default,58,81
6719730,42,1648136.java,selected,237,250,3616770,24,980861.java,selected,114,123
8977082,24,687012.java,selected,198,207,163980,45,133849.java,default,8,21
16743155,23,2557833.java,selected,167,172,15911781,41,1372864.java,selected,426,435
8183448,24,1102045.java,selected,224,234,17619206,41,1219581.java,selected,643,647
2318250,14,1439869.java,selected,90,104,11028375,23,2521145.java,selected,301,307
419934,39,53295.java,default,51,62,22677985,41,46516.java,selected,146,154
22391647,42,1323037.java,selected,10,21,14617665,41,1818629.java,selected,297,307
987675,10,467955.java,selected,32,72,17484945,20,592330.java,selected,365,370
628780,39,56554.java,default,46,54,41644,31,7356.java,default,54,62
9066291,7,1344815.java,selected,57,71,19396634,24,2309332.java,selected,93,97
22677985,41,46516.java,selected,146,154,345995,7,120040.java,default,3,22
4272289,7,2064320.java,selected,5,17,63853,31,105999.java,default,208,217
342729,24,61445.java,default,992,1003,13160464,13,33767.java,selected,46,55
9639110,23,1525190.java,selected,83,88,1612068,41,448380.java,selected,535,544
6925921,7,1039242.java,selected,20,36,21251237,41,1829163.java,selected,162,170
521113,7,126707.java,default,51,64,5236784,41,1202455.java,selected,7,15
19971357,41,2636968.java,selected,424,433,3626532,43,1817485.java,selected,102,130
19048601,42,923002.java,selected,413,453,693644,10,12420.java,default,693,711
2062677,23,2094874.java,selected,213,220,2111179,45,773080.java,selected,30,47
5732150,24,2302203.java,selected,30,42,9019939,41,1062090.java,selected,127,137
18020198,24,365420.java,selected,381,392,23677161,14,BinarySearch.java,sample,48,61
7707971,41,1321014.java,selected,125,133,8359774,7,1962096.java,selected,51,69
1050921,39,1781410.java,selected,121,131,17186355,41,125669.java,selected,148,152
21282797,24,1904462.java,selected,112,120,6803828,41,519949.java,selected,121,136
164143,31,31193.java,default,54,62,23677156,13,ShuffleArrayInPlace.java,sample,34,48
206078,31,80774.java,default,54,62,16128429,24,641921.java,selected,55,64
1493666,45,1789172.java,selected,21,41,10598170,7,13733.java,selected,64,76
11829921,24,2710544.java,selected,151,168,10637999,41,1051350.java,selected,86,96
7227330,7,97366.java,selected,40,56,5236784,41,1202455.java,selected,7,15
710361,45,103630.java,default,8,22,9807279,24,500613.java,selected,154,169
16440953,41,970915.java,selected,1078,1089,881519,24,134106.java,default,947,958
14819978,41,1927162.java,selected,118,133,3891116,42,1770622.java,selected,18,34
925923,39,63342.java,default,22,28,4298292,24,794727.java,selected,21,34
1561443,14,2465371.java,selected,324,334,21777343,41,2543412.java,selected,222,230
9019939,41,1062090.java,selected,127,137,7483038,24,477581.java,selected,107,118
359049,41,6774.java,default,9,16,444047,39,24608.java,default,46,54
6803828,41,519949.java,selected,121,136,18378776,7,2643652.java,selected,88,108
3324262,41,594135.java,selected,210,218,1958796,23,719494.java,selected,122,127
19283877,24,1065833.java,selected,79,97,8452134,6,1222008.java,selected,128,152
23077786,41,987848.java,selected,109,118,5926450,24,799816.java,selected,117,127
16385622,41,1675335.java,selected,5,16,222604,39,95598.java,default,83,91
16128429,24,641921.java,selected,55,64,6151193,41,2308223.java,selected,418,427
163980,45,133849.java,default,8,21,139083,42,64575.java,default,49,61
97596,31,100442.java,default,406,412,1176194,39,1774422.java,selected,164,176
