"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTION_ONE_NAME","FUNCTION_ONE_TYPE","FUNCTION_ONE_STARTLINE","FUNCTION_ONE_ENDLINE","FUNCTION_TWO_NAME","FUNCTION_TWO_TYPE","FUNCTION_TWO_STARTLINE","FUNCTION_TWO_ENDLINE","FUNCTIONALITY_ID","SYNTACTIC_TYPE","SIMILARITY_LINE","SIMILARITY_TOKEN"
"10418201","11565696","2695767.java","selected","392","418","176310.java","selected","31","51","42","3","0.185185185185185","0.6"
"59329","141343","54039.java","default","310","326","37706.java","default","1565","1615","31","3","0.0909090909090909","0.22037422037422"
"126343","142549","132680.java","default","521","583","76998.java","default","362","376","31","3","0.0909090909090909","0.2321083172147"
"3597356","20282675","1104066.java","selected","67","77","2245342.java","selected","227","243","6","3","0.166666666666667","0.31875"
"9927331","22062161","2344198.java","selected","109","124","935488.java","selected","287","301","41","3","0.285714285714286","0.586206896551724"
"13950626","15177811","429926.java","selected","617","634","1213612.java","selected","218","233","42","3","0.222222222222222","0.630434782608696"
"8921742","13031564","2360237.java","selected","32","44","897597.java","selected","103","163","6","3","0.0819672131147541","0.228187919463087"
"13499162","21948862","737105.java","selected","27","40","266915.java","selected","113","132","42","3","0.3","0.721590909090909"
"8071084","13068087","350268.java","selected","637","657","386952.java","selected","150","160","42","3","0.142857142857143","0.466666666666667"
"20184158","21830255","2027474.java","selected","20","32","2520059.java","selected","139","166","42","3","0.133333333333333","0.406593406593407"
"149842","1202104","46472.java","default","216","223","1211155.java","selected","134","146","39","3","0.142857142857143","0.483516483516483"
"13400152","17848592","671154.java","selected","32","118","1955766.java","selected","31","44","41","3","0.0631578947368421","0.124521072796935"
"1561442","6642728","2465371.java","selected","287","296","1714046.java","selected","35","51","14","3","0.222222222222222","0.685714285714286"
"1392647","23077790","1836517.java","selected","93","125","987848.java","selected","169","181","41","3","0.130434782608696","0.216572504708098"
"21264444","23445996","575789.java","selected","64","100","788182.java","selected","39","96","23","3","0.133333333333333","0.436320754716981"
"9550213","12853768","2677148.java","selected","139","150","1837701.java","selected","38","61","41","3","0.172413793103448","0.334745762711864"
"22345625","22567361","903738.java","selected","48","62","84634.java","selected","96","111","23","3","0.25","0.653333333333333"
"216509","2307487","89783.java","default","16","22","890744.java","selected","1067","1074","41","3","0.444444444444444","0.67948717948718"
"32170","227567","91598.java","default","310","317","16677.java","default","285","301","31","3","0.1875","0.436708860759494"
"29383","154177","12530.java","default","290","355","75101.java","default","354","360","31","3","0.0606060606060606","0.117136659436009"
"1243877","22736883","722394.java","selected","180","246","2466451.java","selected","264","318","24","3","0.345454545454545","0.541450777202072"
"6409829","21441448","860471.java","selected","73","83","2315461.java","selected","85","98","41","3","0.235294117647059","0.456692913385827"
"45015","190685","107650.java","default","60","82","12818.java","default","94","122","34","3","0.172413793103448","0.595348837209302"
"14094888","23279790","1711349.java","selected","67","88","1009828.java","selected","202","247","42","3","0.191489361702128","0.410752688172043"
"12877202","18306140","1206162.java","selected","247","254","2738010.java","selected","551","558","41","3","0.4","0.561224489795918"
"100058","215413","34463.java","default","84","319","71038.java","default","45","71","31","3","0.0641025641025641","0.100443131462334"
"11164783","13295660","522057.java","selected","59","75","2474941.java","selected","486","496","41","3","0.476190476190476","0.502673796791444"
"17661336","22209709","487692.java","selected","40","45","376051.java","selected","152","176","23","3","0.08","0.32967032967033"
"17630909","22026286","2705691.java","selected","238","254","2639941.java","selected","24","48","7","3","0.28","0.599009900990099"
"7645813","9596310","713421.java","selected","671","683","318031.java","selected","277","288","23","3","0.307692307692308","0.627272727272727"
"640609","8766039","91928.java","default","13","17","412096.java","selected","9","11","20","3","0.285714285714286","0.738095238095238"
"93546","170300","121282.java","default","637","742","1026.java","default","44","54","31","3","0.0350877192982456","0.0708661417322834"
"9356670","21733173","697953.java","selected","176","184","1114183.java","selected","109","152","6","3","0.119047619047619","0.206666666666667"
"1658193","23677151","2621135.java","selected","46","80","CreateJavaProject.java","sample","16","42","11","3","0.0285714285714286","0.363636363636364"
"2519495","20620200","1499506.java","selected","66","73","108508.java","selected","161","180","23","3","0.1","0.422619047619048"
"8664035","19477094","271780.java","selected","92","110","1693755.java","selected","251","330","23","3","0.0625","0.1491344873502"
"17295771","21505624","345293.java","selected","141","208","734004.java","selected","189","201","41","3","0.0533333333333333","0.167130919220056"
"9008172","21264443","2012585.java","selected","495","500","575789.java","selected","16","62","23","3","0.0638297872340425","0.167567567567568"
"848812","18516553","36821.java","default","77","143","61722.java","selected","65","84","42","3","0.132352941176471","0.277207392197125"
"168558","231801","80564.java","default","61","78","101041.java","default","17","53","34","3","0.210526315789474","0.457142857142857"
"4171775","18516556","2054559.java","selected","15","23","61722.java","selected","106","118","42","3","0.461538461538462","0.663366336633663"
"65602","12955544","100579.java","default","37","48","1446073.java","selected","31","58","41","3","0.133333333333333","0.434504792332268"
"1896084","16930389","2080586.java","selected","39","59","45094.java","selected","9","20","42","3","0.238095238095238","0.615384615384615"
"2953832","3303690","2705699.java","selected","66","107","212006.java","selected","32","61","42","3","0.181818181818182","0.610591900311527"
"793386","22137813","132376.java","default","127","163","151572.java","selected","33","45","7","3","0.228571428571429","0.402390438247012"
"3550489","9111330","5589.java","selected","142","222","2714563.java","selected","93","119","24","3","0.0843373493975904","0.280762564991334"
"3837844","15876943","271253.java","selected","146","153","483920.java","selected","257","263","41","3","0.2","0.611650485436893"
"3220779","22277332","2018963.java","selected","55","71","2390496.java","selected","176","450","42","3","0.0241379310344828","0.0503693754197448"
"141349","211051","37706.java","default","1780","1798","29342.java","default","208","217","31","3","0.2","0.401315789473684"
"46804","51408","54665.java","default","63","112","89472.java","default","105","117","36","3","0.0769230769230769","0.274725274725275"
"86573","209090","81514.java","default","43","65","25549.java","default","5","56","34","3","0.166666666666667","0.405333333333333"
"4106020","6543230","1392470.java","selected","141","156","1515325.java","selected","317","344","42","3","0.178571428571429","0.538181818181818"
"4133428","7685683","1090867.java","selected","542","551","1457177.java","selected","239","247","41","3","0.416666666666667","0.627659574468085"
"6912436","14045499","2257917.java","selected","79","104","319315.java","selected","633","679","41","3","0.296296296296296","0.346379647749511"
"1441158","19157113","2041094.java","selected","14","24","1294736.java","selected","263","282","42","3","0.238095238095238","0.478260869565217"
"12955544","19462844","1446073.java","selected","31","58","1384958.java","selected","538","547","41","3","0.266666666666667","0.249201277955272"
"18593354","20141222","1474245.java","selected","20","74","2533795.java","selected","27","41","41","3","0.0615384615384615","0.247634069400631"
"99598","309497","121579.java","default","25","66","109562.java","default","13","44","32","3","0.285714285714286","0.598746081504702"
"19250315","21884793","2617691.java","selected","36","50","515120.java","selected","1754","1762","41","3","0.333333333333333","0.413793103448276"
"491386","2970637","44040.java","default","953","964","1311667.java","selected","175","219","24","3","0.130434782608696","0.241721854304636"
"13555475","20085553","913618.java","selected","60","66","2326900.java","selected","25","88","6","3","0.046875","0.145933014354067"
"9221721","22326008","2271726.java","selected","206","481","307350.java","selected","22","36","7","3","0.031578947368421","0.0303030303030303"
"1666041","21505623","2296687.java","selected","92","102","734004.java","selected","170","187","41","3","0.15","0.304147465437788"
"7828780","11904146","350384.java","selected","227","352","1077859.java","selected","14","42","42","3","0.125925925925926","0.203260869565217"
"8347940","8742008","1783701.java","selected","206","215","913417.java","selected","284","288","41","3","0.333333333333333","0.4140625"
"10237584","21353883","1290297.java","selected","353","375","45370.java","selected","31","121","42","3","0.0833333333333334","0.210268948655257"
"67546","169126","114208.java","default","193","203","53513.java","default","239","255","31","3","0.117647058823529","0.589147286821705"
"3501324","18514066","361180.java","selected","535","544","2168962.java","selected","33","112","41","3","0.0888888888888889","0.0943877551020408"
"1856896","22412239","2522000.java","selected","406","485","969827.java","selected","608","623","42","3","0.0697674418604651","0.19047619047619"
"79780","154178","55028.java","default","54","62","75101.java","default","365","371","31","3","0.444444444444444","0.677966101694915"
"2772502","15177202","2417130.java","selected","71","88","2510642.java","selected","175","215","24","3","0.209302325581395","0.25414364640884"
"2271651","6719720","962278.java","selected","49","72","1648136.java","selected","76","85","42","3","0.12","0.243401759530792"
"1229100","8842403","849403.java","selected","418","427","2074770.java","selected","19","29","41","3","0.25","0.621951219512195"
"5027285","10841569","258736.java","selected","8","24","709128.java","selected","24","34","41","3","0.318181818181818","0.48019801980198"
"8511446","12690725","1701099.java","selected","75","139","1274548.java","selected","145","165","6","3","0.133333333333333","0.232142857142857"
"631362","723727","23336.java","default","13","17","56762.java","default","10","16","20","3","0.285714285714286","0.738095238095238"
"55697","335524","38355.java","default","246","258","22822.java","default","28","53","34","3","0.115384615384615","0.376623376623377"
"4339853","18324701","1913155.java","selected","269","285","1154623.java","selected","42","119","42","3","0.0833333333333334","0.256862745098039"
"13699650","21730634","1896840.java","selected","59","85","445633.java","selected","90","100","42","3","0.111111111111111","0.32"
"33929","150392","6851.java","default","40","54","89044.java","default","49","150","36","3","0.0388349514563107","0.0985915492957746"
"17186354","21108838","125669.java","selected","139","143","582012.java","selected","74","98","41","3","0.09375","0.225454545454545"
"9019939","20994818","1062090.java","selected","127","137","1743616.java","selected","419","427","41","3","0.384615384615385","0.78"
"57899","164132","119227.java","default","146","159","32390.java","default","45","71","31","3","0.3","0.337301587301587"
"94495","145333","100429.java","default","28","53","1279.java","default","165","762","34","3","0.0108191653786708","0.0431845597104946"
"14094888","22410369","1711349.java","selected","67","88","376524.java","selected","102","118","42","3","0.153846153846154","0.550420168067227"
"12571451","18717810","2457523.java","selected","52","61","1383868.java","selected","58","64","19","3","0.1","0.688311688311688"
"12955544","17619206","1446073.java","selected","31","58","1219581.java","selected","643","647","41","3","0.0666666666666667","0.23961661341853"
"342729","5244628","61445.java","default","992","1003","2041642.java","selected","757","788","24","3","0.230769230769231","0.451612903225806"
"4943102","22345625","2255626.java","selected","558","562","903738.java","selected","48","62","23","3","0.133333333333333","0.4"
"5026107","6977631","511012.java","selected","172","181","2490913.java","selected","402","408","23","3","0.363636363636364","0.602150537634409"
"2645433","16939126","472180.java","selected","12","23","814026.java","selected","49","89","42","3","0.13953488372093","0.314285714285714"
"2425091","13402674","1710788.java","selected","884","906","2331165.java","selected","118","133","41","3","0.269230769230769","0.603351955307263"
"529986","22026286","64326.java","default","16","27","2639941.java","selected","24","48","7","3","0.28","0.435643564356436"
"6608170","15973624","1689043.java","selected","107","205","1920645.java","selected","363","371","41","3","0.0454545454545454","0.0748362956033677"
"15247508","21297858","1893968.java","selected","48","60","930352.java","selected","76","86","41","3","0.466666666666667","0.693548387096774"
"14212193","17619207","2543124.java","selected","10","43","1219581.java","selected","653","657","41","3","0.0526315789473685","0.253687315634218"
"3412193","14136709","2647657.java","selected","61","65","1812149.java","selected","125","136","24","3","0.25","0.452054794520548"
"2062668","3705134","2094874.java","selected","71","77","759787.java","selected","46","65","23","3","0.136363636363636","0.43558282208589"
"10028166","18846293","702387.java","selected","964","970","879957.java","selected","248","266","23","3","0.181818181818182","0.414414414414414"
"2040667","13576832","491681.java","selected","179","196","1396650.java","selected","32","50","42","3","0.315789473684211","0.67065868263473"
"22231008","22517711","305499.java","selected","19","27","2417935.java","selected","324","381","6","3","0.0689655172413793","0.116740088105727"
"5190898","8071084","1956686.java","selected","16","36","350268.java","selected","637","657","42","3","0.238095238095238","0.734042553191489"
"2307487","22424586","890744.java","selected","1067","1074","76896.java","selected","237","272","41","3","0.0952380952380952","0.216049382716049"
"12849786","14598564","1440276.java","selected","65","79","1542784.java","selected","98","108","41","3","0.470588235294118","0.512658227848101"
"78414","125556","68920.java","default","160","195","110260.java","default","113","121","36","3","0.138888888888889","0.138461538461538"
"5565615","20282669","570257.java","selected","84","105","2245342.java","selected","116","141","6","3","0.285714285714286","0.436"
"17141253","23302654","850820.java","selected","15","29","889064.java","selected","24","33","24","3","0.333333333333333","0.476190476190476"
"3870229","19236670","178883.java","selected","18","26","1118161.java","selected","125","138","24","3","0.285714285714286","0.40952380952381"
"7301459","21137353","2105817.java","selected","610","635","2676504.java","selected","56","73","24","3","0.259259259259259","0.29757785467128"
"19340308","22780871","2395590.java","selected","86","91","2020414.java","selected","1222","1231","23","3","0.0909090909090909","0.442748091603053"
"2458","147987","48479.java","default","10","24","98131.java","default","469","491","36","3","0.166666666666667","0.455056179775281"
"418058","1725715","51983.java","default","124","131","1697894.java","selected","51","68","39","3","0.111111111111111","0.431578947368421"
"146003","175699","82217.java","default","185","205","61547.java","default","563","568","31","3","0.142857142857143","0.3515625"
"9119483","12849785","1230189.java","selected","95","103","1440276.java","selected","49","63","41","3","0.352941176470588","0.462025316455696"
"5328587","14689219","2706639.java","selected","144","168","1274755.java","selected","232","269","42","3","0.15","0.40495867768595"
"11172745","13755943","125797.java","selected","126","158","2359673.java","selected","158","163","41","3","0.105263157894737","0.212328767123288"
"15247508","15357265","1893968.java","selected","48","60","2254496.java","selected","439","456","41","3","0.45","0.473913043478261"
"3616773","15664293","980861.java","selected","150","159","1548274.java","selected","45","61","24","3","0.470588235294118","0.451851851851852"
"8267315","15664293","2665763.java","selected","53","68","1548274.java","selected","45","61","24","3","0.411764705882353","0.548148148148148"
"11849267","11862998","673099.java","selected","99","169","1253769.java","selected","235","251","24","3","0.112676056338028","0.218687872763419"
"12744961","12849785","757704.java","selected","204","217","1440276.java","selected","49","63","41","3","0.421052631578947","0.645569620253165"
"7828780","19289148","350384.java","selected","227","352","565578.java","selected","230","280","42","3","0.111111111111111","0.320652173913043"
"123539","253280","131686.java","default","1009","1099","22967.java","default","246","258","34","3","0.0752688172043011","0.15251572327044"
"8084334","19318863","1088977.java","selected","47","65","870797.java","selected","311","342","42","3","0.1875","0.410828025477707"
"1936695","14558030","1109516.java","selected","143","153","1345244.java","selected","356","459","41","3","0.0483870967741935","0.0883248730964467"
"5392596","16295313","2656678.java","selected","327","356","1284525.java","selected","250","260","23","3","0.15625","0.36864406779661"
"120983","521113","91167.java","default","14","33","126707.java","default","51","64","7","3","0.454545454545455","0.67479674796748"
"6600715","17164624","1670244.java","selected","27","54","994930.java","selected","29","36","42","3","0.0689655172413793","0.495454545454545"
"7363283","8653855","680797.java","selected","180","257","2423088.java","selected","55","125","42","3","0.195121951219512","0.612094395280236"
"890509","921626","108743.java","default","23","81","45706.java","default","25","66","32","3","0.323529411764706","0.557086614173228"
"6304373","11245902","1202998.java","selected","434","673","945185.java","selected","33","110","6","3","0.151394422310757","0.183572488866898"
"9661095","19069826","1806765.java","selected","212","230","217047.java","selected","72","92","33","3","0.166666666666667","0.409090909090909"
"88624","206478","65062.java","default","252","280","53735.java","default","44","73","31","3","0.121212121212121","0.498516320474777"
"12404493","14321944","1107261.java","selected","33","45","39335.java","selected","349","356","41","3","0.266666666666667","0.390070921985816"
"4766433","6494291","2590505.java","selected","151","153","1252896.java","selected","73","77","20","3","0.285714285714286","0.785714285714286"
"7412290","8090506","2149595.java","selected","220","228","821557.java","selected","241","255","41","3","0.421052631578947","0.50609756097561"
"27349","190877","133142.java","default","139","142","9881.java","default","97","116","31","3","0.136363636363636","0.229813664596273"
"5328587","15605126","2706639.java","selected","144","168","1027616.java","selected","20","56","42","3","0.230769230769231","0.498381877022654"
"1943456","23179803","738043.java","selected","317","326","2085695.java","selected","1330","1334","41","3","0.166666666666667","0.704545454545455"
"1426348","11777313","2388039.java","selected","95","106","618844.java","selected","61","72","23","3","0.230769230769231","0.668965517241379"
"4087089","11824907","804146.java","selected","214","222","738585.java","selected","19","29","23","3","0.166666666666667","0.611111111111111"
"7246103","16696275","2289722.java","selected","68","76","79766.java","selected","683","693","41","3","0.384615384615385","0.674418604651163"
"4098751","22412239","283967.java","selected","109","133","969827.java","selected","608","623","42","3","0.2","0.539473684210526"
"5921154","19440276","1671834.java","selected","280","317","150429.java","selected","113","144","42","3","0.131578947368421","0.543909348441926"
"41643","77253","7356.java","default","44","73","77842.java","default","265","278","31","3","0.1","0.570093457943925"
"12428011","14450108","714671.java","selected","51","86","1320953.java","selected","119","168","6","3","0.313725490196078","0.576547231270358"
"1065137","17029201","2503498.java","selected","109","174","1057572.java","selected","44","52","24","3","0.0769230769230769","0.147505422993492"
"12479255","19083029","1172905.java","selected","141","160","935264.java","selected","67","108","33","3","0.19047619047619","0.303703703703704"
"3720508","11405185","1680180.java","selected","29","45","1785806.java","selected","40","63","42","3","0.291666666666667","0.54040404040404"
"309497","356214","109562.java","default","13","44","71444.java","default","19","135","32","3","0.0775193798449613","0.195692883895131"
"7552571","19160002","2475844.java","selected","458","463","2429321.java","selected","141","168","41","3","0.1","0.193798449612403"
"5404081","6044784","560196.java","selected","47","55","727123.java","selected","185","195","23","3","0.375","0.48062015503876"
"2240927","3597356","1571490.java","selected","119","142","1104066.java","selected","67","77","6","3","0.125","0.302857142857143"
"18703321","23677220","611726.java","selected","264","268","TransposeMatrix.java","sample","4","12","41","3","0.272727272727273","0.919191919191919"
"6719724","11093216","1648136.java","selected","149","160","356344.java","selected","46","62","42","3","0.176470588235294","0.430232558139535"
"6799161","14499002","986192.java","selected","130","141","1689589.java","selected","906","916","41","3","0.428571428571429","0.612612612612613"
"2874892","8267314","2543450.java","selected","78","88","2665763.java","selected","33","157","24","3","0.056","0.057012542759407"
"4272289","17985016","2064320.java","selected","5","17","1802661.java","selected","34","65","7","3","0.257142857142857","0.45933014354067"
"11259739","21790263","2391775.java","selected","331","341","2615599.java","selected","537","557","33","3","0.0909090909090909","0.48"
"3402791","22391358","536045.java","selected","20","56","489732.java","selected","40","149","42","3","0.0756302521008403","0.198952879581152"
"606579","10903468","92221.java","default","101","109","1794506.java","selected","179","191","41","3","0.4375","0.52258064516129"
"1822330","22963314","1854044.java","selected","600","612","938813.java","selected","172","234","42","3","0.078125","0.229906542056075"
"1605515","2049243","233787.java","selected","25","51","2122911.java","selected","115","124","30","3","0.107142857142857","0.32258064516129"
"79830","96077","22322.java","default","325","692","48037.java","default","123","142","31","3","0.0207253886010362","0.0332989158492514"
"6719724","12789264","1648136.java","selected","149","160","511273.java","selected","139","183","42","3","0.0638297872340425","0.195175438596491"
"1781810","18257888","203584.java","selected","134","165","2278603.java","selected","185","192","41","3","0.148936170212766","0.191176470588235"
"63853","175700","105999.java","default","208","217","61547.java","default","570","575","31","3","0.272727272727273","0.540540540540541"
"108122","338353","8710.java","default","23","67","27320.java","default","48","157","34","3","0.205128205128205","0.349854227405248"
"17732043","22758240","175022.java","selected","370","449","849937.java","selected","20","45","42","3","0.0697674418604651","0.277310924369748"
"9349770","21948862","720500.java","selected","68","195","266915.java","selected","113","132","42","3","0.0458015267175572","0.151696606786427"
"8595492","15004733","224751.java","selected","263","282","1278082.java","selected","33","44","24","3","0.35","0.562043795620438"
"14985249","19048600","2342885.java","selected","48","65","923002.java","selected","383","407","42","3","0.28","0.546448087431694"
"6977631","9372262","2490913.java","selected","402","408","1142331.java","selected","86","181","23","3","0.0490196078431373","0.0944099378881987"
"8704581","13008409","366521.java","selected","61","67","442168.java","selected","85","95","23","3","0.153846153846154","0.592592592592593"
"2580952","6322228","1658103.java","selected","107","156","843950.java","selected","9","27","42","3","0.12","0.287128712871287"
"3851767","17082610","1433567.java","selected","203","213","1422595.java","selected","104","118","23","3","0.25","0.620689655172414"
"1561445","2593267","2465371.java","selected","398","407","1703600.java","selected","258","282","14","3","0.142857142857143","0.405882352941176"
"495384","13837392","60627.java","default","442","615","579830.java","selected","537","547","19","3","0.021505376344086","0.0326446280991736"
"13174717","21163435","940945.java","selected","31","60","2671715.java","selected","603","608","23","3","0.117647058823529","0.27007299270073"
"1076874","20100873","17904.java","selected","133","146","2000379.java","selected","438","456","24","3","0.210526315789474","0.568181818181818"
"2863405","14623834","559816.java","selected","137","144","1095189.java","selected","855","870","23","3","0.117647058823529","0.528925619834711"
"834100","1109951","120808.java","default","216","223","589951.java","selected","523","529","39","3","0.333333333333333","0.597014925373134"
"18837684","19236670","311385.java","selected","56","73","1118161.java","selected","125","138","24","3","0.277777777777778","0.583941605839416"
"18498963","23434493","424157.java","selected","149","167","2403113.java","selected","62","76","23","3","0.210526315789474","0.488636363636364"
"2474390","21689510","2560459.java","selected","130","134","229651.java","selected","93","111","23","3","0.0370370370370371","0.233962264150943"
"3353836","7289944","45530.java","selected","107","116","2514349.java","selected","822","836","41","3","0.411764705882353","0.696969696969697"
"2725289","12849787","2158829.java","selected","31","40","1440276.java","selected","81","95","41","3","0.470588235294118","0.531645569620253"
"37024","141343","79933.java","default","345","355","37706.java","default","1565","1615","31","3","0.0727272727272728","0.158004158004158"
"12021017","16192325","2448525.java","selected","82","96","2340383.java","selected","38","50","24","3","0.4","0.811764705882353"
"11172745","15876943","125797.java","selected","126","158","483920.java","selected","257","263","41","3","0.0789473684210527","0.304794520547945"
"2464986","15394123","567187.java","selected","132","140","1492430.java","selected","280","298","23","3","0.2","0.484375"
"17276053","22567361","2233951.java","selected","58","71","84634.java","selected","96","111","23","3","0.375","0.6875"
"5543907","9477286","1575419.java","selected","36","69","62653.java","selected","131","144","42","3","0.105263157894737","0.324483775811209"
"986079","13078351","2364886.java","selected","517","525","1754249.java","selected","186","191","41","3","0.0909090909090909","0.704081632653061"
"13562972","14558799","119230.java","selected","433","455","1725880.java","selected","198","215","23","3","0.333333333333333","0.586046511627907"
"19594154","20309620","582316.java","selected","211","216","1421775.java","selected","209","222","23","3","0.2","0.495327102803738"
"9015239","21498404","1977875.java","selected","63","68","1911150.java","selected","187","196","41","3","0.25","0.704761904761905"
"11491566","12171653","852221.java","selected","267","322","2674273.java","selected","236","246","41","3","0.102941176470588","0.185321100917431"
"159440","169125","5385.java","default","41","226","53513.java","default","223","237","31","3","0.0357142857142857","0.0745466756212223"
"8883054","12575940","2738873.java","selected","49","61","1873346.java","selected","166","178","42","3","0.285714285714286","0.618421052631579"
"6109628","7705278","664865.java","selected","12","23","366977.java","selected","40","69","42","3","0.129032258064516","0.416030534351145"
"6393825","15194391","1921974.java","selected","381","386","644987.java","selected","110","123","23","3","0.214285714285714","0.375"
"6016343","14819979","1237357.java","selected","385","389","1927162.java","selected","135","176","41","3","0.0638297872340425","0.18"
"439935","22109284","100518.java","default","143","217","2676307.java","selected","138","163","41","3","0.111111111111111","0.434056761268781"
"1760743","11520257","272822.java","selected","74","131","2223414.java","selected","795","815","24","3","0.155172413793103","0.281795511221945"
"17659097","20589846","2294433.java","selected","7","21","448892.java","selected","122","141","42","3","0.136363636363636","0.425925925925926"
"86004","154506","22797.java","default","331","342","135561.java","default","246","258","34","3","0.153846153846154","0.53921568627451"
"5805445","16743156","1905804.java","selected","787","795","2557833.java","selected","174","206","23","3","0.157894736842105","0.367588932806324"
"29385","227567","12530.java","default","310","320","16677.java","default","285","301","31","3","0.0625","0.386075949367089"
"101506","117163","69113.java","default","37","48","56662.java","default","77","100","36","3","0.208333333333333","0.354330708661417"
"16244014","19667802","2354819.java","selected","102","157","1403601.java","selected","170","236","33","3","0.0933333333333334","0.342301943198804"
"1593527","13168383","1508109.java","selected","191","407","1767319.java","selected","137","263","42","3","0.101382488479263","0.412237330037083"
"88295","335524","54028.java","default","16","58","22822.java","default","28","53","34","3","0.186046511627907","0.623076923076923"
"3891116","4098751","1770622.java","selected","18","34","283967.java","selected","109","133","42","3","0.32","0.429824561403509"
"6213","47558","29609.java","default","5","71","33328.java","default","63","112","36","3","0.26865671641791","0.53880266075388"
"1707982","12089441","39890.java","selected","22","32","2172430.java","selected","40","141","42","3","0.0576923076923077","0.115890083632019"
"4471924","15818541","982218.java","selected","230","280","1376539.java","selected","17","29","42","3","0.107142857142857","0.208413001912046"
"8071085","17059598","350268.java","selected","669","690","1378577.java","selected","135","146","42","3","0.227272727272727","0.486631016042781"
"8194211","19987055","2150497.java","selected","60","64","183896.java","selected","65","73","41","3","0.272727272727273","0.688172043010753"
"49611","51854","29267.java","default","115","137","12980.java","default","7","11","36","3","0.0434782608695652","0.251461988304094"
"96077","203506","48037.java","default","123","142","122340.java","default","54","62","31","3","0.2","0.356164383561644"
"689989","837155","9437.java","default","25","66","87617.java","default","19","135","32","3","0.193798449612403","0.232209737827715"
"8842403","13298341","2074770.java","selected","19","29","1466496.java","selected","47","76","41","3","0.121212121212121","0.262172284644195"
"8194211","12849785","2150497.java","selected","60","64","1440276.java","selected","49","63","41","3","0.176470588235294","0.550632911392405"
"4443442","13755944","2390885.java","selected","285","295","2359673.java","selected","169","171","41","3","0.153846153846154","0.475728155339806"
"20043800","21282797","2334751.java","selected","48","76","1904462.java","selected","112","120","24","3","0.166666666666667","0.385281385281385"
"10598170","21273059","13733.java","selected","64","76","665194.java","selected","751","775","7","3","0.285714285714286","0.457777777777778"
"41643","172529","7356.java","default","44","73","41391.java","default","141","195","31","3","0.181818181818182","0.443914081145585"
"5287704","6506304","2024419.java","selected","22","29","622373.java","selected","10","26","42","3","0.294117647058823","0.49645390070922"
"126342","176128","132680.java","default","490","519","24345.java","default","32","60","31","3","0.32258064516129","0.559471365638767"
"1494471","13698276","2372304.java","selected","36","41","1477484.java","selected","191","225","23","3","0.0238095238095238","0.147196261682243"
"8157622","10869540","1026776.java","selected","945","949","1847721.java","selected","40","47","41","3","0.2","0.670212765957447"
"1617556","19839484","561744.java","selected","175","197","1965321.java","selected","39","138","42","3","0.0566037735849056","0.184698608964451"
