"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTION_ONE_NAME","FUNCTION_ONE_TYPE","FUNCTION_ONE_STARTLINE","FUNCTION_ONE_ENDLINE","FUNCTION_TWO_NAME","FUNCTION_TWO_TYPE","FUNCTION_TWO_STARTLINE","FUNCTION_TWO_ENDLINE","FUNCTIONALITY_ID","SYNTACTIC_TYPE","SIMILARITY_LINE","SIMILARITY_TOKEN"
"86878","91670","2890.java","default","63","112","88126.java","default","63","112","36","3","0.961538461538462","0.906593406593407"
"2746909","8837901","245886.java","selected","56","70","522719.java","selected","88","102","23","3","0.9375","0.97841726618705"
"21273051","21273057","665194.java","selected","487","510","665194.java","selected","701","724","7","3","0.962962962962963","0.990566037735849"
"98022","329965","75351.java","default","48","157","36962.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"7289717","11440870","211182.java","selected","426","435","2274744.java","selected","413","422","41","3","0.916666666666667","0.98780487804878"
"52962","151248","102852.java","default","48","157","56025.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"10228159","18712047","2710516.java","selected","215","223","844874.java","selected","31","39","41","3","0.909090909090909","0.972602739726027"
"11440870","19462844","2274744.java","selected","413","422","1384958.java","selected","538","547","41","3","0.916666666666667","0.98780487804878"
"19321","321738","9441.java","default","48","157","29270.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"4272110","8539991","2701118.java","selected","88","102","2501958.java","selected","107","121","23","3","0.9375","0.97841726618705"
"130685","145912","15356.java","default","247","265","110890.java","default","239","257","31","3","0.904761904761905","0.948571428571429"
"59329","169126","54039.java","default","310","326","53513.java","default","239","255","31","3","0.941176470588235","0.984496124031008"
"1666041","10637999","2296687.java","selected","92","102","1051350.java","selected","86","96","41","3","0.923076923076923","0.990291262135922"
"12849793","13002069","1440276.java","selected","162","170","2098840.java","selected","75","83","41","3","0.909090909090909","0.97979797979798"
"4284518","11453370","1712367.java","selected","97","111","931602.java","selected","52","66","23","3","0.9375","0.97841726618705"
"12034340","18516553","2547090.java","selected","48","69","61722.java","selected","65","84","42","3","0.909090909090909","0.948717948717949"
"169210","338353","66437.java","default","48","157","27320.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"1669535","17082610","1616011.java","selected","99","113","1422595.java","selected","104","118","23","3","0.9375","0.97841726618705"
"5994","321738","121997.java","default","48","157","29270.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"558348","1176194","106083.java","default","250","262","1774422.java","selected","164","176","39","3","0.928571428571429","0.988888888888889"
"178490","1109951","68539.java","default","33","40","589951.java","selected","523","529","39","3","0.9","0.788235294117647"
"14258226","22783647","1616147.java","selected","103","113","2710081.java","selected","90","100","24","3","0.916666666666667","0.910891089108911"
"13811176","21492113","1880284.java","selected","382","391","1030949.java","selected","528","537","41","3","0.916666666666667","0.98780487804878"
"21273055","21273056","665194.java","selected","607","652","665194.java","selected","654","699","7","3","0.981481481481482","0.997767857142857"
"21273057","21273058","665194.java","selected","701","724","665194.java","selected","726","749","7","3","0.962962962962963","0.995283018867924"
"2451218","9210368","662269.java","selected","77","85","552581.java","selected","79","87","13","3","0.9","0.985074626865672"
"4542075","11453370","700852.java","selected","89","103","931602.java","selected","52","66","23","3","0.9375","0.97841726618705"
"6870106","23677160","220170.java","selected","10","18","BinarySearch.java","sample","32","46","14","3","0.916666666666667","0.97752808988764"
"15730395","20603727","1268821.java","selected","193","201","16259.java","selected","35","43","41","3","0.909090909090909","0.96969696969697"
"1760350","1760353","2375833.java","selected","10","47","2375833.java","selected","127","163","10","3","0.921052631578947","0.905660377358491"
"223122","333457","121029.java","default","43","152","79128.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"6088697","18412513","1985930.java","selected","141","166","1176476.java","selected","141","166","13","3","0.962962962962963","0.985576923076923"
"17082610","19663005","1422595.java","selected","104","118","2096828.java","selected","152","166","23","3","0.9375","0.97841726618705"
"8924049","17082610","2593456.java","selected","89","103","1422595.java","selected","104","118","23","3","0.9375","0.97841726618705"
"10052160","22783647","2166691.java","selected","245","255","2710081.java","selected","90","100","24","3","0.916666666666667","0.924731182795699"
"8640120","12363968","2022414.java","selected","91","101","127373.java","selected","412","421","24","3","0.909090909090909","0.890909090909091"
"1669535","8539991","1616011.java","selected","99","113","2501958.java","selected","107","121","23","3","0.9375","0.97841726618705"
"2315719","2451218","1833863.java","selected","95","103","662269.java","selected","77","85","13","3","0.9","0.985074626865672"
"19971357","21655926","2636968.java","selected","424","433","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"3746738","12194043","284272.java","selected","107","121","2069719.java","selected","97","111","23","3","0.9375","0.97841726618705"
"539004","21884747","13934.java","default","96","104","515120.java","selected","764","772","41","3","0.909090909090909","0.97979797979798"
"1612068","15911781","448380.java","selected","535","544","1372864.java","selected","426","435","41","3","0.916666666666667","0.98780487804878"
"4825983","21655926","100172.java","selected","1171","1180","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"384844","598483","58326.java","default","18","41","109894.java","default","57","80","10","3","0.958333333333333","0.988636363636364"
"14313423","19214556","179109.java","selected","336","344","2315713.java","selected","265","273","41","3","0.909090909090909","0.986842105263158"
"128983","338353","84877.java","default","48","157","27320.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"13811176","15115902","1880284.java","selected","382","391","1321892.java","selected","426","435","41","3","0.916666666666667","0.98780487804878"
"223122","337754","121029.java","default","43","152","18339.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"1672992","1672993","1192896.java","selected","20","33","1192896.java","selected","41","55","39","3","0.9375","0.912621359223301"
"4106017","4106021","1392470.java","selected","71","86","1392470.java","selected","163","178","42","3","0.941176470588235","0.933649289099526"
"384844","789472","58326.java","default","18","41","42899.java","default","57","80","10","3","0.958333333333333","0.988636363636364"
"13811176","19549852","1880284.java","selected","382","391","849450.java","selected","426","435","41","3","0.916666666666667","0.98780487804878"
"7412290","15730395","2149595.java","selected","220","228","1268821.java","selected","193","201","41","3","0.909090909090909","0.97979797979798"
"9346447","21777343","2453374.java","selected","143","151","2543412.java","selected","222","230","41","3","0.909090909090909","0.98989898989899"
"20578109","21877022","1702294.java","selected","312","391","664104.java","selected","370","447","41","3","0.954022988505747","0.978165938864629"
"98022","151248","75351.java","default","48","157","56025.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"12166051","18407593","1806836.java","selected","102","197","2036885.java","selected","91","189","41","3","0.921739130434783","0.985047846889952"
"225907","439935","3471.java","default","149","224","100518.java","default","143","217","41","3","0.989010989010989","0.988448844884488"
"225907","767213","3471.java","default","149","224","8936.java","default","145","219","41","3","0.989010989010989","0.988448844884488"
"151248","166887","56025.java","default","48","157","49316.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"9346447","21884793","2453374.java","selected","143","151","515120.java","selected","1754","1762","41","3","0.909090909090909","0.98989898989899"
"15131771","21655926","115180.java","selected","377","386","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"13811176","19462844","1880284.java","selected","382","391","1384958.java","selected","538","547","41","3","0.916666666666667","0.98780487804878"
"3518381","6663397","2734364.java","selected","51","61","2517513.java","selected","70","80","24","3","0.916666666666667","0.924731182795699"
"1612068","11440870","448380.java","selected","535","544","2274744.java","selected","413","422","41","3","0.916666666666667","0.98780487804878"
"11242896","14493110","96719.java","selected","27","55","1630982.java","selected","27","55","42","3","0.966666666666667","0.980694980694981"
"8924049","12194043","2593456.java","selected","89","103","2069719.java","selected","97","111","23","3","0.9375","0.97841726618705"
"2353890","10496861","2705414.java","selected","1209","1251","316575.java","selected","1214","1256","41","3","0.978723404255319","0.996168582375479"
"10637999","13295660","1051350.java","selected","86","96","2474941.java","selected","486","496","41","3","0.923076923076923","0.990291262135922"
"6881493","21509529","315000.java","selected","141","180","415416.java","selected","81","120","24","3","0.977777777777778","0.992753623188406"
"2413963","9346447","1778122.java","selected","138","147","2453374.java","selected","143","151","41","3","0.916666666666667","0.891891891891892"
"7542627","7615037","1012963.java","selected","366","373","223814.java","selected","433","440","41","3","0.9","0.978723404255319"
"15911781","21433001","1372864.java","selected","426","435","1316903.java","selected","435","444","41","3","0.916666666666667","0.98780487804878"
"13811176","20762045","1880284.java","selected","382","391","868705.java","selected","425","434","41","3","0.916666666666667","0.98780487804878"
"98022","223122","75351.java","default","48","157","121029.java","default","43","152","34","3","0.991452991452991","0.998542274052478"
"112054","236030","94873.java","default","391","568","46669.java","default","391","569","30","3","0.994413407821229","0.992196209587514"
"662161","1552000","80687.java","default","137","149","801858.java","selected","37","49","39","3","0.928571428571429","0.978021978021978"
"3501324","21655926","361180.java","selected","535","544","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"17295771","21069074","345293.java","selected","141","208","1517899.java","selected","153","220","41","3","0.973333333333333","0.964769647696477"
"329965","337754","36962.java","default","48","157","18339.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"12194043","19663005","2069719.java","selected","97","111","2096828.java","selected","152","166","23","3","0.9375","0.97841726618705"
"42892","91670","33357.java","default","63","112","88126.java","default","63","112","36","3","0.961538461538462","0.906593406593407"
"80830","616054","48824.java","default","117","222","85594.java","default","117","222","30","3","0.990909090909091","0.992"
"169210","321738","66437.java","default","48","157","29270.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"384844","864227","58326.java","default","18","41","97964.java","default","57","80","10","3","0.958333333333333","0.988636363636364"
"14493110","16871519","1630982.java","selected","27","55","1144107.java","selected","27","55","42","3","0.966666666666667","0.980694980694981"
"8452133","19044531","1222008.java","selected","106","126","1103983.java","selected","102","122","6","3","0.952380952380952","0.986301369863014"
"4106020","4106021","1392470.java","selected","141","156","1392470.java","selected","163","178","42","3","0.941176470588235","0.933649289099526"
"13322784","13648325","1829517.java","selected","128","151","144497.java","selected","308","331","42","3","0.958333333333333","0.97244094488189"
"11440870","21420091","2274744.java","selected","413","422","1812318.java","selected","425","434","41","3","0.916666666666667","0.98780487804878"
"9019939","14499002","1062090.java","selected","127","137","1689589.java","selected","906","916","41","3","0.923076923076923","0.980392156862745"
"5326918","12479725","1246248.java","selected","27","41","2383306.java","selected","27","40","21","3","0.933333333333333","0.923611111111111"
"10031370","21412295","1638888.java","selected","7","18","1625179.java","selected","7","18","12","3","0.923076923076923","0.984126984126984"
"10947776","21509529","1128200.java","selected","86","125","415416.java","selected","81","120","24","3","0.977777777777778","0.992753623188406"
"3618819","21655926","748535.java","selected","426","435","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"15911781","20762045","1372864.java","selected","426","435","868705.java","selected","425","434","41","3","0.916666666666667","0.98780487804878"
"2746909","22421984","245886.java","selected","56","70","939613.java","selected","120","134","23","3","0.9375","0.97841726618705"
"14357939","17082610","2180965.java","selected","87","101","1422595.java","selected","104","118","23","3","0.9375","0.97841726618705"
"329965","333457","36962.java","default","48","157","79128.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"9898549","9898551","337379.java","selected","67","99","337379.java","selected","147","178","23","3","0.970588235294118","0.952586206896552"
"2315719","7436917","1833863.java","selected","95","103","421582.java","selected","103","111","13","3","0.9","0.985074626865672"
"52962","329965","102852.java","default","48","157","36962.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"2746909","19922498","245886.java","selected","56","70","497716.java","selected","111","125","23","3","0.9375","0.97841726618705"
"558348","1202104","106083.java","default","250","262","1211155.java","selected","134","146","39","3","0.928571428571429","0.989010989010989"
"49607","120112","29267.java","default","8","189","40028.java","default","8","176","36","3","0.917582417582418","0.912912912912913"
"17175167","21128891","1950614.java","selected","101","115","2430119.java","selected","92","106","33","3","0.933333333333333","0.979381443298969"
"4721884","8842301","2417484.java","selected","265","274","2419115.java","selected","27","36","24","3","0.9","0.622222222222222"
"224200","329965","14511.java","default","48","157","36962.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"4133428","11440870","1090867.java","selected","542","551","2274744.java","selected","413","422","41","3","0.916666666666667","0.98780487804878"
"49611","120116","29267.java","default","115","137","40028.java","default","109","130","36","3","0.956521739130435","0.95906432748538"
"19048600","20409792","923002.java","selected","383","407","405978.java","selected","240","263","42","3","0.96","0.879781420765027"
"4272110","17082610","2701118.java","selected","88","102","1422595.java","selected","104","118","23","3","0.9375","0.97841726618705"
"558348","1552000","106083.java","default","250","262","801858.java","selected","37","49","39","3","0.928571428571429","0.988888888888889"
"18245","25974","45154.java","default","44","73","46306.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"5515246","19894299","1383459.java","selected","26","34","631271.java","selected","17","26","18","3","0.9","0.890909090909091"
"653681","1176194","2549.java","default","8","20","1774422.java","selected","164","176","39","3","0.928571428571429","0.978021978021978"
"7542627","10513108","1012963.java","selected","366","373","1607259.java","selected","330","337","41","3","0.9","0.978723404255319"
"18245","206077","45154.java","default","44","73","80774.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"539004","2537400","13934.java","default","96","104","2730348.java","selected","266","274","41","3","0.909090909090909","0.97979797979798"
"8837901","11453370","522719.java","selected","88","102","931602.java","selected","52","66","23","3","0.9375","0.97841726618705"
"13841414","15102194","612274.java","selected","89","98","1577262.java","selected","9","18","23","3","0.9","0.938775510204082"
"4630756","6409832","932718.java","selected","107","122","860471.java","selected","107","122","41","3","0.947368421052632","0.983240223463687"
"8182890","11719427","615216.java","selected","378","386","957171.java","selected","583","591","41","3","0.909090909090909","0.986842105263158"
"384844","727437","58326.java","default","18","41","12832.java","default","57","80","10","3","0.958333333333333","0.988636363636364"
"539004","5236784","13934.java","default","96","104","1202455.java","selected","7","15","41","3","0.909090909090909","0.98989898989899"
"7727384","13322784","2519659.java","selected","135","158","1829517.java","selected","128","151","42","3","0.958333333333333","0.97244094488189"
"13811176","17883770","1880284.java","selected","382","391","1578910.java","selected","543","552","41","3","0.916666666666667","0.98780487804878"
"18245","164142","45154.java","default","44","73","31193.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"8887818","11440870","900584.java","selected","444","453","2274744.java","selected","413","422","41","3","0.916666666666667","0.98780487804878"
"15162110","21655926","2286616.java","selected","531","540","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"1229100","11440870","849403.java","selected","418","427","2274744.java","selected","413","422","41","3","0.916666666666667","0.98780487804878"
"4542075","17082610","700852.java","selected","89","103","1422595.java","selected","104","118","23","3","0.9375","0.97841726618705"
"11440870","15911781","2274744.java","selected","413","422","1372864.java","selected","426","435","41","3","0.916666666666667","0.98780487804878"
"8539991","19663005","2501958.java","selected","107","121","2096828.java","selected","152","166","23","3","0.9375","0.97841726618705"
"11440870","21433001","2274744.java","selected","413","422","1316903.java","selected","435","444","41","3","0.916666666666667","0.98780487804878"
"92772","329965","61132.java","default","48","157","36962.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"15911781","17883770","1372864.java","selected","426","435","1578910.java","selected","543","552","41","3","0.916666666666667","0.98780487804878"
"4031802","13811176","1017245.java","selected","428","437","1880284.java","selected","382","391","41","3","0.916666666666667","0.98780487804878"
"6803828","14819978","519949.java","selected","121","136","1927162.java","selected","118","133","41","3","0.944444444444444","0.988826815642458"
"5994","223122","121997.java","default","48","157","121029.java","default","43","152","34","3","0.991452991452991","0.998542274052478"
"12849793","17663965","1440276.java","selected","162","170","2557108.java","selected","29","37","41","3","0.909090909090909","0.97979797979798"
"13855790","19894299","2206939.java","selected","17","26","631271.java","selected","17","26","18","3","0.9","0.887096774193548"
"616054","844238","85594.java","default","117","222","77349.java","default","117","223","30","3","0.990990990990991","0.994652406417112"
"453142","1552000","106458.java","default","8","20","801858.java","selected","37","49","39","3","0.928571428571429","0.978021978021978"
"18245","41643","45154.java","default","44","73","7356.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"4284518","12194043","1712367.java","selected","97","111","2069719.java","selected","97","111","23","3","0.9375","0.97841726618705"
"16930547","22718442","2211592.java","selected","285","292","653668.java","selected","167","174","23","3","0.9","0.95049504950495"
"18245","136575","45154.java","default","44","73","134657.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"18245","136563","45154.java","default","44","73","79057.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"4725834","20984238","468727.java","selected","131","180","2287112.java","selected","89","138","24","3","0.9","0.922077922077922"
"7707971","19560450","1321014.java","selected","125","133","395317.java","selected","124","132","41","3","0.909090909090909","0.96969696969697"
"18234202","20614174","459973.java","selected","1066","1107","93071.java","selected","1194","1236","41","3","0.936170212765957","0.969348659003831"
"11440870","15115902","2274744.java","selected","413","422","1321892.java","selected","426","435","41","3","0.916666666666667","0.98780487804878"
"18245","206143","45154.java","default","44","73","113089.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"13614426","13811176","526365.java","selected","543","552","1880284.java","selected","382","391","41","3","0.916666666666667","0.98780487804878"
"4031802","15911781","1017245.java","selected","428","437","1372864.java","selected","426","435","41","3","0.916666666666667","0.98780487804878"
"11453370","19922498","931602.java","selected","52","66","497716.java","selected","111","125","23","3","0.9375","0.97841726618705"
"1760352","1760355","2375833.java","selected","88","125","2375833.java","selected","204","240","10","3","0.921052631578947","0.905660377358491"
"13728120","13811176","2727594.java","selected","375","384","1880284.java","selected","382","391","41","3","0.916666666666667","0.98780487804878"
"2746909","4284518","245886.java","selected","56","70","1712367.java","selected","97","111","23","3","0.9375","0.97841726618705"
"8537851","8539991","2509245.java","selected","107","121","2501958.java","selected","107","121","23","3","0.9375","0.97841726618705"
"6429432","20830241","2216293.java","selected","338","388","2049331.java","selected","318","368","41","3","0.96078431372549","0.990566037735849"
"8539991","8924049","2501958.java","selected","107","121","2593456.java","selected","89","103","23","3","0.9375","0.97841726618705"
"5701319","11453370","1782576.java","selected","94","108","931602.java","selected","52","66","23","3","0.9375","0.97841726618705"
"12166051","20780880","1806836.java","selected","102","197","1297679.java","selected","263","362","41","3","0.913793103448276","0.98211091234347"
"117094","117095","77600.java","default","223","234","77600.java","default","236","247","31","3","0.916666666666667","0.931506849315068"
"4272110","12194043","2701118.java","selected","88","102","2069719.java","selected","97","111","23","3","0.9375","0.97841726618705"
"19549852","21655926","849450.java","selected","426","435","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"13811176","19971357","1880284.java","selected","382","391","2636968.java","selected","424","433","41","3","0.916666666666667","0.98780487804878"
"20532737","20702461","768783.java","selected","71","82","2595106.java","selected","60","79","19","3","0.923076923076923","0.92741935483871"
"5994","151248","121997.java","default","48","157","56025.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"3844626","15730395","2497703.java","selected","387","395","1268821.java","selected","193","201","41","3","0.909090909090909","0.97979797979798"
"13400152","20543999","671154.java","selected","32","118","2118649.java","selected","40","126","41","3","0.989473684210526","0.99618320610687"
"23128","225907","55843.java","default","143","217","3471.java","default","149","224","41","3","0.989010989010989","0.988448844884488"
"21273053","21273054","665194.java","selected","537","570","665194.java","selected","572","605","7","3","0.974358974358974","0.996710526315789"
"166887","223122","49316.java","default","48","157","121029.java","default","43","152","34","3","0.991452991452991","0.998542274052478"
"1293656","1293657","2025864.java","selected","79","112","2025864.java","selected","114","145","10","3","0.904761904761905","0.95166163141994"
"13811176","21420091","1880284.java","selected","382","391","1812318.java","selected","425","434","41","3","0.916666666666667","0.98780487804878"
"3518381","14258226","2734364.java","selected","51","61","1616147.java","selected","103","113","24","3","0.916666666666667","0.851485148514851"
"8182890","14313423","615216.java","selected","378","386","179109.java","selected","336","344","41","3","0.909090909090909","0.986842105263158"
"7289717","15911781","211182.java","selected","426","435","1372864.java","selected","426","435","41","3","0.916666666666667","0.98780487804878"
"9008153","12879689","2012585.java","selected","282","296","1616206.java","selected","249","262","23","3","0.933333333333333","0.969879518072289"
"539004","20603727","13934.java","default","96","104","16259.java","selected","35","43","41","3","0.909090909090909","0.96969696969697"
"3746738","11453370","284272.java","selected","107","121","931602.java","selected","52","66","23","3","0.9375","0.97841726618705"
"151248","337754","56025.java","default","48","157","18339.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"18245","47561","45154.java","default","44","73","69900.java","default","44","73","31","3","0.966666666666667","0.995348837209302"
"15549036","16930547","2577087.java","selected","41","49","2211592.java","selected","285","292","23","3","0.9","0.95049504950495"
"15730395","17663965","1268821.java","selected","193","201","2557108.java","selected","29","37","41","3","0.909090909090909","0.97979797979798"
"9346447","12849793","2453374.java","selected","143","151","1440276.java","selected","162","170","41","3","0.909090909090909","0.98989898989899"
"1936695","13295660","1109516.java","selected","143","153","2474941.java","selected","486","496","41","3","0.923076923076923","0.970588235294118"
"6663397","14258226","2517513.java","selected","70","80","1616147.java","selected","103","113","24","3","0.916666666666667","0.910891089108911"
"128983","151248","84877.java","default","48","157","56025.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"61488","61489","30142.java","default","133","145","30142.java","default","152","164","31","3","0.923076923076923","0.955555555555556"
"92425","223122","107391.java","default","48","157","121029.java","default","43","152","34","3","0.991452991452991","0.998542274052478"
"6088697","10366826","1985930.java","selected","141","166","1279376.java","selected","141","166","13","3","0.962962962962963","0.985576923076923"
"49610","120115","29267.java","default","87","109","40028.java","default","82","103","36","3","0.91304347826087","0.923076923076923"
"92425","151248","107391.java","default","48","157","56025.java","default","48","157","34","3","0.991452991452991","0.998542274052478"
"15549036","17474862","2577087.java","selected","41","49","1727686.java","selected","162","169","23","3","0.9","0.95049504950495"
"13728120","21655926","2727594.java","selected","375","384","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"19560450","20603727","395317.java","selected","124","132","16259.java","selected","35","43","41","3","0.909090909090909","0.96969696969697"
"4825983","13811176","100172.java","selected","1171","1180","1880284.java","selected","382","391","41","3","0.916666666666667","0.98780487804878"
"9192761","9192762","1146689.java","selected","14","29","1146689.java","selected","31","46","24","3","0.9375","0.976190476190476"
"7707971","9346447","1321014.java","selected","125","133","2453374.java","selected","143","151","41","3","0.909090909090909","0.96969696969697"
"8887818","21655926","900584.java","selected","444","453","1322429.java","selected","988","997","41","3","0.916666666666667","0.98780487804878"
"14949264","16613733","1982410.java","selected","15","26","1897127.java","selected","60","71","23","3","0.916666666666667","0.990654205607477"
