"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTION_ONE_NAME","FUNCTION_ONE_TYPE","FUNCTION_ONE_STARTLINE","FUNCTION_ONE_ENDLINE","FUNCTION_TWO_NAME","FUNCTION_TWO_TYPE","FUNCTION_TWO_STARTLINE","FUNCTION_TWO_ENDLINE","FUNCTIONALITY_ID","SYNTACTIC_TYPE","SIMILARITY_LINE","SIMILARITY_TOKEN"
"4471001","6244936","2229382.java","selected","874","900","183804.java","selected","752","778","4","2","1.0","1.0"
"23531897","23531898","1841359.java","selected","457","491","1841359.java","selected","499","533","10","2","1.0","1.0"
"1332258","6424937","527236.java","selected","153","167","1608219.java","selected","146","160","4","2","1.0","1.0"
"411630","13902981","77069.java","default","836","862","304936.java","selected","871","897","4","2","1.0","1.0"
"6061402","13028547","2190287.java","selected","837","863","593263.java","selected","873","899","4","2","1.0","1.0"
"7760801","21870536","2626904.java","selected","874","900","1876215.java","selected","753","779","4","2","1.0","1.0"
"2461169","7132185","927691.java","selected","790","816","364540.java","selected","835","861","4","2","1.0","1.0"
"3286240","15351863","1647335.java","selected","22","29","6505.java","selected","22","29","3","2","1.0","1.0"
"10287986","18731110","2215261.java","selected","838","864","2365821.java","selected","874","900","4","2","1.0","1.0"
"216274","216276","112293.java","default","384","390","112293.java","default","406","412","31","2","1.0","1.0"
"21442","144354","108650.java","default","743","760","10034.java","default","316","333","28","2","1.0","1.0"
"15571542","21488868","1560483.java","selected","790","816","588446.java","selected","839","865","4","2","1.0","1.0"
"12678589","22246374","2510322.java","selected","790","816","2481579.java","selected","857","883","4","2","1.0","1.0"
"7760801","8793825","2626904.java","selected","874","900","1607771.java","selected","838","864","4","2","1.0","1.0"
"97592","97594","100442.java","default","362","368","100442.java","default","384","390","31","2","1.0","1.0"
"4518934","6061402","1496807.java","selected","884","910","2190287.java","selected","837","863","4","2","1.0","1.0"
"91760","117806","84051.java","default","61","122","88523.java","default","61","122","36","2","1.0","1.0"
"3495456","23402237","1244579.java","selected","34","56","515961.java","selected","33","55","10","2","1.0","1.0"
"250595","1966263","126904.java","default","836","862","1483221.java","selected","872","898","4","2","1.0","1.0"
"8778961","16224018","2599719.java","selected","838","864","110490.java","selected","874","900","4","2","1.0","1.0"
"12172485","18623182","1882693.java","selected","873","899","1561076.java","selected","908","934","4","2","1.0","1.0"
"8612647","22993368","707943.java","selected","837","863","2108660.java","selected","959","985","4","2","1.0","1.0"
"4518933","10287987","1496807.java","selected","848","874","2215261.java","selected","874","900","4","2","1.0","1.0"
"3768629","13783898","2554952.java","selected","874","900","1966020.java","selected","858","884","4","2","1.0","1.0"
"17815062","18471152","790184.java","selected","22","29","1205527.java","selected","388","395","3","2","1.0","1.0"
"411630","14317426","77069.java","default","836","862","753625.java","selected","790","816","4","2","1.0","1.0"
"216273","216275","112293.java","default","373","379","112293.java","default","395","401","31","2","1.0","1.0"
"15894276","19934218","1851422.java","selected","27","34","170580.java","selected","22","29","3","2","1.0","1.0"
"7132186","9088422","364540.java","selected","871","897","2348309.java","selected","754","780","4","2","1.0","1.0"
"9415194","15351863","1258528.java","selected","22","29","6505.java","selected","22","29","3","2","1.0","1.0"
"4471001","8612647","2229382.java","selected","874","900","707943.java","selected","837","863","4","2","1.0","1.0"
"9693857","13783898","964253.java","selected","874","900","1966020.java","selected","858","884","4","2","1.0","1.0"
"12172485","19912847","1882693.java","selected","873","899","419020.java","selected","901","927","4","2","1.0","1.0"
"16193685","16193686","2338556.java","selected","40","48","2338556.java","selected","54","62","25","2","1.0","1.0"
"6517610","17468722","209583.java","selected","209","217","2485419.java","selected","233","241","41","2","1.0","1.0"
"10131427","14702119","1385816.java","selected","49","55","1627071.java","selected","116","122","4","2","1.0","1.0"
"14317426","18623182","753625.java","selected","790","816","1561076.java","selected","908","934","4","2","1.0","1.0"
"19147297","19147300","1596202.java","selected","421","442","1596202.java","selected","476","497","10","2","1.0","1.0"
"18269745","19584877","59218.java","selected","768","794","1098324.java","selected","815","841","4","2","1.0","1.0"
"3495456","21224967","1244579.java","selected","34","56","673338.java","selected","34","56","10","2","1.0","1.0"
"831649","6814855","85394.java","default","836","862","209298.java","selected","840","866","4","2","1.0","1.0"
"3608108","12606395","2388104.java","selected","419","426","2729985.java","selected","22","29","3","2","1.0","1.0"
"2461168","21870537","927691.java","selected","754","780","1876215.java","selected","789","815","4","2","1.0","1.0"
"4518934","8612647","1496807.java","selected","884","910","707943.java","selected","837","863","4","2","1.0","1.0"
"4224228","19934218","45714.java","selected","26","33","170580.java","selected","22","29","3","2","1.0","1.0"
"20544327","20806023","881437.java","selected","27","38","2631723.java","selected","112","123","4","2","1.0","1.0"
"6244937","11548510","183804.java","selected","788","814","2640664.java","selected","753","779","4","2","1.0","1.0"
"1421558","2532321","597475.java","selected","874","900","244622.java","selected","837","863","4","2","1.0","1.0"
"6061402","13783899","2190287.java","selected","837","863","1966020.java","selected","894","920","4","2","1.0","1.0"
"15166511","15972030","814095.java","selected","38","72","349715.java","selected","38","72","3","2","1.0","1.0"
"10287986","19584878","2215261.java","selected","838","864","1098324.java","selected","851","877","4","2","1.0","1.0"
"10368839","17791385","836722.java","selected","118","126","499481.java","selected","849","857","4","2","1.0","1.0"
"6756635","21827619","1019843.java","selected","22","29","1944148.java","selected","71","78","3","2","1.0","1.0"
"4938100","17815062","2345098.java","selected","20","27","790184.java","selected","22","29","3","2","1.0","1.0"
"2711645","12614305","264272.java","selected","790","816","2339370.java","selected","755","781","4","2","1.0","1.0"
"12172485","19142736","1882693.java","selected","873","899","1402632.java","selected","838","864","4","2","1.0","1.0"
"17856104","22560224","1421935.java","selected","285","300","1508294.java","selected","111","126","3","2","1.0","1.0"
"7615037","10513108","223814.java","selected","433","440","1607259.java","selected","330","337","41","2","1.0","1.0"
"4223265","6756635","203961.java","selected","22","29","1019843.java","selected","22","29","3","2","1.0","1.0"
"3286240","22262998","1647335.java","selected","22","29","2364224.java","selected","387","394","3","2","1.0","1.0"
"4630753","16536090","932718.java","selected","73","83","1734265.java","selected","73","83","41","2","1.0","1.0"
"11548510","11548511","2640664.java","selected","753","779","2640664.java","selected","789","815","4","2","1.0","1.0"
"4623013","8778961","375037.java","selected","887","913","2599719.java","selected","838","864","4","2","1.0","1.0"
"7760801","18269744","2626904.java","selected","874","900","59218.java","selected","732","758","4","2","1.0","1.0"
"1421557","18269745","597475.java","selected","838","864","59218.java","selected","768","794","4","2","1.0","1.0"
"831649","7132186","85394.java","default","836","862","364540.java","selected","871","897","4","2","1.0","1.0"
"10240262","10240265","700474.java","selected","14","26","700474.java","selected","56","68","24","2","1.0","1.0"
"8778962","19142736","2599719.java","selected","874","900","1402632.java","selected","838","864","4","2","1.0","1.0"
"1856896","17732043","2522000.java","selected","406","485","175022.java","selected","370","449","42","2","1.0","1.0"
"10287986","16466520","2215261.java","selected","838","864","1139080.java","selected","881","907","4","2","1.0","1.0"
"12483251","12646326","952281.java","selected","230","284","638915.java","selected","230","284","7","2","1.0","1.0"
"2532322","8778961","244622.java","selected","873","899","2599719.java","selected","838","864","4","2","1.0","1.0"
"367771","18731109","122954.java","default","872","898","2365821.java","selected","838","864","4","2","1.0","1.0"
"9693857","12172484","964253.java","selected","874","900","1882693.java","selected","837","863","4","2","1.0","1.0"
"4471000","22246375","2229382.java","selected","838","864","2481579.java","selected","893","919","4","2","1.0","1.0"
"11319480","16224017","2430560.java","selected","874","900","110490.java","selected","838","864","4","2","1.0","1.0"
"1421557","13783899","597475.java","selected","838","864","1966020.java","selected","894","920","4","2","1.0","1.0"
"1458629","16224017","1511595.java","selected","870","896","110490.java","selected","838","864","4","2","1.0","1.0"
"2711644","8612648","264272.java","selected","754","780","707943.java","selected","873","899","4","2","1.0","1.0"
"1966263","7760800","1483221.java","selected","872","898","2626904.java","selected","838","864","4","2","1.0","1.0"
"1966262","12614306","1483221.java","selected","836","862","2339370.java","selected","791","817","4","2","1.0","1.0"
"250595","6814855","126904.java","default","836","862","209298.java","selected","840","866","4","2","1.0","1.0"
"831649","22246375","85394.java","default","836","862","2481579.java","selected","893","919","4","2","1.0","1.0"
"9693856","16351776","964253.java","selected","838","864","1931054.java","selected","874","900","4","2","1.0","1.0"
"1699613","15854363","2668601.java","selected","369","390","861615.java","selected","507","528","4","2","1.0","1.0"
"17119759","17119760","1990911.java","selected","20","29","1990911.java","selected","31","40","4","2","1.0","1.0"
"948486","7132186","16883.java","default","853","879","364540.java","selected","871","897","4","2","1.0","1.0"
"607094","17815062","72588.java","default","24","31","790184.java","selected","22","29","3","2","1.0","1.0"
"4224228","16076390","45714.java","selected","26","33","2656905.java","selected","22","29","3","2","1.0","1.0"
"16224017","16466520","110490.java","selected","838","864","1139080.java","selected","881","907","4","2","1.0","1.0"
"9088423","14183083","2348309.java","selected","790","816","1103041.java","selected","838","864","4","2","1.0","1.0"
"97592","154177","100442.java","default","362","368","75101.java","default","354","360","31","2","1.0","1.0"
"10933932","20691303","2073774.java","selected","16","37","1532453.java","selected","22","43","3","2","1.0","1.0"
"6756635","18471152","1019843.java","selected","22","29","1205527.java","selected","388","395","3","2","1.0","1.0"
"411631","4623012","77069.java","default","872","898","375037.java","selected","851","877","4","2","1.0","1.0"
"1896089","10131427","2205390.java","selected","47","53","1385816.java","selected","49","55","4","2","1.0","1.0"
"14742330","17856104","542382.java","selected","191","206","1421935.java","selected","285","300","3","2","1.0","1.0"
"6756635","19934218","1019843.java","selected","22","29","170580.java","selected","22","29","3","2","1.0","1.0"
"1421558","3768628","597475.java","selected","874","900","2554952.java","selected","838","864","4","2","1.0","1.0"
"97593","216272","100442.java","default","373","379","112293.java","default","362","368","31","2","1.0","1.0"
"4716110","6527977","1796857.java","selected","36","42","1152093.java","selected","55","61","4","2","1.0","1.0"
"7132185","13028547","364540.java","selected","835","861","593263.java","selected","873","899","4","2","1.0","1.0"
"4518934","19584877","1496807.java","selected","884","910","1098324.java","selected","815","841","4","2","1.0","1.0"
"8748737","16088469","1956548.java","selected","110","117","843997.java","selected","145","152","30","2","1.0","1.0"
"18623182","22246375","1561076.java","selected","908","934","2481579.java","selected","893","919","4","2","1.0","1.0"
"14502142","22271237","1068957.java","selected","11","29","1113498.java","selected","86","104","4","2","1.0","1.0"
"411630","948487","77069.java","default","836","862","16883.java","default","889","915","4","2","1.0","1.0"
"831649","11548511","85394.java","default","836","862","2640664.java","selected","789","815","4","2","1.0","1.0"
"3768628","6244937","2554952.java","selected","838","864","183804.java","selected","788","814","4","2","1.0","1.0"
"19912848","21488868","419020.java","selected","939","965","588446.java","selected","839","865","4","2","1.0","1.0"
"2533570","9568958","1394936.java","selected","41","75","1070751.java","selected","118","152","3","2","1.0","1.0"
"2168608","20306677","180318.java","selected","98","121","1540543.java","selected","164","187","10","2","1.0","1.0"
"7760800","21488869","2626904.java","selected","838","864","588446.java","selected","875","901","4","2","1.0","1.0"
"10318446","18542300","1571204.java","selected","43","49","999982.java","selected","18","24","4","2","1.0","1.0"
"8921716","12606395","680627.java","selected","26","33","2729985.java","selected","22","29","3","2","1.0","1.0"
"16351775","16388708","1931054.java","selected","838","864","1802351.java","selected","874","900","4","2","1.0","1.0"
"10793696","17815062","2482315.java","selected","33","40","790184.java","selected","22","29","3","2","1.0","1.0"
"5321947","6659731","1957335.java","selected","147","162","1077933.java","selected","25","40","3","2","1.0","1.0"
"8489742","20372195","594064.java","selected","15","24","1360935.java","selected","504","513","4","2","1.0","1.0"
"1421557","13902981","597475.java","selected","838","864","304936.java","selected","871","897","4","2","1.0","1.0"
"4223265","21636561","203961.java","selected","22","29","916462.java","selected","23","30","3","2","1.0","1.0"
"16224018","17456565","110490.java","selected","874","900","2038811.java","selected","838","864","4","2","1.0","1.0"
"11548510","16351776","2640664.java","selected","753","779","1931054.java","selected","874","900","4","2","1.0","1.0"
"7132186","16224017","364540.java","selected","871","897","110490.java","selected","838","864","4","2","1.0","1.0"
"6244937","12172484","183804.java","selected","788","814","1882693.java","selected","837","863","4","2","1.0","1.0"
"9088423","13783898","2348309.java","selected","790","816","1966020.java","selected","858","884","4","2","1.0","1.0"
"3768628","22993368","2554952.java","selected","838","864","2108660.java","selected","959","985","4","2","1.0","1.0"
"2711644","3768629","264272.java","selected","754","780","2554952.java","selected","874","900","4","2","1.0","1.0"
"8625346","18623183","2429982.java","selected","836","862","1561076.java","selected","946","972","4","2","1.0","1.0"
"3768628","22246375","2554952.java","selected","838","864","2481579.java","selected","893","919","4","2","1.0","1.0"
"8625346","15571542","2429982.java","selected","836","862","1560483.java","selected","790","816","4","2","1.0","1.0"
"6244936","13028547","183804.java","selected","752","778","593263.java","selected","873","899","4","2","1.0","1.0"
"13620416","13620417","2645497.java","selected","239","250","2645497.java","selected","255","266","24","2","1.0","1.0"
"11066056","20544327","2705355.java","selected","1005","1016","881437.java","selected","27","38","4","2","1.0","1.0"
"15571542","17456565","1560483.java","selected","790","816","2038811.java","selected","838","864","4","2","1.0","1.0"
"6061403","18269744","2190287.java","selected","873","899","59218.java","selected","732","758","4","2","1.0","1.0"
"13902980","14183084","304936.java","selected","835","861","1103041.java","selected","874","900","4","2","1.0","1.0"
"3087100","20929570","1998230.java","selected","14","32","607641.java","selected","22","40","3","2","1.0","1.0"
"16351776","22993367","1931054.java","selected","874","900","2108660.java","selected","923","949","4","2","1.0","1.0"
"154177","216272","75101.java","default","354","360","112293.java","default","362","368","31","2","1.0","1.0"
"14785308","22262998","1641263.java","selected","21","28","2364224.java","selected","387","394","3","2","1.0","1.0"
"4892654","7550876","511256.java","selected","19","110","1908914.java","selected","19","110","3","2","1.0","1.0"
"11548510","17456566","2640664.java","selected","753","779","2038811.java","selected","874","900","4","2","1.0","1.0"
"6719723","6719724","1648136.java","selected","136","147","1648136.java","selected","149","160","42","2","1.0","1.0"
"8921716","14785308","680627.java","selected","26","33","1641263.java","selected","21","28","3","2","1.0","1.0"
"6031248","16324741","166275.java","selected","159","171","153582.java","selected","256","268","4","2","1.0","1.0"
"831650","22993367","85394.java","default","872","898","2108660.java","selected","923","949","4","2","1.0","1.0"
"11548511","12172484","2640664.java","selected","789","815","1882693.java","selected","837","863","4","2","1.0","1.0"
"5940271","14479243","2121134.java","selected","18","28","2608069.java","selected","18","28","24","2","1.0","1.0"
"2533570","15972030","1394936.java","selected","41","75","349715.java","selected","38","72","3","2","1.0","1.0"
"6061402","10287987","2190287.java","selected","837","863","2215261.java","selected","874","900","4","2","1.0","1.0"
"1421558","6061402","597475.java","selected","874","900","2190287.java","selected","837","863","4","2","1.0","1.0"
"8612647","14183084","707943.java","selected","837","863","1103041.java","selected","874","900","4","2","1.0","1.0"
"1458629","6814854","1511595.java","selected","870","896","209298.java","selected","804","830","4","2","1.0","1.0"
"19147275","21224967","1596202.java","selected","34","56","673338.java","selected","34","56","10","2","1.0","1.0"
"3768628","13783899","2554952.java","selected","838","864","1966020.java","selected","894","920","4","2","1.0","1.0"
"9088422","13783899","2348309.java","selected","754","780","1966020.java","selected","894","920","4","2","1.0","1.0"
"3253024","19251426","1699062.java","selected","73","93","2283235.java","selected","71","91","4","2","1.0","1.0"
"9415194","17815062","1258528.java","selected","22","29","790184.java","selected","22","29","3","2","1.0","1.0"
"6814854","18623183","209298.java","selected","804","830","1561076.java","selected","946","972","4","2","1.0","1.0"
"17456565","22246375","2038811.java","selected","838","864","2481579.java","selected","893","919","4","2","1.0","1.0"
"6061403","12172484","2190287.java","selected","873","899","1882693.java","selected","837","863","4","2","1.0","1.0"
"6168445","15351863","1186892.java","selected","116","123","6505.java","selected","22","29","3","2","1.0","1.0"
"4471001","15571541","2229382.java","selected","874","900","1560483.java","selected","754","780","4","2","1.0","1.0"
"342729","881519","61445.java","default","992","1003","134106.java","default","947","958","24","2","1.0","1.0"
"13028547","16466519","593263.java","selected","873","899","1139080.java","selected","845","871","4","2","1.0","1.0"
"7760801","12172484","2626904.java","selected","874","900","1882693.java","selected","837","863","4","2","1.0","1.0"
"948486","8625347","16883.java","default","853","879","2429982.java","selected","872","898","4","2","1.0","1.0"
"10287987","16224017","2215261.java","selected","874","900","110490.java","selected","838","864","4","2","1.0","1.0"
"2532321","21870537","244622.java","selected","837","863","1876215.java","selected","789","815","4","2","1.0","1.0"
"367771","2461168","122954.java","default","872","898","927691.java","selected","754","780","4","2","1.0","1.0"
"7132186","12172484","364540.java","selected","871","897","1882693.java","selected","837","863","4","2","1.0","1.0"
"3608108","16209101","2388104.java","selected","419","426","758050.java","selected","26","33","3","2","1.0","1.0"
"4518934","13028546","1496807.java","selected","884","910","593263.java","selected","837","863","4","2","1.0","1.0"
"21192","51282","74770.java","default","61","122","106959.java","default","61","122","36","2","1.0","1.0"
"948487","10287986","16883.java","default","889","915","2215261.java","selected","838","864","4","2","1.0","1.0"
"1142010","1715797","1600479.java","selected","251","350","1291365.java","selected","251","350","35","2","1.0","1.0"
"3362080","14849002","1052731.java","selected","15","30","1319165.java","selected","17","32","3","2","1.0","1.0"
"21870536","22246375","1876215.java","selected","753","779","2481579.java","selected","893","919","4","2","1.0","1.0"
"831649","18623183","85394.java","default","836","862","1561076.java","selected","946","972","4","2","1.0","1.0"
"7132185","9693857","364540.java","selected","835","861","964253.java","selected","874","900","4","2","1.0","1.0"
"1966262","16388708","1483221.java","selected","836","862","1802351.java","selected","874","900","4","2","1.0","1.0"
"2461168","4518934","927691.java","selected","754","780","1496807.java","selected","884","910","4","2","1.0","1.0"
"367770","22246375","122954.java","default","836","862","2481579.java","selected","893","919","4","2","1.0","1.0"
"831650","21488868","85394.java","default","872","898","588446.java","selected","839","865","4","2","1.0","1.0"
"12678589","21488868","2510322.java","selected","790","816","588446.java","selected","839","865","4","2","1.0","1.0"
"2532322","15571541","244622.java","selected","873","899","1560483.java","selected","754","780","4","2","1.0","1.0"
"12255573","19062635","2411688.java","selected","50","90","146562.java","selected","31","71","2","2","1.0","1.0"
"9655453","15970446","1040230.java","selected","8","22","1718979.java","selected","18","32","42","2","1.0","1.0"
"6061403","9088422","2190287.java","selected","873","899","2348309.java","selected","754","780","4","2","1.0","1.0"
"17456566","22246374","2038811.java","selected","874","900","2481579.java","selected","857","883","4","2","1.0","1.0"
"2461169","6814854","927691.java","selected","790","816","209298.java","selected","804","830","4","2","1.0","1.0"
"1421557","22993368","597475.java","selected","838","864","2108660.java","selected","959","985","4","2","1.0","1.0"
"13028546","16388708","593263.java","selected","837","863","1802351.java","selected","874","900","4","2","1.0","1.0"
"317507","881519","125352.java","default","947","958","134106.java","default","947","958","24","2","1.0","1.0"
"13028546","13783899","593263.java","selected","837","863","1966020.java","selected","894","920","4","2","1.0","1.0"
"4518933","6061403","1496807.java","selected","848","874","2190287.java","selected","873","899","4","2","1.0","1.0"
"16076390","21636561","2656905.java","selected","22","29","916462.java","selected","23","30","3","2","1.0","1.0"
"23114339","23114340","2624919.java","selected","142","154","2624919.java","selected","156","168","30","2","1.0","1.0"
"13028546","17456566","593263.java","selected","837","863","2038811.java","selected","874","900","4","2","1.0","1.0"
"14317426","21870536","753625.java","selected","790","816","1876215.java","selected","753","779","4","2","1.0","1.0"
"4223265","13395222","203961.java","selected","22","29","1979029.java","selected","44","51","3","2","1.0","1.0"
"12172485","16224017","1882693.java","selected","873","899","110490.java","selected","838","864","4","2","1.0","1.0"
"23677197","23677198","FileChooser.java","sample","67","94","FileChooser.java","sample","96","123","31","2","1.0","1.0"
"17420328","19934218","753578.java","selected","26","33","170580.java","selected","22","29","3","2","1.0","1.0"
"19584878","21870536","1098324.java","selected","851","877","1876215.java","selected","753","779","4","2","1.0","1.0"
"607094","18471152","72588.java","default","24","31","1205527.java","selected","388","395","3","2","1.0","1.0"
"12614305","18623183","2339370.java","selected","755","781","1561076.java","selected","946","972","4","2","1.0","1.0"
"11548510","15571542","2640664.java","selected","753","779","1560483.java","selected","790","816","4","2","1.0","1.0"
"154176","154177","75101.java","default","343","349","75101.java","default","354","360","31","2","1.0","1.0"
"367771","8625346","122954.java","default","872","898","2429982.java","selected","836","862","4","2","1.0","1.0"
"152848","1718711","88172.java","default","11","29","2249456.java","selected","21","39","32","2","1.0","1.0"
"13902981","22993367","304936.java","selected","871","897","2108660.java","selected","923","949","4","2","1.0","1.0"
"3287279","3287280","1568689.java","selected","88","101","1568689.java","selected","103","116","14","2","1.0","1.0"
"4623013","9088422","375037.java","selected","887","913","2348309.java","selected","754","780","4","2","1.0","1.0"
"1966263","13783898","1483221.java","selected","872","898","1966020.java","selected","858","884","4","2","1.0","1.0"
