"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTION_ONE_NAME","FUNCTION_ONE_TYPE","FUNCTION_ONE_STARTLINE","FUNCTION_ONE_ENDLINE","FUNCTION_TWO_NAME","FUNCTION_TWO_TYPE","FUNCTION_TWO_STARTLINE","FUNCTION_TWO_ENDLINE","FUNCTIONALITY_ID","SYNTACTIC_TYPE","SIMILARITY_LINE","SIMILARITY_TOKEN"
"164143","206078","31193.java","default","54","62","80774.java","default","54","62","31","1","1.0","1.0"
"227072","935195","54734.java","default","13","17","26963.java","default","13","17","20","1","1.0","1.0"
"281237","858382","39836.java","default","13","17","29950.java","default","13","17","20","1","1.0","1.0"
"775735","910479","11030.java","default","13","17","53413.java","default","13","17","20","1","1.0","1.0"
"241851","250688","40123.java","default","13","17","106993.java","default","13","17","20","1","1.0","1.0"
"128026","396828","121888.java","default","13","17","81946.java","default","13","17","20","1","1.0","1.0"
"631362","695351","23336.java","default","13","17","58525.java","default","13","17","20","1","1.0","1.0"
"281392","801169","84137.java","default","13","17","36610.java","default","13","17","20","1","1.0","1.0"
"211685","244233","112296.java","default","13","17","68789.java","default","13","17","20","1","1.0","1.0"
"8537851","22421984","2509245.java","selected","107","121","939613.java","selected","120","134","23","1","1.0","1.0"
"41644","110286","7356.java","default","54","62","123100.java","default","54","62","31","1","1.0","1.0"
"2746","296922","85301.java","default","13","17","66600.java","default","13","17","20","1","1.0","1.0"
"28334","120778","96513.java","default","13","17","70893.java","default","13","17","20","1","1.0","1.0"
"745911","853457","104630.java","default","13","17","65107.java","default","13","17","20","1","1.0","1.0"
"16142436","19373644","127068.java","selected","1897","1906","2587973.java","selected","426","435","41","1","1.0","1.0"
"396828","913383","81946.java","default","13","17","73829.java","default","13","17","20","1","1.0","1.0"
"111978","116119","78674.java","default","13","17","41408.java","default","13","17","20","1","1.0","1.0"
"169904","189496","126039.java","default","44","73","118045.java","default","44","73","31","1","1.0","1.0"
"640609","812840","91928.java","default","13","17","16496.java","default","13","17","20","1","1.0","1.0"
"512227","546906","31722.java","default","13","17","10736.java","default","13","17","20","1","1.0","1.0"
"177743","241851","123760.java","default","13","17","40123.java","default","13","17","20","1","1.0","1.0"
"238320","820622","39708.java","default","13","17","113166.java","default","13","17","20","1","1.0","1.0"
"473026","605829","117763.java","default","13","17","78023.java","default","13","17","20","1","1.0","1.0"
"18688917","19716740","729493.java","selected","14","18","1772088.java","selected","14","18","33","1","1.0","1.0"
"162828","748154","105863.java","default","13","17","48890.java","default","13","17","20","1","1.0","1.0"
"13728120","17883770","2727594.java","selected","375","384","1578910.java","selected","543","552","41","1","1.0","1.0"
"520193","891390","101144.java","default","13","17","109133.java","default","13","17","20","1","1.0","1.0"
"2746","120778","85301.java","default","13","17","70893.java","default","13","17","20","1","1.0","1.0"
"147993","379080","63132.java","default","13","17","104755.java","default","13","17","20","1","1.0","1.0"
"361551","910479","128157.java","default","13","17","53413.java","default","13","17","20","1","1.0","1.0"
"28334","652690","96513.java","default","13","17","45886.java","default","13","17","20","1","1.0","1.0"
"116119","513246","41408.java","default","13","17","128215.java","default","13","17","20","1","1.0","1.0"
"10732","28334","102943.java","default","13","17","96513.java","default","13","17","20","1","1.0","1.0"
"53656","695351","57055.java","default","13","17","58525.java","default","13","17","20","1","1.0","1.0"
"4088561","10028166","2081236.java","selected","281","287","702387.java","selected","964","970","23","1","1.0","1.0"
"8924049","12079426","2593456.java","selected","89","103","2372569.java","selected","88","102","23","1","1.0","1.0"
"454281","843064","12172.java","default","13","17","72306.java","default","13","17","20","1","1.0","1.0"
"227072","396828","54734.java","default","13","17","81946.java","default","13","17","20","1","1.0","1.0"
"863588","881839","51387.java","default","13","17","125703.java","default","13","17","20","1","1.0","1.0"
"474316","947101","130398.java","default","13","17","75612.java","default","13","17","20","1","1.0","1.0"
"469341","820622","135777.java","default","13","17","113166.java","default","13","17","20","1","1.0","1.0"
"8537851","13157313","2509245.java","selected","107","121","952606.java","selected","107","121","23","1","1.0","1.0"
"193053","927501","40097.java","default","13","17","20528.java","default","13","17","20","1","1.0","1.0"
"157746","776780","59849.java","default","13","17","116591.java","default","13","17","20","1","1.0","1.0"
"4133428","19971357","1090867.java","selected","542","551","2636968.java","selected","424","433","41","1","1.0","1.0"
"379080","546906","104755.java","default","13","17","10736.java","default","13","17","20","1","1.0","1.0"
"162828","695351","105863.java","default","13","17","58525.java","default","13","17","20","1","1.0","1.0"
"681079","858382","70515.java","default","13","17","29950.java","default","13","17","20","1","1.0","1.0"
"3618819","17883770","748535.java","selected","426","435","1578910.java","selected","543","552","41","1","1.0","1.0"
"245665","512227","46050.java","default","13","17","31722.java","default","13","17","20","1","1.0","1.0"
"2402","299389","28707.java","default","13","17","113986.java","default","13","17","20","1","1.0","1.0"
"847423","892627","100171.java","default","13","17","120680.java","default","13","17","20","1","1.0","1.0"
"224087","278439","59549.java","default","13","17","10640.java","default","13","17","20","1","1.0","1.0"
"244233","403116","68789.java","default","13","17","13406.java","default","13","17","20","1","1.0","1.0"
"299389","351290","113986.java","default","13","17","100859.java","default","13","17","20","1","1.0","1.0"
"128026","241851","121888.java","default","13","17","40123.java","default","13","17","20","1","1.0","1.0"
"605829","718537","78023.java","default","13","17","76337.java","default","13","17","20","1","1.0","1.0"
"15162110","17883770","2286616.java","selected","531","540","1578910.java","selected","543","552","41","1","1.0","1.0"
"45591","3814208","859.java","default","13","17","2560904.java","selected","35","39","20","1","1.0","1.0"
"193053","454857","40097.java","default","13","17","44659.java","default","13","17","20","1","1.0","1.0"
"695351","932292","58525.java","default","13","17","41662.java","default","13","17","20","1","1.0","1.0"
"681079","821503","70515.java","default","13","17","66539.java","default","13","17","20","1","1.0","1.0"
"695351","863588","58525.java","default","13","17","51387.java","default","13","17","20","1","1.0","1.0"
"177743","745911","123760.java","default","13","17","104630.java","default","13","17","20","1","1.0","1.0"
"28135","939305","27366.java","default","13","17","76273.java","default","13","17","20","1","1.0","1.0"
"474316","847423","130398.java","default","13","17","100171.java","default","13","17","20","1","1.0","1.0"
"298517","916274","120094.java","default","13","17","100919.java","default","13","17","20","1","1.0","1.0"
"489466","646740","42254.java","default","13","17","103574.java","default","13","17","20","1","1.0","1.0"
"351290","3814208","100859.java","default","13","17","2560904.java","selected","35","39","20","1","1.0","1.0"
"193560","217750","95950.java","default","13","17","34939.java","default","13","17","20","1","1.0","1.0"
"361551","403116","128157.java","default","13","17","13406.java","default","13","17","20","1","1.0","1.0"
"461151","935809","98860.java","default","13","17","56904.java","default","13","17","20","1","1.0","1.0"
"202151","250688","57783.java","default","13","17","106993.java","default","13","17","20","1","1.0","1.0"
"147993","157746","63132.java","default","13","17","59849.java","default","13","17","20","1","1.0","1.0"
"513246","563744","128215.java","default","13","17","45206.java","default","13","17","20","1","1.0","1.0"
"718537","853457","76337.java","default","13","17","65107.java","default","13","17","20","1","1.0","1.0"
"168666","293190","27177.java","default","353","383","69335.java","default","353","383","32","1","1.0","1.0"
"193053","911774","40097.java","default","13","17","99468.java","default","13","17","20","1","1.0","1.0"
"243985","897906","86305.java","default","25","66","16839.java","default","25","66","32","1","1.0","1.0"
"41644","169905","7356.java","default","54","62","126039.java","default","54","62","31","1","1.0","1.0"
"5236784","15730395","1202455.java","selected","7","15","1268821.java","selected","193","201","41","1","1.0","1.0"
"203505","206143","122340.java","default","44","73","113089.java","default","44","73","31","1","1.0","1.0"
"211685","279855","112296.java","default","13","17","120185.java","default","13","17","20","1","1.0","1.0"
"546906","748154","10736.java","default","13","17","48890.java","default","13","17","20","1","1.0","1.0"
"65493","789019","49650.java","default","13","17","15826.java","default","13","17","20","1","1.0","1.0"
"292890","305472","43483.java","default","13","17","33028.java","default","13","17","20","1","1.0","1.0"
"120778","646740","70893.java","default","13","17","103574.java","default","13","17","20","1","1.0","1.0"
"41643","172115","7356.java","default","44","73","22719.java","default","44","73","31","1","1.0","1.0"
"165907","912097","97910.java","default","13","17","96501.java","default","13","17","20","1","1.0","1.0"
"65493","928484","49650.java","default","13","17","39843.java","default","13","17","20","1","1.0","1.0"
"147993","383565","63132.java","default","13","17","137582.java","default","13","17","20","1","1.0","1.0"
"4272110","22421984","2701118.java","selected","88","102","939613.java","selected","120","134","23","1","1.0","1.0"
"79779","172115","55028.java","default","44","73","22719.java","default","44","73","31","1","1.0","1.0"
"128026","652690","121888.java","default","13","17","45886.java","default","13","17","20","1","1.0","1.0"
"241851","910689","40123.java","default","13","17","39986.java","default","13","17","20","1","1.0","1.0"
"305472","801887","33028.java","default","13","17","32955.java","default","13","17","20","1","1.0","1.0"
"110285","203505","123100.java","default","44","73","122340.java","default","44","73","31","1","1.0","1.0"
"61633","225907","68153.java","default","166","241","3471.java","default","149","224","41","1","1.0","1.0"
"520193","821503","101144.java","default","13","17","66539.java","default","13","17","20","1","1.0","1.0"
"53656","136068","57055.java","default","13","17","10993.java","default","13","17","20","1","1.0","1.0"
"7761","128736","55192.java","default","13","17","44891.java","default","13","17","20","1","1.0","1.0"
"281237","725501","39836.java","default","13","17","19891.java","default","13","17","20","1","1.0","1.0"
"75540","169904","30877.java","default","44","73","126039.java","default","44","73","31","1","1.0","1.0"
"59200","820622","39091.java","default","13","17","113166.java","default","13","17","20","1","1.0","1.0"
"2290016","19160002","1564632.java","selected","141","168","2429321.java","selected","141","168","41","1","1.0","1.0"
"7761","383565","55192.java","default","13","17","137582.java","default","13","17","20","1","1.0","1.0"
"2746","863588","85301.java","default","13","17","51387.java","default","13","17","20","1","1.0","1.0"
"646740","935809","103574.java","default","13","17","56904.java","default","13","17","20","1","1.0","1.0"
"128026","916274","121888.java","default","13","17","100919.java","default","13","17","20","1","1.0","1.0"
"379080","694024","104755.java","default","13","17","62476.java","default","13","17","20","1","1.0","1.0"
"305472","725501","33028.java","default","13","17","19891.java","default","13","17","20","1","1.0","1.0"
"12935","157746","102156.java","default","13","17","59849.java","default","13","17","20","1","1.0","1.0"
"461151","927501","98860.java","default","13","17","20528.java","default","13","17","20","1","1.0","1.0"
"279855","776780","120185.java","default","13","17","116591.java","default","13","17","20","1","1.0","1.0"
"552002","739561","25449.java","default","35","50","74042.java","default","45","60","30","1","1.0","1.0"
"238320","242005","39708.java","default","13","17","47340.java","default","13","17","20","1","1.0","1.0"
"13476","207271","84326.java","default","13","17","35785.java","default","13","17","20","1","1.0","1.0"
"298517","932292","120094.java","default","13","17","41662.java","default","13","17","20","1","1.0","1.0"
"59200","238320","39091.java","default","13","17","39708.java","default","13","17","20","1","1.0","1.0"
"224087","473026","59549.java","default","13","17","117763.java","default","13","17","20","1","1.0","1.0"
"230246","353068","59570.java","default","13","17","123780.java","default","13","17","20","1","1.0","1.0"
"518706","745911","21403.java","default","13","17","104630.java","default","13","17","20","1","1.0","1.0"
"53722","916274","10254.java","default","13","17","100919.java","default","13","17","20","1","1.0","1.0"
"418058","654166","51983.java","default","124","131","130166.java","default","290","297","39","1","1.0","1.0"
"454281","946511","12172.java","default","13","17","91574.java","default","13","17","20","1","1.0","1.0"
"203113","843064","96830.java","default","13","17","72306.java","default","13","17","20","1","1.0","1.0"
"128026","546906","121888.java","default","13","17","10736.java","default","13","17","20","1","1.0","1.0"
"223122","338353","121029.java","default","43","152","27320.java","default","48","157","34","1","1.0","1.0"
"165907","207271","97910.java","default","13","17","35785.java","default","13","17","20","1","1.0","1.0"
"563744","646740","45206.java","default","13","17","103574.java","default","13","17","20","1","1.0","1.0"
"174087","259443","93572.java","default","13","17","21979.java","default","13","17","20","1","1.0","1.0"
"241851","473026","40123.java","default","13","17","117763.java","default","13","17","20","1","1.0","1.0"
"473026","892627","117763.java","default","13","17","120680.java","default","13","17","20","1","1.0","1.0"
"230246","334118","59570.java","default","13","17","57755.java","default","13","17","20","1","1.0","1.0"
"45591","946511","859.java","default","13","17","91574.java","default","13","17","20","1","1.0","1.0"
"49531","308595","95453.java","default","22","24","37647.java","default","22","24","20","1","1.0","1.0"
"537782","605659","132654.java","default","24","125","125426.java","default","24","125","32","1","1.0","1.0"
"234583","454857","121654.java","default","13","17","44659.java","default","13","17","20","1","1.0","1.0"
"428050","939305","122700.java","default","13","17","76273.java","default","13","17","20","1","1.0","1.0"
"292890","739814","43483.java","default","13","17","115412.java","default","13","17","20","1","1.0","1.0"
"234583","520193","121654.java","default","13","17","101144.java","default","13","17","20","1","1.0","1.0"
"820539","892627","2976.java","default","13","17","120680.java","default","13","17","20","1","1.0","1.0"
"682346","913383","115646.java","default","13","17","73829.java","default","13","17","20","1","1.0","1.0"
"187828","298517","82373.java","default","13","17","120094.java","default","13","17","20","1","1.0","1.0"
"45591","820539","859.java","default","13","17","2976.java","default","13","17","20","1","1.0","1.0"
"4825983","19971357","100172.java","selected","1171","1180","2636968.java","selected","424","433","41","1","1.0","1.0"
"379080","741289","104755.java","default","13","17","123634.java","default","13","17","20","1","1.0","1.0"
"63417","497856","20017.java","default","13","17","81085.java","default","13","17","20","1","1.0","1.0"
"1109090","15168114","2262123.java","selected","24","40","161743.java","selected","25","41","41","1","1.0","1.0"
"75540","126365","30877.java","default","44","73","75543.java","default","44","73","31","1","1.0","1.0"
"469341","546906","135777.java","default","13","17","10736.java","default","13","17","20","1","1.0","1.0"
"47561","134256","69900.java","default","44","73","94122.java","default","44","73","31","1","1.0","1.0"
"203113","847423","96830.java","default","13","17","100171.java","default","13","17","20","1","1.0","1.0"
"681079","913383","70515.java","default","13","17","73829.java","default","13","17","20","1","1.0","1.0"
"193053","278439","40097.java","default","13","17","10640.java","default","13","17","20","1","1.0","1.0"
"6151193","13614426","2308223.java","selected","418","427","526365.java","selected","543","552","41","1","1.0","1.0"
"242005","296922","47340.java","default","13","17","66600.java","default","13","17","20","1","1.0","1.0"
"227072","775735","54734.java","default","13","17","11030.java","default","13","17","20","1","1.0","1.0"
"353068","383565","123780.java","default","13","17","137582.java","default","13","17","20","1","1.0","1.0"
"469061","520193","56146.java","default","13","17","101144.java","default","13","17","20","1","1.0","1.0"
"670345","745911","549.java","default","13","17","104630.java","default","13","17","20","1","1.0","1.0"
"217750","881839","34939.java","default","13","17","125703.java","default","13","17","20","1","1.0","1.0"
"128736","670345","44891.java","default","13","17","549.java","default","13","17","20","1","1.0","1.0"
"1229100","17883770","849403.java","selected","418","427","1578910.java","selected","543","552","41","1","1.0","1.0"
"65493","202151","49650.java","default","13","17","57783.java","default","13","17","20","1","1.0","1.0"
"45375","206078","30150.java","default","54","62","80774.java","default","54","62","31","1","1.0","1.0"
"235426","689532","30172.java","default","13","17","57424.java","default","13","17","20","1","1.0","1.0"
"238320","910689","39708.java","default","13","17","39986.java","default","13","17","20","1","1.0","1.0"
"124388","847423","114338.java","default","13","17","100171.java","default","13","17","20","1","1.0","1.0"
"361551","946511","128157.java","default","13","17","91574.java","default","13","17","20","1","1.0","1.0"
"7761","461151","55192.java","default","13","17","98860.java","default","13","17","20","1","1.0","1.0"
"202151","695790","57783.java","default","13","17","126563.java","default","13","17","20","1","1.0","1.0"
"28334","305472","96513.java","default","13","17","33028.java","default","13","17","20","1","1.0","1.0"
"299389","932292","113986.java","default","13","17","41662.java","default","13","17","20","1","1.0","1.0"
"10732","311166","102943.java","default","13","17","12148.java","default","13","17","20","1","1.0","1.0"
"7761","165907","55192.java","default","13","17","97910.java","default","13","17","20","1","1.0","1.0"
"334118","454281","57755.java","default","13","17","12172.java","default","13","17","20","1","1.0","1.0"
"160205","936424","14833.java","default","13","17","53567.java","default","13","17","20","1","1.0","1.0"
"681079","801887","70515.java","default","13","17","32955.java","default","13","17","20","1","1.0","1.0"
"136068","454857","10993.java","default","13","17","44659.java","default","13","17","20","1","1.0","1.0"
"128736","353068","44891.java","default","13","17","123780.java","default","13","17","20","1","1.0","1.0"
"43996","102963","88421.java","default","321","329","35695.java","default","325","333","31","1","1.0","1.0"
"5447536","14304659","1307940.java","selected","112","129","285457.java","selected","112","129","23","1","1.0","1.0"
"298517","513246","120094.java","default","13","17","128215.java","default","13","17","20","1","1.0","1.0"
"776780","911774","116591.java","default","13","17","99468.java","default","13","17","20","1","1.0","1.0"
"211685","512227","112296.java","default","13","17","31722.java","default","13","17","20","1","1.0","1.0"
"45374","68955","30150.java","default","44","73","47744.java","default","44","73","31","1","1.0","1.0"
"351290","913383","100859.java","default","13","17","73829.java","default","13","17","20","1","1.0","1.0"
"53722","250688","10254.java","default","13","17","106993.java","default","13","17","20","1","1.0","1.0"
"92772","333457","61132.java","default","48","157","79128.java","default","48","157","34","1","1.0","1.0"
"80861","843064","62142.java","default","13","17","72306.java","default","13","17","20","1","1.0","1.0"
"245665","789019","46050.java","default","13","17","15826.java","default","13","17","20","1","1.0","1.0"
"278439","718537","10640.java","default","13","17","76337.java","default","13","17","20","1","1.0","1.0"
"396828","497856","81946.java","default","13","17","81085.java","default","13","17","20","1","1.0","1.0"
"28135","454857","27366.java","default","13","17","44659.java","default","13","17","20","1","1.0","1.0"
"207271","3814208","35785.java","default","13","17","2560904.java","selected","35","39","20","1","1.0","1.0"
"135138","842876","24290.java","default","22","24","122409.java","default","22","24","20","1","1.0","1.0"
"755767","858382","76701.java","default","13","17","29950.java","default","13","17","20","1","1.0","1.0"
"207271","776780","35785.java","default","13","17","116591.java","default","13","17","20","1","1.0","1.0"
"34806","937056","8091.java","default","25","66","118413.java","default","25","66","32","1","1.0","1.0"
"28334","892627","96513.java","default","13","17","120680.java","default","13","17","20","1","1.0","1.0"
"230246","745911","59570.java","default","13","17","104630.java","default","13","17","20","1","1.0","1.0"
"661980","932292","41976.java","default","13","17","41662.java","default","13","17","20","1","1.0","1.0"
"59200","278439","39091.java","default","13","17","10640.java","default","13","17","20","1","1.0","1.0"
"61716","134257","83133.java","default","54","62","94122.java","default","54","62","31","1","1.0","1.0"
"18246","41644","45154.java","default","54","62","7356.java","default","54","62","31","1","1.0","1.0"
"518706","563744","21403.java","default","13","17","45206.java","default","13","17","20","1","1.0","1.0"
"345908","403116","80759.java","default","13","17","13406.java","default","13","17","20","1","1.0","1.0"
"193560","244233","95950.java","default","13","17","68789.java","default","13","17","20","1","1.0","1.0"
"13476","858382","84326.java","default","13","17","29950.java","default","13","17","20","1","1.0","1.0"
"187828","858382","82373.java","default","13","17","29950.java","default","13","17","20","1","1.0","1.0"
"13476","128736","84326.java","default","13","17","44891.java","default","13","17","20","1","1.0","1.0"
"245665","935809","46050.java","default","13","17","56904.java","default","13","17","20","1","1.0","1.0"
"820539","891390","2976.java","default","13","17","109133.java","default","13","17","20","1","1.0","1.0"
"147993","652690","63132.java","default","13","17","45886.java","default","13","17","20","1","1.0","1.0"
"13476","718537","84326.java","default","13","17","76337.java","default","13","17","20","1","1.0","1.0"
"513246","695790","128215.java","default","13","17","126563.java","default","13","17","20","1","1.0","1.0"
"428050","670345","122700.java","default","13","17","549.java","default","13","17","20","1","1.0","1.0"
"47562","189497","69900.java","default","54","62","118045.java","default","54","62","31","1","1.0","1.0"
"203113","454857","96830.java","default","13","17","44659.java","default","13","17","20","1","1.0","1.0"
"281237","843064","39836.java","default","13","17","72306.java","default","13","17","20","1","1.0","1.0"
"177743","469341","123760.java","default","13","17","135777.java","default","13","17","20","1","1.0","1.0"
"2402","891390","28707.java","default","13","17","109133.java","default","13","17","20","1","1.0","1.0"
"92425","168320","107391.java","default","48","157","12753.java","default","48","157","34","1","1.0","1.0"
"28334","311166","96513.java","default","13","17","12148.java","default","13","17","20","1","1.0","1.0"
"15042","206479","96497.java","default","54","62","53735.java","default","54","62","31","1","1.0","1.0"
"160205","695790","14833.java","default","13","17","126563.java","default","13","17","20","1","1.0","1.0"
"519360","757635","38977.java","default","26","62","89049.java","default","26","62","32","1","1.0","1.0"
"6881493","10947776","315000.java","selected","141","180","1128200.java","selected","86","125","24","1","1.0","1.0"
"1229100","8887818","849403.java","selected","418","427","900584.java","selected","444","453","41","1","1.0","1.0"
"454857","461151","44659.java","default","13","17","98860.java","default","13","17","20","1","1.0","1.0"
"234583","605829","121654.java","default","13","17","78023.java","default","13","17","20","1","1.0","1.0"
"652690","935195","45886.java","default","13","17","26963.java","default","13","17","20","1","1.0","1.0"
"157778","670345","24133.java","default","13","17","549.java","default","13","17","20","1","1.0","1.0"
"28135","847423","27366.java","default","13","17","100171.java","default","13","17","20","1","1.0","1.0"
"147668","631362","80028.java","default","13","17","23336.java","default","13","17","20","1","1.0","1.0"
"789019","910689","15826.java","default","13","17","39986.java","default","13","17","20","1","1.0","1.0"
"111978","670345","78674.java","default","13","17","549.java","default","13","17","20","1","1.0","1.0"
"120778","361551","70893.java","default","13","17","128157.java","default","13","17","20","1","1.0","1.0"
"14357939","22421984","2180965.java","selected","87","101","939613.java","selected","120","134","23","1","1.0","1.0"
"21192","105882","74770.java","default","61","122","64999.java","default","61","122","36","1","1.0","1.0"
"174087","202242","93572.java","default","13","17","132125.java","default","13","17","20","1","1.0","1.0"
"296922","489466","66600.java","default","13","17","42254.java","default","13","17","20","1","1.0","1.0"
"53722","820622","10254.java","default","13","17","113166.java","default","13","17","20","1","1.0","1.0"
"227072","278439","54734.java","default","13","17","10640.java","default","13","17","20","1","1.0","1.0"
"244233","605829","68789.java","default","13","17","78023.java","default","13","17","20","1","1.0","1.0"
"689532","789019","57424.java","default","13","17","15826.java","default","13","17","20","1","1.0","1.0"
"259443","748154","21979.java","default","13","17","48890.java","default","13","17","20","1","1.0","1.0"
"7761","177743","55192.java","default","13","17","123760.java","default","13","17","20","1","1.0","1.0"
"7761","858382","55192.java","default","13","17","29950.java","default","13","17","20","1","1.0","1.0"
"234583","281392","121654.java","default","13","17","84137.java","default","13","17","20","1","1.0","1.0"
"546906","821503","10736.java","default","13","17","66539.java","default","13","17","20","1","1.0","1.0"
"296922","910689","66600.java","default","13","17","39986.java","default","13","17","20","1","1.0","1.0"
"631362","682346","23336.java","default","13","17","115646.java","default","13","17","20","1","1.0","1.0"
"227072","351290","54734.java","default","13","17","100859.java","default","13","17","20","1","1.0","1.0"
"357576","682346","44157.java","default","13","17","115646.java","default","13","17","20","1","1.0","1.0"
"359836","661980","86457.java","default","13","17","41976.java","default","13","17","20","1","1.0","1.0"
"454281","541801","12172.java","default","13","17","17076.java","default","13","17","20","1","1.0","1.0"
"670345","695351","549.java","default","13","17","58525.java","default","13","17","20","1","1.0","1.0"
"242005","801169","47340.java","default","13","17","36610.java","default","13","17","20","1","1.0","1.0"
"673502","694024","69534.java","default","13","17","62476.java","default","13","17","20","1","1.0","1.0"
"351290","847423","100859.java","default","13","17","100171.java","default","13","17","20","1","1.0","1.0"
"471760","881801","25080.java","default","46","54","26064.java","default","46","54","39","1","1.0","1.0"
"513246","541801","128215.java","default","13","17","17076.java","default","13","17","20","1","1.0","1.0"
"53722","454281","10254.java","default","13","17","12172.java","default","13","17","20","1","1.0","1.0"
"162020","356214","85997.java","default","18","134","71444.java","default","19","135","32","1","1.0","1.0"
"128983","168320","84877.java","default","48","157","12753.java","default","48","157","34","1","1.0","1.0"
"640609","911774","91928.java","default","13","17","99468.java","default","13","17","20","1","1.0","1.0"
"250688","298517","106993.java","default","13","17","120094.java","default","13","17","20","1","1.0","1.0"
"217750","913383","34939.java","default","13","17","73829.java","default","13","17","20","1","1.0","1.0"
"116119","244233","41408.java","default","13","17","68789.java","default","13","17","20","1","1.0","1.0"
"53722","461151","10254.java","default","13","17","98860.java","default","13","17","20","1","1.0","1.0"
"128736","910689","44891.java","default","13","17","39986.java","default","13","17","20","1","1.0","1.0"
"19663005","19922498","2096828.java","selected","152","166","497716.java","selected","111","125","23","1","1.0","1.0"
"224087","631362","59549.java","default","13","17","23336.java","default","13","17","20","1","1.0","1.0"
"695790","935809","126563.java","default","13","17","56904.java","default","13","17","20","1","1.0","1.0"
"4284518","8537851","1712367.java","selected","97","111","2509245.java","selected","107","121","23","1","1.0","1.0"
"28135","224087","27366.java","default","13","17","59549.java","default","13","17","20","1","1.0","1.0"
"12935","217750","102156.java","default","13","17","34939.java","default","13","17","20","1","1.0","1.0"
"461151","673502","98860.java","default","13","17","69534.java","default","13","17","20","1","1.0","1.0"
"19373644","21433001","2587973.java","selected","426","435","1316903.java","selected","435","444","41","1","1.0","1.0"
"10732","174087","102943.java","default","13","17","93572.java","default","13","17","20","1","1.0","1.0"
"207271","512227","35785.java","default","13","17","31722.java","default","13","17","20","1","1.0","1.0"
"881839","892627","125703.java","default","13","17","120680.java","default","13","17","20","1","1.0","1.0"
"238320","311166","39708.java","default","13","17","12148.java","default","13","17","20","1","1.0","1.0"
"12935","801887","102156.java","default","13","17","32955.java","default","13","17","20","1","1.0","1.0"
"45591","695790","859.java","default","13","17","126563.java","default","13","17","20","1","1.0","1.0"
"379080","454857","104755.java","default","13","17","44659.java","default","13","17","20","1","1.0","1.0"
"53722","821503","10254.java","default","13","17","66539.java","default","13","17","20","1","1.0","1.0"
"487413","673502","7413.java","default","13","17","69534.java","default","13","17","20","1","1.0","1.0"
"7761","946511","55192.java","default","13","17","91574.java","default","13","17","20","1","1.0","1.0"
"28135","497856","27366.java","default","13","17","81085.java","default","13","17","20","1","1.0","1.0"
"396828","695790","81946.java","default","13","17","126563.java","default","13","17","20","1","1.0","1.0"
"563744","847423","45206.java","default","13","17","100171.java","default","13","17","20","1","1.0","1.0"
"113681","323592","15247.java","default","57","80","52984.java","default","57","80","10","1","1.0","1.0"
